year,country,"Literacy rate, youth male (% of males ages 15-24)","Literacy rate, youth total (% of people ages 15-24)","Literacy rate, adult male (% of males ages 15 and above)","Literacy rate, adult total (% of people ages 15 and above)","Compulsory education, duration (years)","Preprimary education, duration (years)","School enrollment, preprimary (% gross)","School enrollment, preprimary, male (% gross)","Trained teachers in preprimary education, female (% of female teachers)","Trained teachers in preprimary education, male (% of male teachers)",Trained teachers in preprimary education (% of total teachers),"Primary completion rate, total (% of relevant age group)","Primary education, duration (years)","Primary education, pupils","School enrollment, primary (% gross)","School enrollment, primary, male (% gross)","School enrollment, primary, private (% of total primary)","Persistence to last grade of primary, total (% of cohort)","Trained teachers in primary education, male (% of male teachers)",Trained teachers in primary education (% of total teachers),"Primary education, teachers","Lower secondary completion rate, female (% of relevant age group)","Lower secondary completion rate, male (% of relevant age group)","Lower secondary completion rate, total (% of relevant age group)","Secondary education, duration (years)","Secondary education, pupils","School enrollment, secondary (% gross)","School enrollment, secondary, private (% of total secondary)","Trained teachers in secondary education, female (% of female teachers)","Trained teachers in lower secondary education, female (% of female teachers)","Trained teachers in lower secondary education, male (% of male teachers)",Trained teachers in lower secondary education (% of total teachers),"Trained teachers in secondary education, male (% of male teachers)","Trained teachers in upper secondary education, female (% of female teachers)","Trained teachers in upper secondary education, male (% of male teachers)",Trained teachers in upper secondary education (% of total teachers),Trained teachers in secondary education (% of total teachers),"Secondary education, teachers","Secondary education, teachers, female","School enrollment, tertiary (% gross)","School enrollment, tertiary, male (% gross)","Tertiary education, academic staff (% female)","Government expenditure on education, total (% of government expenditure)","Government expenditure on education, total (% of GDP)",Number of deaths ages 5-9 years,Number of deaths ages 10-14 years,Number of deaths ages 15-19 years,Number of deaths ages 20-24 years,"Probability of dying among children ages 5-9 years (per 1,000)","Probability of dying among adolescents ages 10-14 years (per 1,000)","Probability of dying among adolescents ages 15-19 years (per 1,000)","Probability of dying among youth ages 20-24 years (per 1,000)"
2014,AFW,73.1578216552734,66.2248764038086,63.6755409240723,54.1411399841309,9.0,3.0,20.5793800354004,20.4496192932129,54.6213607788086,54.8125,54.660888671875,67.3131332397461,6.0,59074840.0,91.0842514038086,93.6537933349609,17.0631999969482,63.7954902648926,60.5134391784668,60.6119003295898,1695825.5,36.7560195922852,43.6855583190918,40.2660713195801,7.0,24150232.0,43.2917213439941,25.35791015625,65.4078063964844,61.5385284423828,53.5640296936035,56.188720703125,55.8832206726074,73.5943069458008,59.2645111083984,62.8850784301758,58.7405281066895,1254312.75,376285.25,9.65843963623047,11.8605298995972,20.1687507629395,13.9857482910156,2.66667008399963,165725.0,80968.0,86329.0,96941.0,13.8540893394258,8.06207037543934,10.2661638966605,13.3981509908516
2014,ESP,100.0,100.0,99.0,98.0,10.0,6.0,93.9782333374023,93.8320922851563,100.0,100.0,100.0,96.5192031860352,6.0,2960626.0,102.538467407227,101.939483642578,31.6363792419434,97.4409103393555,100.0,100.0,226066.0,91.5966033935547,85.9264526367188,88.6861572265625,6.0,3288424.0,125.335800170898,27.3974990844727,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,276116.0,156242.0,88.0015563964844,80.0947265625,41.712100982666,9.17328262329102,4.30150985717773,193.0,210.0,391.0,620.0,0.4,0.5,0.9,1.3
2014,HPC,76.6875991821289,72.439567565918,68.7028732299805,60.2966194152832,8.5,3.0,21.680269241333,21.5653991699219,46.3464202880859,35.3561401367188,44.8187713623047,65.1575012207031,6.0,118775992.0,100.490348815918,103.993667602539,12.6197299957275,52.9190216064453,67.5897674560547,68.9915084838867,2981030.75,34.3566703796387,42.3544006347656,38.3745994567871,6.0,39182332.0,39.9703712463379,20.3081207275391,60.7807083129883,60.3505401611328,56.522388458252,57.6148986816406,51.5540084838867,61.7946090698242,44.7390594482422,47.9554405212402,53.8379592895508,1796797.375,444772.59375,8.53837013244629,10.2617797851562,21.3199100494385,16.8992567062378,3.4237699508667,216070.0,117280.0,177997.0,184761.0,10.2499550110263,6.44610350181272,11.3647512684856,13.9843313746755
2014,IDA,80.3223571777344,76.3552017211914,70.8424835205078,62.9177017211914,9.0,3.0,28.9310092926025,29.4020309448242,70.9845504760742,69.9744110107422,70.793571472168,70.1829071044922,6.0,219076832.0,96.7229614257812,99.4336166381836,16.0536994934082,60.0432014465332,69.1525268554688,69.6986694335938,6076341.0,45.031379699707,49.7133712768555,47.402660369873,6.0,98973992.0,45.3852005004883,30.1119995117188,75.4865264892578,71.2399215698242,64.8230133056641,67.5840377807617,61.6998710632324,84.7714691162109,57.639030456543,66.0481262207031,66.9875411987305,4599233.5,1763970.5,10.308030128479,11.6269998550415,28.6883602142334,15.0917367935181,3.45488202571869,375208.0,209483.0,292535.0,321139.0,8.85122300538936,5.53092215195505,8.74919402626353,11.001874914164
2014,IDB,81.8055572509766,76.4325180053711,73.4488983154297,64.2169723510742,9.0,3.0,49.1023712158203,50.8840599060059,82.9210815429688,80.2267990112305,82.5371322631836,69.9967193603516,6.0,64649148.0,87.487907409668,90.5835723876953,22.1728801727295,69.1636962890625,70.1091613769531,68.635871887207,1883940.0,46.3059310913086,51.9287605285645,49.1754302978516,6.0,33589008.0,44.3073387145996,24.4461803436279,79.0940475463867,70.4723510742188,71.1271133422852,70.7630386352539,68.8307571411133,99.3047103881836,66.0139770507812,79.1940612792969,73.9218215942383,1850210.5,917789.125,9.54360008239746,10.3475503921509,32.9979591369629,12.0902099609375,4.7172999382019,130024.0,70088.0,77078.0,93556.0,9.0541674729512,5.54384834784926,6.93175704806546,9.47734187251607
2014,IDX,79.560676574707,76.3161392211914,69.5063171386719,62.2671012878418,8.5,3.0,22.1955509185791,22.151460647583,58.2836799621582,64.018440246582,59.621940612793,70.2782135009766,6.0,154427696.0,101.194808959961,103.750312805176,13.491979598999,56.3297805786133,68.7745895385742,70.1762619018555,4192401.0,44.3795700073242,48.5538482666016,46.4853401184082,6.0,65384988.0,45.9595603942871,33.0225982666016,71.57373046875,72.1107711791992,61.849479675293,65.3630065917969,58.2056198120117,70.4828033447266,53.3297080993652,57.7105407714844,62.3204803466797,2749023.0,846181.375,10.7048301696777,12.3027601242065,26.4070491790771,15.63267993927,3.4237699508667,245184.0,139395.0,215457.0,227583.0,8.74691423846169,5.52444490008644,9.65824976937334,11.7848641353807
2014,LDC,78.6047515869141,75.0235900878906,67.7824783325195,59.8044700622559,8.0,3.0,21.2001705169678,21.1317596435547,57.0307884216309,64.7664108276367,59.224609375,69.0446929931641,6.0,145394576.0,103.318626403809,106.282791137695,13.5278196334839,53.5847206115723,68.9062728881836,69.4933319091797,3781320.5,41.9723701477051,46.4774017333984,44.2411499023438,6.0,56496900.0,43.7226181030273,35.7936096191406,69.1176223754883,70.6310119628906,60.7222709655762,63.7541999816895,55.5113182067871,65.2748794555664,48.7993316650391,51.8106498718262,59.0085296630859,2209341.25,567864.125,9.19289970397949,10.9053802490234,23.093090057373,13.7343196868896,3.07460558414459,236809.0,132538.0,206440.0,215908.0,9.17934543169045,5.72580628458143,10.1259438027502,12.3336906415833
2014,PRE,76.3831405639648,70.9917526245117,68.9504470825195,59.8719100952148,8.5,3.0,20.3320999145508,20.212739944458,60.2099494934082,63.6939392089844,60.8889083862305,67.4355392456055,6.0,137370608.0,98.0127410888672,101.645576477051,12.1576299667358,57.1120491027832,67.9269104003906,67.3445587158203,3853428.0,36.9998092651367,45.7530899047852,41.4017715454102,6.0,46741660.0,40.9358291625977,20.803279876709,60.1392402648926,59.1315994262695,56.4124984741211,57.3862495422363,51.84326171875,62.0760612487793,46.2126312255859,50.3918190002441,54.4888496398926,2359105.0,752318.875,8.3486499786377,10.2444496154785,22.6489105224609,14.1246004104614,3.161789894104,296022.0,150650.0,204049.0,223727.0,11.7349660037352,7.04472980244862,11.2659640984132,14.636827379484
2014,SSA,78.848518371582,74.7166519165039,71.5497207641602,63.6829299926758,8.0,3.0,23.6617298126221,23.6168403625488,52.0200386047363,54.7871017456055,52.547550201416,67.555290222168,6.0,159136752.0,98.3351135253906,100.969367980957,12.3990001678467,56.0820617675781,65.5235977172852,65.9097518920898,4228912.0,39.5618095397949,45.8266296386719,42.7098693847656,6.0,56484316.0,42.9803085327148,20.5502796173096,66.1167831420898,60.2341003417969,57.1596908569336,58.2131881713867,54.5503616333008,76.365966796875,51.0867881774902,58.2727508544922,58.237548828125,2667813.75,850455.8125,8.89428043365479,10.3425798416138,24.144359588623,16.5402307510376,3.5359799861908,325996.0,169928.0,231335.0,258692.0,11.2392819195239,6.862005803092,10.891615698877,14.1719642680541
2014,SSF,78.8502731323242,74.7186508178711,71.5531463623047,63.6872406005859,8.0,3.0,23.6648807525635,23.6200294494629,52.0257682800293,54.7871017456055,52.5520210266113,67.5579071044922,6.0,159145568.0,98.3360290527344,100.970260620117,12.3989095687866,56.0839996337891,65.5236663818359,65.9105911254883,4229574.0,39.5664215087891,45.8303909301758,42.7140617370605,6.0,56491592.0,42.9831809997559,20.548900604248,66.1251068115234,60.2331504821777,57.1596984863281,58.2130012512207,54.5539894104004,76.3883514404297,51.0949783325195,58.2873001098633,58.2433815002441,2668363.75,850794.8125,8.89416027069092,10.3421096801758,24.1468505859375,16.5402307510376,3.5359799861908,325998.0,169930.0,231341.0,258698.0,11.2,6.9,10.9,14.2
2014,TSS,78.8502731323242,74.7186508178711,71.5531463623047,63.6872406005859,8.0,3.0,23.6648807525635,23.6200294494629,52.0257682800293,54.7871017456055,52.5520210266113,67.5579071044922,6.0,159145568.0,98.3360290527344,100.970260620117,12.3989095687866,56.0839996337891,65.5236663818359,65.9105911254883,4229574.0,39.5664215087891,45.8303909301758,42.7140617370605,6.0,56491592.0,42.9831809997559,20.548900604248,66.1251068115234,60.2331504821777,57.1596984863281,58.2130012512207,54.5539894104004,76.3883514404297,51.0949783325195,58.2873001098633,58.2433815002441,2668363.75,850794.8125,8.89416027069092,10.3421096801758,24.1468505859375,16.5402307510376,3.5359799861908,325998.0,169930.0,231341.0,258698.0,11.238839398678,6.86172240324041,10.891155102643,14.1710525564206
2015,AFW,73.828742980957,67.1864166259766,64.3907775878906,55.0066184997559,9.0,3.0,23.2828407287598,23.1215000152588,55.633430480957,51.5719299316406,54.735050201416,68.1988983154297,6.0,59532644.0,89.1125717163086,91.7321472167969,17.5536804199219,62.6423683166504,64.0870666503906,64.155632019043,1700668.125,38.1126289367676,44.6549682617188,41.4279594421387,7.0,25628942.0,44.511589050293,25.5665607452393,65.7261962890625,65.2453384399414,54.4731407165527,57.9290390014648,57.6247406005859,66.4730834960938,61.9777717590332,63.3074607849121,60.1404685974121,1362929.75,423227.90625,9.70506000518799,11.7890396118164,20.7810001373291,14.7278146743775,2.98419797420501,163498.0,80726.0,84907.0,93210.0,13.2839061966698,7.82706637814211,9.78393421812106,12.6060762259274
2015,ESP,100.0,100.0,99.0,98.0,10.0,6.0,92.3047027587891,92.1507873535156,100.0,100.0,100.0,96.1013488769531,6.0,3010404.0,102.144233703613,101.459999084473,31.516300201416,99.2785034179688,100.0,100.0,228299.0,92.3876800537109,85.7914810180664,88.9792022705078,6.0,3313127.0,124.85466003418,28.4241104125977,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,276487.0,157413.0,88.5742492675781,80.9930191040039,42.4691581726074,9.41445732116699,4.28457021713257,185.0,205.0,387.0,605.0,0.4,0.4,0.9,1.3
2015,HPC,77.1377716064453,73.1949615478516,69.0814514160156,60.8749885559082,8.5,3.0,22.9727592468262,22.942720413208,48.525218963623,38.6083602905273,47.1665802001953,65.2255706787109,6.0,120897864.0,99.4691619873047,102.522171020508,12.9768400192261,54.1088981628418,69.0253372192383,69.8041381835938,3093164.5,35.8698883056641,42.8502883911133,39.3783302307129,6.0,40518392.0,40.1459503173828,20.6499900817871,62.1917915344238,60.396800994873,55.4590606689453,56.8582191467285,53.9224014282227,65.8970718383789,51.8575286865234,54.7314987182617,56.0045394897461,1895528.375,477271.875,8.62485027313232,10.2987804412842,22.2803192138672,17.4795207977295,3.49412989616394,211471.0,116661.0,177764.0,183285.0,9.7867615447655,6.23471563863294,11.0295462424946,13.4565458653032
2015,IDA,80.9602966308594,77.2907562255859,72.1318969726562,64.3584671020508,9.0,3.0,30.4857597351074,30.9973697662354,70.5078430175781,70.6927108764648,70.5422210693359,70.5841979980469,6.0,220838016.0,95.4703903198242,97.9616470336914,15.7316303253174,62.5104789733887,70.529182434082,70.3013610839844,6233571.0,46.1123199462891,50.2787895202637,48.222728729248,6.0,102749744.0,46.1679191589355,30.5795402526855,75.3972091674805,71.0235137939453,64.8488616943359,67.5349197387695,63.4399909973145,84.2599716186523,61.6900787353516,68.9265365600586,68.0930099487305,4869633.0,1894965.875,10.5392198562622,11.9535102844238,29.7624092102051,15.5138716697693,3.36937510967255,375987.0,212211.0,297764.0,324667.0,8.69206607759197,5.49923458162324,8.72116190906895,10.9377173089783
2015,IDB,82.1794509887695,77.1791381835938,73.9762496948242,64.9576721191406,9.0,3.0,52.473991394043,54.2980918884277,81.1852188110352,82.0511093139648,81.3093109130859,70.3202514648438,6.0,64690188.0,85.5449066162109,88.7741622924805,21.5231304168701,73.7995071411133,72.5441436767578,70.2628402709961,1889215.875,46.540828704834,52.450611114502,49.5556602478027,6.0,35178556.0,45.5577011108398,25.0293998718262,77.9067611694336,69.3137283325195,72.2235565185547,70.6048965454102,69.6552886962891,95.7163619995117,66.659049987793,78.6806793212891,73.7825393676758,1981028.25,990878.125,9.5746898651123,10.7402296066284,33.0873489379883,13.1872797012329,3.13882994651794,130329.0,70355.0,77401.0,93000.0,8.83147601864079,5.46545818847162,6.83297071367689,9.31477943531758
2015,IDX,80.3372116088867,77.3469085693359,71.1891708374023,64.0593566894531,9.0,3.0,23.1248302459717,23.1118793487549,59.0344200134277,63.7503395080566,60.1061706542969,70.7191925048828,6.0,156147824.0,100.291236877441,102.454536437988,13.3322801589966,57.7437705993652,69.7606887817383,70.3181228637695,4344355.0,45.892578125,49.1405181884766,47.5316009521484,6.0,67571192.0,46.4921417236328,33.4690208435059,72.6467514038086,72.9268035888672,61.3217887878418,65.3843078613281,60.338939666748,72.093017578125,59.079231262207,62.446949005127,64.1910934448242,2888604.5,904087.75,11.0380296707153,12.5918302536011,27.7799797058105,16.2116394042969,3.44449663162231,245658.0,141856.0,220363.0,231667.0,8.61967724463126,5.51614751692151,9.66232292965548,11.7636954270031
2015,LDC,79.4679718017578,76.1741561889648,69.6447601318359,61.7778701782227,8.0,3.0,21.9497394561768,21.9551601409912,57.3643417358398,64.4951477050781,59.3174705505371,69.2749633789062,6.0,146750624.0,102.095352172852,104.491340637207,13.395899772644,54.936149597168,69.6357269287109,69.5015106201172,3914022.75,43.4932289123535,46.980541229248,45.249698638916,6.0,58621720.0,44.3524513244629,36.1033210754395,70.8139266967773,70.0047225952148,59.1483192443848,62.5699691772461,57.6259803771973,72.7352828979492,55.7344284057617,59.0342292785645,61.1339683532715,2353247.5,625962.5,9.51871013641357,11.2616701126099,24.3721294403076,14.5677795410156,3.21439003944397,236842.0,134837.0,210227.0,218565.0,9.02705403384803,5.70334071208048,10.0700455824988,12.1904697168114
2015,PRE,76.8371429443359,71.7146606445312,69.355583190918,60.4760398864746,8.5,3.0,21.6769504547119,21.6062602996826,60.8522186279297,65.7853088378906,61.7865600585938,67.5300598144531,6.0,138224752.0,95.6846694946289,98.7881164550781,12.3480701446533,57.8889617919922,70.6189117431641,69.2975769042969,3925119.5,38.0792503356934,46.2158088684082,42.1736183166504,6.0,48897856.0,41.5208015441895,21.0967197418213,60.1206398010254,60.3442306518555,55.8649406433105,57.448429107666,53.5567283630371,59.7645416259766,50.8661308288574,53.4095001220703,55.6829490661621,2549549.75,825863.6875,8.44079971313477,10.305139541626,23.2502193450928,15.9607095718384,3.17298007011414,298753.0,153832.0,206332.0,223781.0,11.5111614493683,6.98593026178386,11.0564420749658,14.2408132681481
2015,SSA,79.2079315185547,75.3329391479492,71.9534301757812,64.283317565918,8.0,3.0,25.5410308837891,25.5491409301758,53.326961517334,57.9765205383301,54.1824798583984,67.7589874267578,6.0,161005456.0,96.6859893798828,98.9717178344727,12.2484998703003,57.0192794799805,67.6539688110352,67.1115875244141,4345799.0,40.5992584228516,46.2250900268555,43.4279098510742,6.0,58816628.0,43.5073013305664,20.7934303283691,65.6062393188477,61.0144805908203,56.366828918457,57.928409576416,55.8039588928223,72.470947265625,55.071460723877,60.3919105529785,58.9720115661621,2859454.25,924163.1875,9.01334953308105,10.4211101531982,24.6801109313965,16.726110458374,3.64711999893188,325955.0,172186.0,231424.0,255267.0,10.9510049332857,6.75985413166601,10.6012291266773,13.6352487647697
2015,SSF,79.2095794677734,75.334831237793,71.9567794799805,64.2875137329102,8.0,3.0,25.5439701080322,25.5520095825195,53.3367691040039,57.9765205383301,54.1902389526367,67.7615966796875,6.0,161014432.0,96.6870422363281,98.9727783203125,12.2484397888184,57.0210800170898,67.654296875,67.1140823364258,4346453.0,40.6034507751465,46.228931427002,43.4319114685059,6.0,58824020.0,43.5101890563965,20.7921905517578,65.6192016601562,61.0125885009766,56.3667182922363,57.9279098510742,55.8096694946289,72.5054702758789,55.0847091674805,60.4129104614258,58.9806213378906,2860071.25,924523.1875,9.01383972167969,10.4211196899414,24.6850891113281,16.726110458374,3.64711999893188,325957.0,172188.0,231430.0,255274.0,11.0,6.8,10.6,13.6
2015,TMN,91.9723510742188,89.4572830200195,84.1536712646484,76.7409286499023,9.0,2.0,27.9237194061279,28.5054092407227,74.438232421875,82.7961273193359,75.2358093261719,84.6420135498047,6.0,42717160.0,98.0831985473633,100.177322387695,8.3246603012085,83.005500793457,81.0471572875977,80.6589508056641,1953351.375,68.3293685913086,67.9562225341797,68.1353378295898,6.0,29657706.0,73.4287719726562,7.6388897895813,82.4966506958008,79.7727279663086,79.7742767333984,79.7735214233398,79.4968490600586,85.9531097412109,79.2136383056641,82.1706924438477,80.8991317749023,1869723.125,874016.0,38.1301307678223,38.5722618103027,35.4963188171387,17.3266525268555,4.53210854530334,22684.0,17893.0,31764.0,42765.0,2.81723803573135,2.50746640165764,4.72194867431275,6.27587105907585
2015,TSS,79.2095794677734,75.334831237793,71.9567794799805,64.2875137329102,8.0,3.0,25.5439701080322,25.5520095825195,53.3367691040039,57.9765205383301,54.1902389526367,67.7615966796875,6.0,161014432.0,96.6870422363281,98.9727783203125,12.2484397888184,57.0210800170898,67.654296875,67.1140823364258,4346453.0,40.6034507751465,46.228931427002,43.4319114685059,6.0,58824020.0,43.5101890563965,20.7921905517578,65.6192016601562,61.0125885009766,56.3667182922363,57.9279098510742,55.8096694946289,72.5054702758789,55.0847091674805,60.4129104614258,58.9806213378906,2860071.25,924523.1875,9.01383972167969,10.4211196899414,24.6850891113281,16.726110458374,3.64711999893188,325957.0,172188.0,231430.0,255274.0,10.9505726321532,6.7595835578391,10.6008185755532,13.6343914118996
2016,AFW,73.9450912475586,67.654426574707,64.6208190917969,55.4657783508301,9.0,3.0,22.9709491729736,22.7533302307129,55.598991394043,54.6293106079102,55.3974685668945,68.7555999755859,6.0,61047148.0,88.7833633422852,91.9131011962891,17.6404991149902,60.3622512817383,64.775390625,64.7730712890625,1758485.625,38.7290191650391,45.1206283569336,41.9691505432129,7.0,25618576.0,43.0852012634277,24.4705791473389,70.3786315917969,71.7469635009766,57.1699905395508,61.6585388183594,59.989128112793,68.428581237793,64.0167388916016,65.3775634765625,63.1905288696289,1381371.75,425652.90625,9.50119018554688,11.492790222168,20.5029201507568,13.9038801193237,2.66773080825806,163853.0,81668.0,86184.0,93854.0,12.9436316693406,7.64673968073031,9.61926910772236,12.362478248588
2016,ESP,100.0,100.0,99.0,98.0,10.0,6.0,91.7486267089844,91.48046875,100.0,100.0,100.0,94.7013168334961,6.0,3027751.0,102.130096435547,101.391876220703,31.5134906768799,99.8733673095703,100.0,100.0,233065.0,91.948127746582,86.2071914672852,89.0028228759766,6.0,3329389.0,123.269889831543,29.1711502075195,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,286786.0,164532.0,89.8067779541016,81.8702621459961,42.8795890808105,9.66042995452881,4.22544002532959,178.0,204.0,389.0,600.0,0.4,0.4,0.9,1.3
2016,HPC,77.3928070068359,73.8807983398438,69.3991088867188,61.4943389892578,8.5,3.0,24.3122596740723,24.2084293365479,49.8003692626953,46.3559188842773,49.3574981689453,65.8659591674805,6.0,125003144.0,100.110160827637,103.083511352539,13.3190402984619,53.814079284668,68.826301574707,69.4939193725586,3240150.5,36.6410293579102,42.876579284668,39.7812805175781,6.0,42102872.0,40.5296783447266,21.0553703308105,62.8533592224121,59.6669807434082,54.7944984436035,56.1764717102051,54.7917213439941,69.5109405517578,54.7879981994629,57.7632293701172,56.8140716552734,2002741.75,502408.96875,8.5213098526001,10.0664796829224,22.6924304962158,15.7688598632812,3.1694552898407,209311.0,117272.0,180296.0,187973.0,9.47561141673364,6.08809074409178,10.8785195497167,13.3568808781045
2016,IDA,81.6586532592773,78.2714767456055,73.3173904418945,65.7542266845703,9.0,3.0,31.5197200775146,32.0077590942383,70.7134094238281,74.0644683837891,71.327278137207,71.3552322387695,6.0,227178528.0,96.2023010253906,98.9102096557617,15.5941696166992,59.7832908630371,69.99462890625,69.8268203735352,6491593.0,46.9998588562012,50.6984214782715,48.875129699707,6.0,105895696.0,46.6178894042969,30.9583206176758,78.1632385253906,71.7090682983398,64.5744781494141,67.709716796875,65.5010528564453,91.5280914306641,66.6381378173828,74.5336608886719,70.4449996948242,4979634.5,1944296.625,10.631139755249,12.0505399703979,29.5671405792236,15.1595897674561,3.22929000854492,373704.0,212747.0,300445.0,325807.0,8.46973784438546,5.40419041912801,8.61486073661994,10.7488293618916
2016,IDX,81.2165222167969,78.4753723144531,72.7163162231445,65.7944717407227,9.0,3.0,24.5100193023682,24.401439666748,59.5065307617188,68.4972381591797,61.5135192871094,71.5736770629883,6.0,159839984.0,100.717147827148,102.83959197998,13.2606601715088,57.9073104858398,69.6130981445312,69.9824981689453,4559819.0,46.9103813171387,49.3827705383301,48.1607818603516,6.0,70773968.0,47.6694984436035,34.3054008483887,73.537353515625,71.9151916503906,60.7160606384277,64.7514190673828,60.7203598022461,76.6997909545898,60.7254905700684,64.8219223022461,64.7809524536133,3061758.75,970004.75,11.1728897094727,12.7207698822021,28.7250194549561,15.3471603393555,3.22929000854492,243248.0,142215.0,222599.0,233274.0,8.40973345917341,5.41661903155162,9.54721111545116,11.5594271904401
2016,LDC,80.4108963012695,77.3989562988281,71.310188293457,63.6640892028809,8.0,3.0,23.5604991912842,23.5095901489258,57.858829498291,68.4308013916016,60.7038307189941,70.2500762939453,6.0,150084320.0,102.309509277344,104.658569335938,13.3496704101562,55.223819732666,69.6900405883789,69.6033782958984,4095014.75,44.6828918457031,47.3523292541504,46.0301704406738,6.0,61855508.0,45.7810516357422,36.938850402832,71.9676895141602,69.2751083374023,58.7041397094727,62.171070098877,58.8343505859375,78.2087478637695,58.9826011657715,62.7003288269043,62.3946990966797,2515483.25,681929.5,9.7918701171875,11.5447301864624,25.7152309417725,14.3165302276612,2.90522003173828,235293.0,135541.0,213437.0,222059.0,8.83697426778716,5.61346404517815,9.99014948589084,12.0560318600358
2016,OSS,89.9155426025391,89.7156066894531,87.4744033813477,84.5842208862305,9.0,3.0,38.5232696533203,38.147289276123,79.7686996459961,69.9094009399414,79.1175918579102,82.8263092041016,6.0,3759222.0,103.466087341309,104.658378601074,18.732120513916,73.2011871337891,75.9036865234375,80.7213668823242,161194.546875,66.5710983276367,63.5022315979004,65.010383605957,6.0,2129461.0,68.4323577880859,19.0297203063965,81.333137512207,81.1607208251953,68.0768966674805,74.3118515014648,72.755241394043,81.5717468261719,79.1649932861328,80.3058776855469,76.8339080810547,154101.125,73272.9296875,19.2053203582764,15.8320198059082,40.0638618469238,14.6343183517456,5.15763998031616,772.0,700.0,1280.0,1570.0,3.40320824250481,3.16391979571808,5.99469875081837,6.99030312526581
2016,PRE,77.0741195678711,72.345703125,69.6836776733398,61.0723991394043,9.0,3.0,23.0415000915527,22.9795799255371,60.2002182006836,67.9167633056641,61.6094818115234,67.8647384643555,6.0,142188976.0,95.5547409057617,98.8277816772461,12.6557302474976,57.5889282226562,71.342041015625,70.061637878418,4046447.0,38.9020195007324,46.3847618103027,42.6738815307617,6.0,49917984.0,41.0868301391602,20.8297500610352,65.6191024780273,63.4389190673828,56.9832000732422,59.2167816162109,57.5032806396484,69.3018569946289,58.1432685852051,61.2473297119141,60.0778617858887,2557079.5,811182.4375,8.50397968292236,10.2883501052856,23.7383193969727,14.9912900924683,2.90522003173828,301490.0,156964.0,212971.0,234854.0,11.3035677812992,6.90831508626485,11.0622658243676,14.4802722192178
2016,SSA,79.4199523925781,75.8850479125977,72.2994232177734,64.8741912841797,8.0,3.0,26.6837291717529,26.7071990966797,54.1492004394531,61.7728996276855,55.4953994750977,68.1886367797852,6.0,165778112.0,96.729248046875,99.0953521728516,12.4643201828003,57.056640625,68.0711669921875,67.5520477294922,4498588.5,41.1257591247559,46.1724586486816,43.6679000854492,6.0,59811908.0,42.9640197753906,20.6033306121826,70.8484573364258,63.9937210083008,57.4099884033203,59.5745315551758,59.4595909118652,81.499641418457,62.2480087280273,68.0261383056641,63.0690803527832,2872109.25,910262.75,9.03209972381592,10.3727397918701,25.2114295959473,15.9913101196289,3.1694552898407,326515.0,174651.0,234618.0,258213.0,10.7081229408977,6.64489899419582,10.4609138466563,13.4285762745089
2016,SSF,79.4215087890625,75.8868179321289,72.3026885986328,64.8782577514648,8.0,3.0,26.6866607666016,26.7100505828857,54.1606292724609,61.773250579834,55.5044898986816,68.1914672851562,6.0,165787120.0,96.7304763793945,99.0964126586914,12.4642295837402,57.0584297180176,68.0715713500977,67.5542526245117,4499232.5,41.1297798156738,46.1760482788086,43.6717109680176,6.0,59819332.0,42.967098236084,20.6022396087646,70.8565216064453,63.9902687072754,57.4095497131348,59.5734100341797,59.4631004333496,81.5238494873047,62.2570686340332,68.0414962768555,63.074779510498,2872747.25,910651.75,9.03295040130615,10.3731098175049,25.2161998748779,15.9913101196289,3.1694552898407,326517.0,174653.0,234624.0,258220.0,10.7,6.7,10.5,13.4
2016,SST,90.9343566894531,91.1059875488281,87.9415435791016,86.0087738037109,9.0,3.0,45.273509979248,45.0127296447754,76.0941390991211,72.9796524047852,75.8952789306641,85.0459213256836,6.0,4836034.5,102.847831726074,103.966461181641,18.3701305389404,76.1417922973633,76.4231262207031,81.7509536743164,214786.0,71.2525177001953,67.3634796142578,69.3102569580078,6.0,2938821.25,71.941650390625,17.8028297424316,81.8109512329102,76.2771835327148,66.6732711791992,71.6682968139648,73.9233627319336,89.4036712646484,83.8134231567383,86.7128295898438,78.0208892822266,204305.484375,106135.0234375,19.8674697875977,16.0365791320801,42.039119720459,14.6343183517456,5.15763998031616,1006.0,923.0,1754.0,2247.0,2.98917226442525,2.84038115965982,5.57025072005048,7.00902087045432
2016,TMN,90.4044570922852,87.8349685668945,82.2869186401367,75.2468109130859,9.0,2.0,27.9146404266357,28.2893695831299,74.3875732421875,81.4503936767578,74.9984970092773,83.9953308105469,6.0,43886284.0,98.0186614990234,99.927619934082,8.49691963195801,83.7311401367188,80.4534683227539,80.3489608764648,1976914.125,68.556022644043,67.7192306518555,68.1237030029297,6.0,30179050.0,73.6580276489258,7.59519004821777,81.6596527099609,79.4450607299805,79.0365524291992,79.24169921875,79.0937118530273,84.6155471801758,79.1507873535156,81.5013427734375,80.2960205078125,1880313.375,881053.5625,37.5035285949707,37.3163681030273,35.5971298217773,15.6353168487549,3.68754005432129,21510.0,17528.0,32754.0,45727.0,2.61454248064615,2.42871079669586,4.82966226650435,6.80034083487649
