year,country,"Literacy rate, youth male (% of males ages 15-24)","Literacy rate, youth total (% of people ages 15-24)","Literacy rate, adult male (% of males ages 15 and above)","Literacy rate, adult total (% of people ages 15 and above)","Compulsory education, duration (years)","Preprimary education, duration (years)","School enrollment, preprimary (% gross)","School enrollment, preprimary, male (% gross)","Trained teachers in preprimary education, female (% of female teachers)","Trained teachers in preprimary education, male (% of male teachers)",Trained teachers in preprimary education (% of total teachers),"Primary completion rate, total (% of relevant age group)","Primary education, duration (years)","Primary education, pupils","School enrollment, primary (% gross)","School enrollment, primary, male (% gross)","School enrollment, primary, private (% of total primary)","Persistence to last grade of primary, total (% of cohort)","Trained teachers in primary education, male (% of male teachers)",Trained teachers in primary education (% of total teachers),"Primary education, teachers","Lower secondary completion rate, female (% of relevant age group)","Lower secondary completion rate, male (% of relevant age group)","Lower secondary completion rate, total (% of relevant age group)","Secondary education, duration (years)","Secondary education, pupils","School enrollment, secondary (% gross)","School enrollment, secondary, private (% of total secondary)","Trained teachers in secondary education, female (% of female teachers)","Trained teachers in lower secondary education, female (% of female teachers)","Trained teachers in lower secondary education, male (% of male teachers)",Trained teachers in lower secondary education (% of total teachers),"Trained teachers in secondary education, male (% of male teachers)","Trained teachers in upper secondary education, female (% of female teachers)","Trained teachers in upper secondary education, male (% of male teachers)",Trained teachers in upper secondary education (% of total teachers),Trained teachers in secondary education (% of total teachers),"Secondary education, teachers","Secondary education, teachers, female","School enrollment, tertiary (% gross)","School enrollment, tertiary, male (% gross)","Tertiary education, academic staff (% female)","Government expenditure on education, total (% of government expenditure)","Government expenditure on education, total (% of GDP)",Number of deaths ages 5-9 years,Number of deaths ages 10-14 years,Number of deaths ages 15-19 years,Number of deaths ages 20-24 years,"Probability of dying among children ages 5-9 years (per 1,000)","Probability of dying among adolescents ages 10-14 years (per 1,000)","Probability of dying among adolescents ages 15-19 years (per 1,000)","Probability of dying among youth ages 20-24 years (per 1,000)"
2010,AFW,70.5649337768555,63.0821800231934,61.428279876709,51.4170799255371,9.0,3.0,24.4568691253662,24.4653301239014,44.2807312011719,40.0110015869141,43.1767501831055,64.7975234985352,6.0,49762224.0,86.5904922485352,91.3680114746094,14.2700004577637,63.3871002197266,62.3371505737305,65.8956069946289,1259986.625,34.5267486572266,42.6933708190918,38.6591300964355,7.0,19599250.0,38.9419403076172,23.7949695587158,51.6668281555176,78.0941390991211,62.0247917175293,66.916389465332,53.8422088623047,21.8573703765869,43.7952194213867,36.7167205810547,53.1619186401367,864305.8125,270285.875,8.161789894104,10.0283002853394,11.5911502838135,16.3383646011353,2.78499007225036,161726.0,76120.0,81983.0,92714.0,15.1597971499681,8.59291238425312,10.7308803111426,14.0883518854546
2010,IDA,77.6279830932617,72.6320495605469,69.4220504760742,60.8083305358887,8.5,3.0,25.9155197143555,26.336519241333,69.2262115478516,61.3050003051758,67.9242706298828,68.7656631469727,6.0,197893264.0,95.4068374633789,99.0182113647461,15.6474704742432,59.2211418151855,71.6644973754883,74.3177032470703,5014847.0,40.5684089660645,46.2781791687012,43.4587783813477,6.0,85804808.0,42.2224617004395,28.121919631958,72.496696472168,82.5868072509766,72.3396987915039,76.6388320922852,60.8255615234375,53.5163612365723,45.7420310974121,48.3450393676758,65.3267974853516,3665238.0,1413581.375,8.77457046508789,10.1544704437256,26.0484790802002,16.5039100646973,3.10314500331878,397081.0,214998.0,282205.0,312057.0,10.0982725255993,6.16138577097286,9.09476050450788,11.5456078285111
2010,IDX,75.9875106811523,71.6659469604492,68.0779800415039,60.1636695861816,8.0,3.0,16.1400604248047,16.1029891967773,58.6600608825684,53.9300804138184,57.7275505065918,68.700927734375,6.0,140002944.0,100.274490356445,103.465530395508,13.6537103652954,57.4533882141113,69.4179229736328,72.2803115844727,3505792.25,39.0283699035645,44.3515701293945,41.7112617492676,6.0,56140052.0,42.3554191589355,31.3265705108643,68.6745834350586,75.4659423828125,64.8823165893555,68.4708633422852,56.7362289428711,55.7087783813477,44.9480018615723,47.9608116149902,60.5103416442871,2376640.75,751334.6875,9.25524044036865,10.8995304107666,25.3392906188965,16.3383646011353,3.10314500331878,268226.0,147421.0,204727.0,216486.0,10.2516328523504,6.32211208403867,9.95357798730413,12.1785723069819
2010,LDC,74.5724411010742,69.8212814331055,66.0588531494141,57.3793106079102,8.0,3.0,15.0469198226929,15.0019302368164,60.8632507324219,55.7428207397461,59.5490798950195,65.9336929321289,6.0,130493464.0,101.149719238281,104.667419433594,13.6165704727173,53.9879417419434,69.2214202880859,71.563850402832,3118516.0,35.303539276123,40.9188919067383,38.1314697265625,6.0,45689832.0,38.6003494262695,35.6550712585449,69.9485778808594,74.3379211425781,63.9910697937012,67.0251388549805,56.1862487792969,58.4336700439453,45.9934501647949,48.1230392456055,59.5583381652832,1804871.875,442235.59375,7.99556016921997,9.79638957977295,21.6577701568604,12.630943775177,2.84086501598358,263007.0,141806.0,197670.0,208437.0,10.9812813670398,6.68696752005636,10.6742451179286,13.1723151000692
2010,SSA,75.3597106933594,69.9876937866211,68.1131134033203,59.4275588989258,8.0,3.0,21.1221809387207,21.0652503967285,52.4217491149902,45.6536102294922,50.9923896789551,67.4948120117188,6.0,139945712.0,96.7690277099609,100.634986877441,11.2587404251099,55.6182289123535,68.1152191162109,70.7599868774414,3364576.0,36.2603797912598,43.4022407531738,39.8478317260742,6.0,46477388.0,39.028881072998,19.9093399047852,66.7187881469727,71.3860778808594,64.6741790771484,66.973503112793,59.1515998840332,58.3715515136719,51.449779510498,53.4496917724609,61.582088470459,1970202.0,632806.1875,7.65851020812988,8.98173999786377,19.9171905517578,17.391508102417,3.16229999065399,332088.0,165138.0,220824.0,257069.0,12.7647885115089,7.45303696478619,11.524202067251,15.5389571126917
2010,SSF,75.3619384765625,69.9902877807617,68.1169967651367,59.4325408935547,8.0,3.0,21.1257591247559,21.0689296722412,52.4320907592773,45.6536102294922,51.0012397766113,67.4975891113281,6.0,139954384.0,96.7698135375977,100.635536193848,11.2585897445679,55.620189666748,68.1147689819336,70.7631225585938,3365267.0,36.2653503417969,43.4070281982422,39.852710723877,6.0,46484944.0,39.0319709777832,19.9071998596191,66.7300491333008,71.3828506469727,64.6741409301758,66.9727630615234,59.1577987670898,58.4109001159668,51.4640884399414,53.4720916748047,61.5905494689941,1970794.0,633162.1875,7.65783977508545,8.98087978363037,19.9171905517578,17.391508102417,3.16229999065399,332090.0,165140.0,220829.0,257075.0,12.8,7.5,11.5,15.6
2010,TSS,75.3619384765625,69.9902877807617,68.1169967651367,59.4325408935547,8.0,3.0,21.1257591247559,21.0689296722412,52.4320907592773,45.6536102294922,51.0012397766113,67.4975891113281,6.0,139954384.0,96.7698135375977,100.635536193848,11.2585897445679,55.620189666748,68.1147689819336,70.7631225585938,3365267.0,36.2653503417969,43.4070281982422,39.852710723877,6.0,46484944.0,39.0319709777832,19.9071998596191,66.7300491333008,71.3828506469727,64.6741409301758,66.9727630615234,59.1577987670898,58.4109001159668,51.4640884399414,53.4720916748047,61.5905494689941,1970794.0,633162.1875,7.65783977508545,8.98087978363037,19.9171905517578,17.391508102417,3.16229999065399,332090.0,165140.0,220829.0,257075.0,12.7642080100478,7.4526702049733,11.5235862530424,15.5378496135549
2011,AFW,70.8697891235352,63.7593803405762,61.8234786987305,52.0264892578125,9.0,3.0,29.0754203796387,29.1136093139648,38.0343589782715,31.5465393066406,36.2734603881836,65.8963088989258,6.0,53312656.0,89.9065933227539,94.0011825561523,17.5608196258545,64.0852890014648,59.2743301391602,61.3326187133789,1439276.125,35.4559097290039,43.3741683959961,39.4630317687988,7.0,21087272.0,40.8010292053223,25.0139598846436,43.3639907836914,61.1642303466797,54.502140045166,56.7192497253418,46.1549301147461,22.6100292205811,36.8205795288086,32.2222099304199,45.2381591796875,1130918.0,371483.78125,8.46137046813965,10.4979496002197,20.0007095336914,15.8857798576355,2.6782546043396,161446.0,76681.0,81851.0,92162.0,14.7315609489201,8.39026808954156,10.4591062983356,13.6736138469612
2011,HPC,73.6127014160156,68.6678085327148,66.1520309448242,57.1646308898926,8.5,3.0,17.5425395965576,17.4657897949219,49.4839096069336,35.1055183410645,47.2318115234375,65.0622024536133,6.0,107344184.0,98.7626724243164,102.77409362793,11.432430267334,54.8078117370605,66.8440933227539,69.2008590698242,2556635.5,31.2367401123047,39.7850189208984,35.5290184020996,6.0,33727948.0,37.2314987182617,19.8127708435059,57.8959884643555,63.8743286132812,60.9660186767578,61.7966613769531,51.786449432373,42.4885711669922,39.736198425293,40.2018585205078,53.2498817443848,1453037.25,348047.1875,7.42623996734619,8.99995040893555,20.8966102600098,16.965253829956,3.08540308475494,242503.0,126991.0,171828.0,178530.0,12.3623419189055,7.5443255005278,11.9413707767394,14.8038225650076
2011,IDA,77.7836685180664,73.3758087158203,69.2731399536133,60.994140625,8.5,3.0,28.604679107666,29.1484203338623,68.2242202758789,61.453441619873,66.8922424316406,69.0610809326172,6.0,204362240.0,96.4327392578125,99.7220764160156,16.7261199951172,61.3593482971191,70.0061187744141,71.9216766357422,5335553.0,41.7898712158203,46.9153213500977,44.3847312927246,6.0,89435208.0,43.1618309020996,28.1356506347656,68.5122375488281,78.5188827514648,70.8705215454102,74.139778137207,58.3800811767578,49.967601776123,42.9048309326172,45.256290435791,62.3191413879395,4027719.75,1565849.0,9.21835041046143,10.6189298629761,28.0695705413818,15.3433799743652,3.08540308475494,398957.0,216005.0,281391.0,310212.0,9.94766398677443,6.05037514242709,8.88600507340721,11.2487277848951
2011,IDX,76.4479293823242,72.7236328125,68.1060333251953,60.3880386352539,8.0,3.0,18.3056106567383,18.3391494750977,59.685359954834,62.1085510253906,60.2701187133789,69.6975784301758,6.0,144524992.0,101.361167907715,104.36344909668,13.956259727478,58.7246017456055,68.7934494018555,71.1976776123047,3676170.0,40.5827903747559,45.2784309387207,42.9499816894531,6.0,58716132.0,43.3916282653809,30.8870906829834,67.1481475830078,75.5717468261719,65.9738082885742,69.2848205566406,56.648078918457,50.7761993408203,43.5234718322754,45.5257301330566,59.9871788024902,2464275.5,783658.1875,9.62956047058105,11.2430200576782,25.4910202026367,16.0686750411987,3.08540308475494,269880.0,147757.0,204072.0,215007.0,10.1074688351159,6.20336450033195,9.72090991158984,11.8483631360918
2011,LDC,75.0903930664062,71.0104370117188,66.0741577148438,57.616268157959,8.0,3.0,17.3001804351807,17.1697998046875,62.1727485656738,63.3708305358887,62.5374794006348,67.1111907958984,6.0,135449024.0,102.680686950684,106.490783691406,13.8535804748535,55.2105903625488,68.126823425293,70.0567169189453,3302773.0,37.1733818054199,42.1464996337891,39.6784782409668,6.0,47927220.0,39.5864486694336,34.8699684143066,68.3647994995117,74.7140808105469,65.328010559082,68.1632385253906,55.8222007751465,51.7307014465332,43.5821418762207,45.0114593505859,58.9808311462402,1872062.5,471446.53125,8.54623031616211,10.3927402496338,22.3202991485596,15.0456495285034,3.09318614006042,264177.0,141906.0,196691.0,206166.0,10.7860726330628,6.53672121857333,10.3762246685898,12.7319855462373
2011,PRE,73.6226425170898,67.7009124755859,66.505256652832,56.961669921875,8.0,3.0,22.7195796966553,22.5050506591797,54.8613815307617,43.2285690307617,52.2134094238281,66.8515777587891,6.0,124459952.0,97.4143218994141,102.55037689209,11.144700050354,59.8547515869141,67.3732299804688,69.0805969238281,3227231.0,34.3637199401855,43.3857688903809,38.8964881896973,6.0,39962284.0,38.2819213867188,20.21875,52.3351211547852,63.9647789001465,61.3657608032227,62.3009300231934,49.3488616943359,36.1816215515137,37.1084098815918,36.8379096984863,50.3279609680176,1992983.0,653433.75,7.35188007354736,9.14083003997803,22.224100112915,14.9235348701477,3.07750010490417,306963.0,152266.0,191864.0,211017.0,13.2472806295738,7.79881636091368,11.5679562215309,15.0736341778622
2011,SLV,96.0,97.0,88.0,85.0,9.0,7.0,62.470588684082,61.6482009887695,94.6932373046875,73.3063735961914,92.4232711791992,98.53662109375,6.0,900681.0,109.942649841309,111.538673400879,10.1059103012085,83.9148406982422,92.9757537841797,95.5746994018555,30755.0,79.4501190185547,76.2577896118164,77.8173828125,6.0,597823.0,69.2876663208008,16.3247299194336,93.5018920898438,94.624267578125,90.7433624267578,92.888298034668,89.1651611328125,91.1820297241211,86.6873779296875,88.8634490966797,91.4562606811523,24556.0,12973.0,27.1980304718018,25.3364391326904,35.8734283447266,12.5342102050781,3.89854001998901,145.0,271.0,945.0,1007.0,1.2,1.9,6.7,8.8
2011,SSA,76.5470581054688,71.8260803222656,69.2487106323242,60.9123802185059,8.0,3.0,22.9719104766846,22.7898197174072,49.8058395385742,40.2889289855957,47.7033996582031,67.3141708374023,6.0,145739680.0,98.0539703369141,102.064559936523,12.438380241394,57.5642890930176,65.5301895141602,67.9701309204102,3571981.0,37.3682899475098,44.2375793457031,40.8184814453125,6.0,49104412.0,40.2348518371582,20.309700012207,59.0794982910156,64.662727355957,61.8802604675293,62.844310760498,52.9394187927246,51.1436309814453,42.3444290161133,45.0415306091309,54.9581108093262,2273988.0,747627.0625,8.01115036010742,9.47916030883789,23.6788005828857,17.0267181396484,3.24000000953674,346235.0,174925.0,226139.0,257620.0,12.9202108532854,7.67695560712258,11.4900288072467,15.2151951616733
2011,SSF,76.5491561889648,71.828483581543,69.2524566650391,60.9171409606934,8.0,3.0,22.9752597808838,22.7932796478271,49.8160095214844,40.2889289855957,47.7120208740234,67.3168334960938,6.0,145748368.0,98.0546798706055,102.065048217773,12.438159942627,57.5661315917969,65.530891418457,67.9735794067383,3572637.0,37.3729095458984,44.242000579834,40.8230094909668,6.0,49111524.0,40.2375297546387,20.3079204559326,59.091480255127,64.6623382568359,61.8806495666504,62.8445816040039,52.944408416748,51.1736183166504,42.3539886474609,45.0580787658691,54.9658203125,2274591.0,747979.0625,8.01076030731201,9.4785099029541,23.6823596954346,17.0267181396484,3.24000000953674,346237.0,174927.0,226145.0,257626.0,13.0,7.7,11.5,15.2
2011,TSS,76.5491561889648,71.828483581543,69.2524566650391,60.9171409606934,8.0,3.0,22.9752597808838,22.7932796478271,49.8160095214844,40.2889289855957,47.7120208740234,67.3168334960938,6.0,145748368.0,98.0546798706055,102.065048217773,12.438159942627,57.5661315917969,65.530891418457,67.9735794067383,3572637.0,37.3729095458984,44.242000579834,40.8230094909668,6.0,49111524.0,40.2375297546387,20.3079204559326,59.091480255127,64.6623382568359,61.8806495666504,62.8445816040039,52.944408416748,51.1736183166504,42.3539886474609,45.0580787658691,54.9658203125,2274591.0,747979.0625,8.01076030731201,9.4785099029541,23.6823596954346,17.0267181396484,3.24000000953674,346237.0,174927.0,226145.0,257626.0,12.9196558184475,7.6766048170935,11.4894482790327,15.214177307555
2012,AFW,71.6227493286133,64.4192276000977,62.3775596618652,52.5731086730957,9.0,3.0,33.9089508056641,33.9465599060059,35.985179901123,27.2325592041016,33.5460586547852,66.4948806762695,6.0,55914780.0,91.4048690795898,94.4092712402344,17.2341995239258,63.4766998291016,68.0000228881836,70.1648330688477,1354212.125,36.2755393981934,43.7750205993652,40.0717391967773,7.0,22463170.0,42.2815017700195,22.9483299255371,60.5448913574219,69.3482208251953,56.8932685852051,60.8387107849121,55.1443290710449,46.9154891967773,52.7714996337891,51.0796089172363,56.7927207946777,1035997.375,316213.09375,8.84718990325928,10.9361600875854,20.9858798980713,14.5397996902466,2.8104145526886,161436.0,77386.0,82219.0,92174.0,14.2851675247255,8.20053729898982,10.2565038001303,13.3674923090182
2012,HPC,75.1389999389648,70.3895874023438,67.2826919555664,58.5303497314453,8.5,3.0,19.7891807556152,19.8519992828369,47.2821083068848,32.1039085388184,44.9487800598145,65.2197418212891,6.0,111630856.0,99.8909606933594,103.699310302734,11.79185962677,52.8592414855957,67.1341018676758,69.2667007446289,2726921.25,32.3336791992188,40.2402114868164,36.3035316467285,6.0,35766168.0,38.4252281188965,19.8345108032227,57.62548828125,61.8793411254883,58.4220314025879,59.4083709716797,51.6651916503906,48.4657516479492,42.8250617980957,43.9260902404785,53.1484985351562,1560149.875,388264.84375,7.83987998962402,9.38029956817627,21.2166194915771,16.3870573043823,3.28166997432708,220547.0,116764.0,170372.0,175865.0,10.9957420233062,6.77476578390315,11.499786557954,14.1818094252468
2012,IDA,78.537483215332,74.1619491577148,69.3535308837891,61.0300102233887,8.5,3.0,30.9350299835205,31.5238800048828,67.4907684326172,58.229419708252,65.556396484375,69.8920364379883,6.0,210216240.0,97.156852722168,100.017196655273,16.6090602874756,59.4342613220215,72.386360168457,73.8792572021484,5400704.5,43.1153907775879,47.9357299804688,45.5565185546875,6.0,93648048.0,44.3434600830078,27.7737903594971,73.8579483032227,77.5222091674805,70.198356628418,73.3437728881836,61.7227783203125,66.6085510253906,50.8942985534668,56.0345497131348,66.4389877319336,4072788.5,1582847.25,9.6640100479126,11.024920463562,28.2659397125244,15.1762199401855,3.37651991844177,376429.0,206275.0,282343.0,312953.0,9.21666407696264,5.66695927336897,8.74610724834963,11.12880202448
2012,IDX,76.8965606689453,73.32958984375,67.3578872680664,59.8136100769043,8.0,3.0,20.4868507385254,20.5888004302979,59.2654991149902,63.8108215332031,60.3785209655762,70.3554763793945,6.0,148415264.0,101.963676452637,104.814033508301,13.7680902481079,55.9070892333984,68.6945190429688,70.8039703369141,3874367.5,42.023998260498,46.3329696655273,44.1969985961914,6.0,61611084.0,44.6201591491699,31.049840927124,67.9155120849609,75.0399169921875,64.8196868896484,68.3506164550781,56.5378189086914,54.6357498168945,45.3693199157715,47.9301109313965,60.1528587341309,2575517.25,818321.875,10.0173797607422,11.5858898162842,25.8152294158936,15.1776347160339,3.28166997432708,247160.0,137358.0,205047.0,218167.0,9.11923064042452,5.6577887668382,9.56016660434442,11.7755197507163
2012,LDC,75.6149597167969,71.7219009399414,65.2334594726562,56.9710998535156,8.0,3.0,19.5311393737793,19.5325698852539,59.2901306152344,64.1968002319336,60.7796592712402,67.878059387207,6.0,139111504.0,103.202041625977,106.730888366699,13.7065200805664,53.7313690185547,68.0258636474609,69.7754211425781,3481380.75,38.8967208862305,43.5084114074707,41.2196502685547,6.0,50822200.0,41.0761985778809,34.7737693786621,70.0254592895508,74.7930221557617,63.7508392333984,67.0688095092773,55.4956588745117,58.6240081787109,45.2419891357422,47.682991027832,59.1618614196777,1969994.625,497075.3125,8.81009006500244,10.5732097625732,22.4523792266846,14.1259632110596,2.98175466060638,239247.0,130525.0,195066.0,203386.0,9.60884002866625,5.88633827992846,10.0384174826002,12.2594106443714
2012,PRE,75.0558013916016,69.2185974121094,67.7153930664062,58.2878608703613,8.0,3.0,24.8248291015625,24.7257194519043,51.9553108215332,37.9982604980469,48.7280082702637,67.2300567626953,6.0,129794384.0,98.5057678222656,102.915893554688,11.4309101104736,57.8052406311035,71.4600601196289,72.8929290771484,3245743.75,35.5890197753906,44.211498260498,39.9218711853027,6.0,42392988.0,39.4501113891602,19.1048107147217,62.6092414855957,67.4531021118164,62.0437393188477,63.949089050293,54.3414993286133,54.772518157959,45.7104110717773,48.1896896362305,56.9655303955078,1917032.625,608431.0,7.76316022872925,9.52958965301514,22.6230392456055,14.5397996902466,2.8104145526886,288147.0,143691.0,191314.0,208929.0,12.103511265281,7.14980824826692,11.1908570476322,14.5137250706924
2012,SSA,77.7869567871094,73.211799621582,70.3632583618164,62.1414184570312,8.0,3.0,26.2625694274902,26.2192802429199,46.4386711120605,34.8249397277832,43.8184585571289,67.3827285766602,6.0,150962784.0,98.7621612548828,102.091270446777,12.6066598892212,55.940559387207,69.2246704101562,71.3505630493164,3586571.25,38.2373809814453,44.5588912963867,41.4117088317871,6.0,51904288.0,41.4896697998047,19.3375396728516,68.577278137207,67.6216125488281,62.1550712585449,64.0043869018555,57.1863899230957,70.1066436767578,50.8175811767578,56.4216003417969,60.8107299804688,2211150.75,703541.4375,8.35332012176514,9.75815963745117,23.8971290588379,16.9253826141357,3.41820001602173,324359.0,165219.0,223359.0,251543.0,11.7932657409341,7.06462234869065,11.0597711910687,14.5153249780545
2012,SSF,77.7889175415039,73.2140579223633,70.3668670654297,62.1460113525391,8.0,3.0,26.2657909393311,26.2223796844482,46.4430809020996,34.8324699401855,43.8243408203125,67.3849411010742,6.0,150971488.0,98.7628936767578,102.091842651367,12.6065101623535,55.942440032959,69.224853515625,71.3515472412109,3587264.25,38.2416191101074,44.5624198913574,41.4155807495117,6.0,51912068.0,41.4928398132324,19.3357601165771,68.5822525024414,67.6193008422852,62.1550407409668,64.0038833618164,57.1903305053711,70.1228332519531,50.8262786865234,56.4347114562988,60.8158912658691,2211755.75,703907.4375,8.35282039642334,9.75745010375977,23.9023494720459,16.9253826141357,3.41820001602173,324361.0,165221.0,223365.0,251549.0,11.8,7.1,11.1,14.5
2012,TSS,77.7889175415039,73.2140579223633,70.3668670654297,62.1460113525391,8.0,3.0,26.2657909393311,26.2223796844482,46.4430809020996,34.8324699401855,43.8243408203125,67.3849411010742,6.0,150971488.0,98.7628936767578,102.091842651367,12.6065101623535,55.942440032959,69.224853515625,71.3515472412109,3587264.25,38.2416191101074,44.5624198913574,41.4155807495117,6.0,51912068.0,41.4928398132324,19.3357601165771,68.5822525024414,67.6193008422852,62.1550407409668,64.0038833618164,57.1903305053711,70.1228332519531,50.8262786865234,56.4347114562988,60.8158912658691,2211755.75,703907.4375,8.35282039642334,9.75745010375977,23.9023494720459,16.9253826141357,3.41820001602173,324361.0,165221.0,223365.0,251549.0,11.7927799050917,7.06431214848289,11.0592403315641,14.5143794905526
2013,AFW,72.6528091430664,65.3868408203125,63.187198638916,53.4217491149902,9.0,3.0,38.7616310119629,38.766658782959,32.6981811523438,23.4976291656494,30.1199207305908,66.9059600830078,6.0,58310760.0,92.6542587280273,95.5440063476562,17.4768199920654,63.854419708252,59.1026382446289,58.6784782409668,1674552.75,36.843090057373,44.1654815673828,40.5506896972656,7.0,25593092.0,47.2872581481934,22.9951705932617,55.1943397521973,56.3208885192871,51.214771270752,52.9502487182617,49.996768951416,53.1465301513672,48.4647483825684,49.6945915222168,51.5965003967285,1290419.125,397169.09375,9.40435981750488,11.5660200119019,21.5402507781982,14.96360206604,2.85070991516113,162549.0,78660.0,83226.0,93248.0,13.9751951046715,8.10628839064894,10.1357910777885,13.1820405041122
2013,IDA,80.0025329589844,75.7071228027344,70.4024963378906,62.1590881347656,9.0,3.0,33.1581687927246,33.578971862793,65.4904937744141,57.1048393249512,63.716438293457,69.5134506225586,6.0,213859888.0,96.7377700805664,99.4651107788086,16.3238201141357,61.0769081115723,70.0176315307617,70.9560699462891,5822094.0,43.9991416931152,48.6259613037109,46.343189239502,6.0,98659048.0,45.8437614440918,28.5545406341553,73.6955413818359,72.9702224731445,66.5556030273438,69.3191680908203,60.3322982788086,75.2206115722656,52.4922904968262,59.5837211608887,65.4601211547852,4456790.5,1710186.875,10.0281295776367,11.3787498474121,28.8326892852783,15.4976797103882,3.30608010292053,369506.0,204747.0,283571.0,311555.0,8.87730423762524,5.50839873055676,8.62334258914165,10.8644637458063
2013,IDX,79.222297668457,75.726448059082,69.067497253418,61.5701904296875,8.0,3.0,21.578800201416,21.4058609008789,58.8197402954102,65.1409378051758,60.3645401000977,69.6320495605469,6.0,150410144.0,101.115013122559,103.763572692871,13.6801595687866,55.5616493225098,69.4133834838867,71.5035095214844,3984745.5,43.0165100097656,46.9574508666992,45.0056610107422,6.0,63775428.0,45.3016204833984,32.4054412841797,70.5431900024414,74.3195495605469,63.8497886657715,67.4303817749023,57.5248107910156,63.2455215454102,49.1416816711426,52.8480606079102,61.5620803833008,2675652.25,829774.5,10.380539894104,11.9494304656982,26.3533897399902,16.1652793884277,3.25923001766205,239860.0,135164.0,206594.0,217397.0,8.70249956754621,5.45654709918046,9.44534953079716,11.4906103755121
2013,LDC,78.2137908935547,74.4147109985352,67.1839599609375,58.9826889038086,8.0,3.0,20.668420791626,20.4179592132568,57.9868392944336,65.5338516235352,60.2527008056641,68.2310409545898,6.0,142135984.0,103.036552429199,106.234199523926,13.59255027771,53.1252403259277,69.1199264526367,70.1537475585938,3625145.5,40.4816513061523,44.6322288513184,42.5734596252441,6.0,54023888.0,42.5727882385254,35.5872688293457,69.7808532714844,74.1309509277344,63.0114212036133,66.3674697875977,55.4971313476562,59.2431411743164,46.0783004760742,48.4847602844238,59.1190986633301,2111066.25,535309.875,9.06795978546143,10.7859897613525,22.5952091217041,15.2023057937622,3.21824812889099,231380.0,128167.0,196794.0,203456.0,9.12900883440925,5.651105553728,9.88265492701997,11.9319749630778
2013,PRE,76.0162887573242,70.3035278320312,68.5381393432617,59.2098007202148,8.5,3.0,27.3776092529297,27.0498600006104,47.663818359375,37.3210487365723,45.1935501098633,67.1893997192383,6.0,134156232.0,98.7535171508789,102.766181945801,11.9150800704956,57.1506805419922,68.2020263671875,67.939338684082,3674257.0,36.442928314209,44.6239585876465,40.5562896728516,6.0,46768020.0,42.2226104736328,19.4537601470947,58.2084884643555,59.4894409179688,57.5199203491211,58.2342910766602,50.2862396240234,55.8662300109863,42.1209182739258,45.6946716308594,52.8075904846191,2270443.5,722595.625,8.14196968078613,9.96115016937256,22.8388690948486,14.96360206604,3.22970008850098,285907.0,144000.0,194179.0,210944.0,11.6701574854621,6.95111825786483,11.0300802498683,14.2120727087799
2013,SSA,78.5616912841797,74.1324005126953,71.1076736450195,62.9919586181641,8.0,3.0,28.8193798065186,28.5999393463135,43.5916404724121,35.0339813232422,41.6304817199707,67.2529983520508,6.0,155591472.0,98.7932205200195,101.734733581543,12.6051902770996,55.6089897155762,66.0667495727539,66.6270980834961,4036638.25,39.0655097961426,44.8808898925781,41.988338470459,6.0,56490088.0,44.0056991577148,19.5393295288086,64.4761428833008,60.5496406555176,58.1877403259277,59.0076713562012,53.4143905639648,71.1699371337891,47.4895782470703,54.0987815856934,56.936939239502,2571455.75,818863.4375,8.71187973022461,10.1247100830078,24.0894298553467,16.1913795471191,3.56775999069214,318767.0,164292.0,224276.0,250332.0,11.2876206926998,6.82991782361261,10.8352761772171,14.0640606238779
2013,SSF,78.5635299682617,74.134521484375,71.1111679077148,62.996410369873,8.0,3.0,28.8222808837891,28.6027507781982,43.5981216430664,35.0339813232422,41.636058807373,67.2551498413086,6.0,155600144.0,98.7939300537109,101.735282897949,12.6050701141357,55.6108589172363,66.0664215087891,66.6275634765625,4037299.25,39.0696907043457,44.8849716186523,41.9924812316895,6.0,56497444.0,44.0084686279297,19.5379905700684,64.4854125976562,60.5494689941406,58.1880493164062,59.0079193115234,53.4183616638184,71.1938705444336,47.4976806640625,54.1135597229004,56.9433212280273,2572050.75,819223.4375,8.7114896774292,10.124059677124,24.0922794342041,16.1913795471191,3.56775999069214,318769.0,164294.0,224282.0,250338.0,11.3,6.8,10.9,14.1
2013,TSS,78.5635299682617,74.134521484375,71.1111679077148,62.996410369873,8.0,3.0,28.8222808837891,28.6027507781982,43.5981216430664,35.0339813232422,41.636058807373,67.2551498413086,6.0,155600144.0,98.7939300537109,101.735282897949,12.6050701141357,55.6108589172363,66.0664215087891,66.6275634765625,4037299.25,39.0696907043457,44.8849716186523,41.9924812316895,6.0,56497444.0,44.0084686279297,19.5379905700684,64.4854125976562,60.5494689941406,58.1880493164062,59.0079193115234,53.4183616638184,71.1938705444336,47.4976806640625,54.1135597229004,56.9433212280273,2572050.75,819223.4375,8.7114896774292,10.124059677124,24.0922794342041,16.1913795471191,3.56775999069214,318769.0,164294.0,224282.0,250338.0,11.2871677241299,6.82962778298333,10.8347834318556,14.0631523851449
