year,country,Access to electricity (% of population),Electricity production from coal sources (% of total),Electricity production from oil sources (% of total),GDP per unit of energy use (PPP $ per kg of oil equivalent),GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent),Alternative and nuclear energy (% of total energy use),Combustible renewables and waste (% of total energy),Energy use (kg of oil equivalent per capita),Adjusted savings: mineral depletion (% of GNI),Adjusted savings: energy depletion (% of GNI),Adjusted savings: natural resources depletion (% of GNI),Mineral rents (% of GDP),Oil rents (% of GDP),Total natural resources rents (% of GDP)
1990,ITA,100.0,16.5106186518929,47.4233610341644,7.22419036346582,16.5075234700218,3.89,0.641981778766188,2584.07898755354,0.0011254533878194,0.0478981878675437,0.0490236412553631,0.0024691571171998,0.0444156422831305,0.0799152789503537
1990,JAM,70.334586,0.0,95.3213995117982,4.40570226928625,7.95575275916651,0.29,11.6512923554662,1098.84826912252,0.907081779353666,0.0,1.0522151750473,6.01425055416285,0.0,6.33539612272519
1990,JOR,96.8,0.0,87.7680043980209,4.77594890842167,8.39639503950298,1.8,0.0649279591464526,903.937959777405,0.0,0.113161145828358,0.159039383249603,0.0,0.0698817164768138,0.202404188553642
1990,JPN,100.0,14.3238621158575,28.6596690146588,5.62756131992843,9.97060940932488,14.43,0.96627090943839,3538.39176035754,0.0013134565370185,0.0043952334964962,0.0057086900335147,0.002931685366234,0.002799224373737,0.0368696636805661
1990,KOR,99.8828430175781,19.5946255369426,17.2710037276865,4.00155470781678,6.62827855869803,16.02,0.816263253504561,2088.02162760717,0.0095360525593872,0.0061430386827671,0.0156790912421544,0.0237628409725644,0.0,0.0702411163381042
1990,KWT,100.0,0.0,55.4310764734535,5.73494015800461,7.22150296188161,0.0,0.0650128043511009,5364.14785725884,0.0,2.33157188764779,2.33259502731551,0.0,38.8702984792295,39.5229351611011
1990,LUX,100.0,34.640522875817,0.65359477124183,3.37257874773255,9.12987514441174,0.18,0.672422907488986,8874.23375252759,0.0,0.0,0.0363077092909636,0.0,0.0,0.0362067565268409
1990,MUS,99.0415649414063,6.15384615384615,62.6923076923077,7.95647868533479,14.2212743974865,1.1,43.4484983155329,629.432901957499,0.0,0.0,0.0338794883746406,0.0,0.0,0.0344979596586205
1990,NAC,100.0,48.1430847143299,3.97485458738698,3.06834465958726,5.73725307696707,11.3875342112406,3.47211522337967,7666.42916549412,0.0658809452935405,0.738267133614191,0.804148078907732,0.0933684851093656,0.774318506943905,1.37021511844266
1990,NGA,27.3,0.0965609448117062,13.6670875733492,7.0148686099783,12.6988775910459,1.35,49.8348115602823,287.479974154751,0.0,14.785958203354,14.785958203354,0.0,21.9637183323591,25.074565468693
1990,NLD,100.0,38.2100377945754,4.25744775455758,4.27523454588033,9.60820530739509,1.4,1.43717983485404,4488.69599340726,0.0,0.331551862840828,0.331551862840828,0.0,0.123024890879415,0.471040288121921
1990,NOR,100.0,0.0672969601470685,0.0049241678156391,3.71422757709814,11.4972685018859,49.44,4.90199524062719,4966.99576478242,0.0154407352622758,6.00991368028386,6.02535441554614,0.0278053482495658,7.38778559694277,7.95301055100865
1990,NZL,100.0,2.03286931992396,0.0275955111301895,3.82137505477089,7.88488423400785,27.24,6.64186986100639,3891.65022806096,0.0161220611258757,0.753710812534084,0.76983287365996,0.0913431388575294,0.603822307255642,2.2066602646069
1990,OED,99.5478013270206,39.9547007019849,9.03670862807657,4.04082405440966,8.01671384053114,12.8822164367405,3.48889015503199,4126.72688078734,0.0505768855947638,0.478125433825917,0.539038678261868,0.0934017789451505,0.519515076218379,0.895850028015302
1990,OMN,100.0,0.0,18.3736947345034,11.254558910706,14.7256137998923,0.0,0.0,2390.49814598332,0.0885122046714543,38.0095855184619,38.0997421838227,0.154809546641489,49.6173962343468,50.4824718338721
1990,PAN,70.19,0.0,14.7313040210447,8.53158482520975,18.8285804362392,12.87,27.7020259135998,602.060012202764,0.0,0.0,0.0,0.0,0.0,0.270038517781232
1990,POL,100.0,96.136775461995,1.1517779196103,2.28440854040908,4.73863919070669,0.12,2.1621525215423,2705.72692194049,0.339996714675205,0.326871182128157,0.666867896803362,0.79693389813299,0.0167916861938739,3.39655197453992
1990,PRT,100.0,31.9427388512684,32.9777902529736,7.00341266528647,16.1763458144636,4.77,14.7599317364366,1680.88286201382,0.0595422820298737,3.95753156374661e-06,0.30424650785126,0.107605594947688,0.0,0.353535880722632
1990,PST,99.994396586414,39.4592859266279,9.25779747653068,3.81462151951442,7.69796371190162,13.0235025010959,3.05988704326586,4741.17174041646,0.0359397396356749,0.413297745392208,0.459183060710177,0.0655925380161923,0.41912626831243,0.763138896657558
1990,QAT,100.0,0.0,0.0,3.74974575215009,4.82265690298257,0.0,0.0859068842486986,14843.3629157144,0.0,33.9830493031687,33.9834962302364,0.0,48.6558768141096,51.1563710851958
1990,ROU,100.0,28.7704675861855,18.3846739958637,1.97529321911458,6.10774225962404,1.58,0.970787362037944,2671.36962946956,0.0857677304732538,2.51623286815024,2.60200059862349,0.191097642674988,2.29357782835182,4.64557648417955
1990,SAU,100.0,0.0,49.0131198705352,8.48494495304473,11.0243351829498,0.0,0.0210806726875593,5451.71882279534,0.0017361092046616,10.6392777456481,10.6422485781185,0.0093881588027332,46.4263034955234,47.2009452516739
1990,SGP,100.0,0.0,98.9181621484027,6.2957802902663,11.9942882724739,0.0,0.608385189053209,3782.71772957552,0.0,0.0,0.0009297185709249,0.0,0.0,0.000920371570597
1990,SWE,100.0,1.08453799636895,0.887969750331026,3.69624160707742,7.29124925117289,50.86,11.6691844238132,5514.19827733048,0.0591669644156435,0.0001009897721496,0.0592679541877932,0.115857441713048,0.0001132140922169,0.454474775423161
1990,USA,100.0,52.8067144283219,4.05916073995665,3.11477303552395,5.78640146114167,10.3,3.25243849142954,7669.4512686363,0.0301343509116553,0.731376410136374,0.761510761048029,0.047814587835792,0.703237008212799,1.23250818918509
1990,ZMB,13.9,0.486709097716211,0.287033570448022,2.17843540539769,3.47191402168199,12.57,74.4873804912541,698.494050151899,9.13198850063219,0.0215292686549539,14.7995637359424,15.6008574368536,0.0,20.9818246533379
1991,ALB,100.0,0.0,7.85751702462022,3.33291038154921,6.74381914497264,16.17,19.4018228701269,572.755207711702,0.843753850065552,2.31002855574138,6.8156132763055,2.32270804708197,3.61748146583453,9.88575364344613
1991,ARG,92.4921875,2.19070251002525,14.425219070251,5.74640950284151,13.2061735064436,8.16,3.70964126956456,1385.38307033103,0.0077112178958398,0.845188651484706,0.852899869380546,0.0128675157839919,0.893993392718008,1.11216953670952
1991,AUS,100.0,80.2063538624393,2.16556772819447,3.62144624295798,7.23038840269365,1.69,4.62243631327427,4925.05735551339,0.458528307513934,0.667949181507863,1.3190393579813,1.26860233331083,0.645649685055411,2.64782212263593
1991,AUT,100.0,15.1234388050424,4.33152691179613,6.00853747352882,12.9867889233522,10.29,10.3293920746795,3415.50428957491,0.0011060553850471,0.0424541475007946,0.0759422294267467,0.0041554417041979,0.0396873742577725,0.163916371764872
1991,BEL,100.0,26.744606316726,2.53836743772242,3.91565300841151,8.44880496218788,22.36,1.57084803840858,5002.44922314732,0.0,0.0001030646500936,0.0279985163957941,0.0,0.0,0.029392012155203
1991,BGD,14.29,0.0,1.76541717049577,8.93766523685351,19.022802187185,0.57,54.7037910414298,110.466567421503,0.0,0.0425133077624453,0.465891079980835,0.0,0.0113715162813764,0.628027177658942
1991,BGR,100.0,51.3924918016739,3.30869756742205,2.78105945650839,5.33166173866684,16.21,0.629409198122015,2593.62279780229,0.223778645405754,0.163620627281202,0.387399272686956,0.376599846732091,0.0292033619087007,1.38922350558753
1991,BHR,99.9673919677734,0.0,0.0,2.96645181842554,4.46448099293899,0.0,0.0,10671.794495852,0.0,20.418650733919,20.4198135548971,0.0,20.4853120745387,23.6193077854387
1991,BRA,90.6065444946289,2.42557930172329,2.17427477952188,7.27965202552045,13.3012248366475,13.36,33.0098286392526,943.263545697103,0.259914563817715,0.456080747610916,0.715995311428631,0.668690322705163,0.635770130186733,2.32109734238196
1991,BRN,100.0,0.0,0.945626477541371,9.7616628546312,15.893589526839,0.0,0.0770368921116669,7438.26203761683,0.0,15.8377900198566,15.9369506128574,0.0,17.8487047904996,24.5444897748744
1991,BWA,10.1,96.4705882352941,3.52941176470588,6.98792711660189,11.8960141264284,0.04,36.4341532894485,924.832809645353,1.50506291657292,0.228877309370978,2.16955617523366,2.2804589414101,0.0,3.070979269326
1991,CAN,100.0,17.3816277461734,2.77662098877958,2.6868411902564,5.19384478059679,23.28,5.2730568920254,7527.31028705705,0.351423022267905,0.597569958326295,0.9489929805942,0.469744784784788,1.00432007393102,2.10518930781771
1991,CHL,94.781623840332,21.2915184609989,6.7531686789239,4.61236832334475,11.1887648742582,7.88,24.0815550750178,1048.54685125944,2.76911711187867,0.0942684852118228,2.86338559709049,4.75579550316189,0.15702683344808,5.94722567017809
1991,CMR,29.0,0.0,1.43911439114391,4.55225902006717,9.79011858485685,4.57,78.0474949071898,431.11357000305,5.96843143813867e-05,4.41162439720285,7.73413817341354,0.0002745088306247,4.65315901033898,7.76889322336422
1991,COL,91.8366546630859,10.2811570694782,1.09759394430927,7.08876039680287,13.4184670038368,9.67,21.8194851427603,744.950809773919,0.188083601480323,2.74180397203241,2.92988757351273,0.434369845203408,3.02073717145768,4.19951137793811
1991,CYP,100.0,0.0,100.0,5.76482746429201,11.5666452288371,0.0,0.394811054709532,1749.13818312402,0.0012590778000446,0.0,0.0048468012484209,0.0022546392494996,0.0,0.0187457227477713
1991,DEU,100.0,58.7286938925272,2.7314809667293,4.89357277009365,10.2748276821764,11.53,1.39067752573192,4303.21110441046,0.0002590701410054,0.0734778772637173,0.0737369474047227,0.0004420156123308,0.0098174380632187,0.130095413089166
1991,DNK,100.0,91.5173074291969,3.14680530852374,5.10084866602766,12.4125246963432,0.36,6.41901279163234,3735.64154144855,0.0,0.25461832401324,0.25461832401324,0.0,0.272818388965526,0.325339494910881
1991,DOM,78.2,12.5032092426187,73.8382541720154,6.74462353731929,12.9980600084626,1.08,22.7055051343068,554.104191409934,0.295184963110298,0.0,0.331515904486334,1.33886482367976,0.0,1.40795463511044
1991,ECS,100.0,31.6549602437003,9.88876380436196,3.27990711140768,7.5296729736346,10.7551755920922,2.39919383772262,3712.69507970852,0.0052521134796902,0.345378224365557,0.186607208284438,0.0128033773861457,0.426292735614047,0.704499445387503
1991,EMU,100.0,32.2890177180293,10.3690569821151,5.06805294742165,10.9150324724033,16.6641567187982,3.34659035742889,3531.03178653913,0.0031395931761961,0.0463116839211186,0.0663535825512354,0.0076515294526574,0.0152762722960977,0.114041827130177
1991,ESP,100.0,38.3277385896111,6.51857176783204,6.0259707340312,13.5514567384253,18.03,4.09384241873413,2398.21804948706,0.0056783362503305,0.0129729120244927,0.0186512482748232,0.0118360151349974,0.0101230266230823,0.0740234634169925
1991,EUU,100.0,36.2825752623594,8.76983616410014,4.5707005398835,9.86547907394063,15.6159687338629,3.43574714092545,3404.55310417381,0.0061919067890911,0.0583191924660761,0.0800553330594912,0.0153989942531413,0.02760349404356,0.180933755825839
1991,FIN,100.0,24.5835201600386,1.84354844272756,3.05602720750082,6.3218771166587,21.6,14.5486504848168,5742.82671829269,0.0319874085617126,0.0,0.0319874085617126,0.0452917954216005,0.0,0.343545260155057
1991,FRA,100.0,9.48383726188333,3.09162031284985,4.50091082251251,9.64111195133409,38.63,5.34456984936427,4038.74080575956,0.0002789884788936,0.0138967236348312,0.0710339408856953,0.0021308074754108,0.012641000783178,0.0814254084445348
1991,GBR,100.0,65.4922183507549,8.70801393728223,4.68806495136584,9.12235152428283,8.82,0.311999320677398,3707.89443811568,1.74899843821205e-05,0.438947776163706,0.438965266148088,3.43259011058055e-05,0.412174585640108,0.510409231122626
1991,HND,54.781937,0.0,1.44927536231884,4.22950500803073,8.87960681159659,8.28,62.6190168240293,468.532678842673,0.0419016819986291,0.0,2.76147298710833,0.153187312455177,0.0,2.70781658118094
1991,IDN,48.9,29.5822174611676,47.0460632029995,6.92898058065262,10.7297608887893,2.66,33.6725081800309,477.034665447769,0.192381277589762,5.59859914105749,5.79098041864725,0.31932723095655,5.59365035937227,8.3647242051385
1991,IRL,100.0,52.8122524425667,16.0549247425403,5.08811872960295,10.6053917665346,0.64,1.03545594234138,2828.00013129952,0.0350027669701892,0.0409493143295308,0.07595208129972,0.0352863654364461,0.0,0.132003955649951
1991,ITA,100.0,14.5043639773506,47.0150935910845,7.40115867327777,16.358686397419,4.38,0.717129877326101,2645.87384365211,0.0003154694628005,0.0241247879769162,0.0244402574397167,0.00056104618171,0.0190572160816962,0.0435646865622578
1991,JAM,77.2288665771484,0.0,94.2507068803016,4.76427052053754,8.32182175457133,0.31,11.4135486340192,1091.70766935258,1.17467853667452,0.0,1.29552305546563,7.67485576368064,0.0,8.01120420596593
1991,JOR,97.8546829223633,0.0,88.5338345864662,4.85375172625261,8.25404081544223,1.73,0.0691689840629015,864.339117769909,0.0,0.0245903181360032,0.0735318590611397,0.0,0.0165074302206483,0.140327109062995
1991,JPN,100.0,14.6971182797614,26.2439238323796,5.96132952048279,10.216465410612,15.11,0.961989276300428,3560.89610232943,0.0008868824334944,0.0030913223894508,0.0039782048229452,0.0020591468839872,0.0017066467040879,0.0289443630503689
1991,KOR,99.9126739501953,17.8249270529387,22.6611087953314,4.19243562838541,6.71729567884031,15.31,0.669482172895125,2259.93752469834,0.0013499794606205,0.0037299651196291,0.0050799445802496,0.0036458311037726,0.0,0.0384483174855787
1991,KWT,100.0,0.0,90.1205936920223,12.0526287633736,14.6803478397631,0.0,0.22403351395656,1940.69062350813,0.0,0.254147812293635,0.255996828721451,0.0,13.2175755622103,13.4362619603887
1991,LUX,100.0,37.1024734982332,1.83745583038869,3.54607413488086,9.2855352390383,0.2,0.643330803998549,9353.56327219142,0.0,0.0,0.0246675703976496,0.0,0.0,0.0247815381926834
1991,MUS,99.0706787109375,6.30105017502917,63.5939323220537,8.43085154990744,14.576220106795,0.96,40.5874076679564,634.458054457473,0.0,0.0,0.0236424369316648,0.0,0.0,0.0247124150046043
1991,NAC,100.0,47.5729158300114,3.73097181651779,3.14076754290865,5.679873008393,12.0390693578489,3.6011363732019,7619.61697330467,0.0486261514385825,0.526197234559648,0.57482338599823,0.0683676942286452,0.52481423203911,1.01646997545435
1991,NGA,35.2346000671387,0.0917625467636056,11.6114914943178,6.82308115738313,11.94764186052,1.71,47.0673386146044,298.657961581085,0.0,9.39530373352427,9.39530373352427,0.0,14.3917349452664,17.70600698125
1991,NLD,100.0,33.9347171434717,4.44181544418154,4.36377575848213,9.48639520429664,1.29,1.39210221669597,4620.66814618483,0.0,0.228397093001168,0.228397093001168,0.0,0.0536064393908414,0.323778601151388
1991,NOR,100.0,0.0783720238899549,0.0063057950256285,3.83293390863605,11.4766095842583,43.53,4.55169218743824,5105.03280053314,0.0108417437566943,3.47671309316383,3.48755483692052,0.0289257515978193,4.08595620770174,4.48712749071571
1991,NZL,100.0,1.4328606676774,0.0743184993608609,3.83707845005891,7.61992266956504,26.99,6.50548817274014,3794.67093098341,0.012705865643263,0.579854782424788,0.592560648068051,0.0569953224989354,0.385349735576981,1.98802568754072
1991,OED,99.6454283887245,39.4695659780639,8.88624267471341,4.18033061689643,8.01834364108083,13.3216310732462,3.56498794706874,4135.58431011047,0.0331698657104846,0.302205066204919,0.343789009405066,0.0623304749383881,0.307816478717127,0.597380007925557
1991,OMN,100.0,0.0,18.8756756756757,9.18306759701199,11.6222060724697,0.0,0.0,3060.92285020036,0.0302251633790475,24.4639759623263,24.4959608110029,0.0535603409168921,31.7780235003255,32.5938448581855
1991,PAN,73.4431304931641,0.0,25.5913978494624,8.89671242935499,18.9921127897925,10.92,25.8827909747561,639.378523762581,0.0,0.0,0.0,0.0,0.0,0.270515828891458
1991,POL,100.0,95.9291536143237,1.13425479163264,2.24174377934684,4.49802651245185,0.12,2.05125016049221,2641.10358006456,0.143627222568516,0.220488332451214,0.36411555501973,0.33902400075933,0.0093176477666693,2.13956315004938
1991,PRT,100.0,32.8434654525977,33.7104981253348,7.47448075433822,16.6996528410849,4.68,14.6741510074153,1703.25479262559,0.0935872828376303,3.14572162402463e-06,0.271224916525264,0.168816819465569,0.0,0.347835779409533
1991,PST,99.9957506180665,39.1120013870375,8.94425119178072,3.9405794245273,7.68069951130322,13.4763509383259,3.11824598175868,4754.03776956099,0.026591171579519,0.26770167112319,0.303270188210293,0.0501376662421199,0.254893270743811,0.527202949535162
1991,QAT,100.0,0.0,0.0,3.44530926302391,4.28616236873162,0.0,0.0786319364601091,15893.6888637923,0.0,18.7218105963561,18.7223234766647,0.0,27.8476783265963,30.947600992743
1991,ROU,100.0,27.4862243191381,10.7987254194321,2.15807156808063,6.4546223152584,2.46,1.39964037440345,2220.46475650881,0.0516689829665748,1.65182805968419,1.70349704265076,0.139815007350365,1.28822981550087,3.57616353248063
1991,SAU,100.0,0.0,49.696666711705,8.15513197539632,10.2492063373641,0.0,0.0181097201446938,6050.38289786175,0.002910136063592,8.25496509193616,8.25902279235842,0.0140112113930895,29.9055063618569,30.6033571366628
1991,SGP,100.0,0.0,97.1041900596891,6.12624884106967,11.2895183848025,0.0,1.54641248391248,4167.37343867502,0.0,0.0,0.0007390597288994,0.0,0.0,0.0007278951871675
1991,SLV,69.60788,0.0,26.295167609926,5.96156005321664,12.0647410613504,17.48,45.8026483656682,494.00636935931,0.0,0.0,1.13232849787799,0.0,0.0,1.10154936595353
1991,SWE,100.0,1.72596271269234,1.35010448044723,3.66150568495853,6.98646323335197,52.25,11.8372262433561,5650.16283823718,0.0217847780677048,3.16842199504403e-05,0.0218164622876552,0.0546105626093776,3.50341886107007e-05,0.292402559012758
1991,USA,100.0,52.2647015727264,3.87927981830614,3.19039928502375,5.73301472955921,10.81,3.39808211163726,7629.84715395512,0.0192141980402407,0.519264497046252,0.538478695086493,0.0284622591994412,0.477258781741128,0.908448702232653
1991,ZMB,12.7527027130127,0.464242290261965,0.254227920857743,2.18987646619288,3.37597913830463,13.81,74.2845669809346,700.496728065435,0.374503458397469,0.019236088669823,6.05773419886328,0.61280754986568,0.0,5.81996679113959
1992,ALB,100.0,0.0,4.94991160872127,4.3587352773992,8.62297084161187,20.42,26.7291560417143,418.273208912166,0.153006535318284,2.4585992905928,9.43113501456448,0.431830628040228,4.67814330470611,11.7288387701529
1992,ARG,92.8294525146484,1.61270203325196,12.935474098758,6.15930930172919,13.8396971311064,8.27,3.63753502134276,1407.27675440761,0.0047923958529952,0.832725151044996,0.837517546897991,0.0082598541375607,0.911490169536768,1.09688763068098
1992,AUS,100.0,80.9251308408286,1.48046005829076,3.6798096672979,7.12909930322938,1.61,4.04691187027668,4960.57443467868,0.431033466752015,0.630488717310917,1.25699724928425,1.19653198015618,0.613094302495831,2.486084263417
1992,AUT,100.0,9.94530181676109,3.88552451650713,6.52970856175397,13.7987747769729,11.88,10.6930155995142,3245.8963821747,0.0020233329782138,0.0340088359986792,0.0478943232929916,0.0082080685656828,0.0352680260830231,0.128975832255952
1992,BEL,100.0,25.6476289373486,2.13637937002423,4.01772434695995,8.47588396580305,22.42,1.61413459420996,5042.29401936772,0.0,2.14391581720503e-05,0.0231186256486527,0.0,0.0,0.0234786815946488
1992,BGD,9.90541934967041,0.0,4.45243984708792,9.13827950911234,19.0164300666625,0.52,52.7427688183665,114.342298793574,0.0,0.0991354521101477,0.516139088065096,0.0,0.0140449207472924,0.654704269151057
1992,BGR,100.0,50.5925301881494,3.40634653187307,2.887523815679,5.41242678560711,15.52,0.795215393706951,2394.69457031165,0.236344155856372,0.11023301198399,0.346577167840362,0.454915431089594,0.029445833366527,1.38870788658558
1992,BHR,99.9871826171875,0.0,0.0,2.92466526795761,4.30352165269208,0.0,0.0,11504.983995158,0.0,21.7370080945626,21.7380187764023,0.0,20.7616769769703,24.1753653686519
1992,BLR,100.0,0.0,30.9748636786807,1.35835520153388,3.03946981514851,0.0,0.719133603850707,3619.90821413806,0.0,0.543791336942024,0.543791336942024,0.0,0.678212480241202,2.26416851675533
1992,BOL,60.0279006958008,0.0,5.43117744610282,6.57339930614059,13.9480016590649,3.88,27.4006220442248,377.234087378018,0.69621066395489,1.42180121991491,2.1180118838698,1.09727031615049,1.42097317088114,3.83579549195986
1992,BRA,88.803833,2.10977446097331,2.58178478645773,7.32790638890665,13.0910678119412,13.61,32.2253650549699,937.431462820155,0.25403664765682,0.511947798081757,0.765984445738577,0.653833070192071,0.721680504993654,2.48015551009855
1992,BRN,100.0,0.0,0.852878464818763,8.9957185522726,14.320170640098,0.0,0.0386662420961653,7783.23273590893,0.0,17.5453216431492,17.6405564013527,0.0,19.1281731093251,26.0034551280989
1992,BWA,9.39822673797607,97.3309608540925,2.66903914590747,6.3829892608407,10.6240807648625,0.06,33.8076865260311,1036.20295145007,0.774466016203673,0.220636376710538,1.41569593209816,1.20043127928839,0.0,1.97153795463796
1992,CAN,100.0,17.2797659947717,2.99300978476586,2.70866185794347,5.11886647373137,22.45,5.20605615039773,7614.9047538367,0.275638895178938,0.863962851255542,1.13960174643448,0.346063228785098,1.08494897339021,2.35646663286738
1992,CHL,94.560057,11.6308187631355,4.81151902696418,4.92305315389596,11.5021019729079,9.3,24.3484468180893,1115.74449791436,2.09268798140235,0.0694596047255626,2.16214758612791,3.63722443219166,0.123100470876911,4.63171552198061
1992,CMR,32.6975250244141,0.0,1.27877237851662,4.46312949416153,9.3845752319642,4.57,79.322720205185,423.490408119425,0.0,4.41560621927404,7.65824605731018,0.0,4.7419927824119,7.80091581012743
1992,COL,92.1326599121094,14.1725352112676,2.16427877610491,7.28085318133827,13.4750077666689,7.5,21.0055395834794,756.692177645212,0.123597933611818,2.19418202156096,2.31777995517278,0.316107147628042,2.83229170281085,3.65200984470421
1992,CYP,100.0,0.0,100.0,5.71797044813852,11.2170111892032,0.0,0.348463729470941,1945.45068816727,0.001054747926363,0.0,0.0017041592886296,0.001886818185353,0.0,0.0128024574009668
1992,DEU,100.0,56.7207472044951,2.4591139970603,5.20300843180827,10.6807059202605,12.71,1.47471319916132,4191.07717344268,0.0001062122781569,0.0527799528255548,0.0528861651037117,0.0001767386698533,0.0089691067742224,0.0915064787649089
