year,country,"Access to electricity, urban (% of urban population)",Population density (people per sq. km of land area),Population in the largest city (% of urban population),Population in urban agglomerations of more than 1 million (% of total population),Urban population growth (annual %),Urban population,Urban population (% of total population)
1991,AUS,100.0,2.24985173710998,24.8837399147827,61.325728550901,1.2394972436905,14761085.0,85.403
1991,AUT,100.0,93.9758967523025,31.6772889812616,19.8581772458182,0.567072341992738,4861464.0,62.689
1991,BGD,58.060595224431,874.142344626258,30.5480490007421,8.04424866792248,4.13691830720748,23049855.0,20.257
1991,BGR,100.0,78.0291693030823,20.6674091236785,13.7886746474055,-0.479518197028389,5759256.0,66.717
1991,BRA,98.2193756103516,18.1528732469186,13.2971253360763,36.3511546894651,2.7493431260959,113322847.0,74.69
1991,CAN,100.0,3.12722531367149,18.1738420486363,40.1596865902783,1.2923694197517,21482271.0,76.62
1991,CHE,100.0,172.023521762943,20.4647510808118,15.1171077318191,1.1726886114345,5023076.0,73.869
1991,CHL,99.1867752075195,18.3751217163485,41.2803780575526,34.4270089546628,1.8152942860056,11394244.0,83.398
1991,CMR,63.0,24.6814749000444,20.978380117121,15.4796017546657,4.36348558875736,4694290.0,40.235
1991,COL,98.7059326171875,29.8317908968004,21.0921873636726,33.700772352187,2.68028170399965,23151980.0,69.949
1991,DEU,100.0,229.18080944061,5.86749449014242,9.10405862501683,0.934907555206193,58625381.0,73.269
1991,DNK,100.0,128.85745,23.6621111787759,20.0822692052342,0.292506210286496,4374504.0,84.871
1991,DOM,96.5,151.104388325398,38.2352730636041,21.2194272953168,2.54737790405026,4051199.0,55.497
1991,ECS,100.0,154.907456617165,15.1094152492588,17.5251631486542,0.654488756512308,573488071.0,67.6950459424704
1991,EMU,100.0,131.706385069333,15.9793142667265,18.3905907027032,0.66156712955619,225635684.0,71.0869764235838
1991,ESP,100.0,78.0201345506968,15.0924122180088,21.990007487481,0.489150366024034,29430524.0,75.528
1991,EUU,100.0,117.360439411027,15.753495961997,16.1363617609893,0.56377745967518,293359014.0,69.5590006501877
1991,FIN,100.0,16.4606191930136,22.3501918503567,17.8450617702553,1.14410770475725,4003120.0,79.843
1991,FRA,100.0,106.935496360256,21.5487756966487,22.4533553008849,0.735375647314326,43464228.0,74.229
1991,GBR,100.0,237.361621130079,15.2506337205124,25.5402199502421,0.273408736099803,44855736.0,78.112
1991,GRC,100.0,80.0614972847168,41.6113777412251,29.8083116285609,1.43515881936579,7392680.0,71.635
1991,HKG,100.0,5810.10101010101,100.0,100.0,1.14526821003031,5742337.0,99.832
1991,HND,88.700619,45.7931182411297,28.0307308562406,11.4794277363328,4.04785886904784,2098347.0,40.953
1991,HUN,100.0,115.426727495271,29.0797180794382,19.1091541828137,-0.195710409396278,6816672.0,65.713
1991,IDN,87.6,103.10296483161,14.0028781528445,11.6685826107857,5.07927911942628,59046204.0,31.613
1991,IRL,100.0,51.3025838292931,45.4579211479485,25.9442000885623,0.827570880150714,2017094.0,57.073
1991,ISR,100.0,228.69685767098,40.6328861156119,50.558819963629,6.13205144991065,4477014.0,90.463
1991,ITA,100.0,192.983988983714,9.90409504534428,18.9779645597178,0.0392535418060194,37861339.0,66.706
1991,JOR,99.3524627685547,44.3693223028105,30.0768364171273,22.3937071105084,9.36093083606832,2915024.0,74.455
1991,JPN,100.0,340.0,34.1463096672662,58.4823618147204,0.565933802429155,96038630.0,77.473
1991,KOR,99.9445343017578,448.84619531412,32.5121416108705,52.4876140136213,2.50578148499851,32459655.0,74.972
1991,KWT,100.0,75.8360830527497,100.0,100.0,-22.037505323417,1324209.0,97.988
1991,NAC,100.0,15.508002492082,9.46406488546877,42.0407107121305,1.82540509646067,213049402.0,75.7976831146595
1991,NGA,83.7839584350586,109.489950261866,16.8386207745455,12.6985503693827,4.29845010021756,30091556.0,30.176
1991,NLD,100.0,446.380272511848,9.16796359786901,12.6371766894288,1.72273120380975,10447740.0,69.329
1991,NOR,100.0,11.6681779851278,22.4544531504435,16.2267125196986,0.905035504425969,3079741.0,72.265
1991,NZL,100.0,13.2737077968934,29.8769621772619,25.3804755228749,5.09011365919262,2969087.0,84.95
1991,OED,99.9432829229948,31.8079026910399,18.7462992787414,33.4435513850537,1.35983901948215,819814479.0,73.3017769591263
1991,OMN,100.0,5.98214216478191,31.3476070027286,21.252429822093,7.37280327881107,1255225.0,67.796
1991,PAN,95.7804412841797,33.7404492870595,64.0616228755158,35.0782313671004,3.69463218765383,1373451.0,54.757
1991,POL,100.0,124.86921871429,6.97108519749962,4.27432084547605,0.428097164036048,23450653.0,61.315
1991,PRI,100.0,401.59075535513,70.7005920028656,65.8264904789577,0.883696092978518,3316538.0,93.106
1991,PRT,100.0,108.855027322404,52.6807171889455,37.2775642341772,0.919091047657425,4827626.0,48.469
1991,PST,99.9974267995863,32.0902069868786,18.3238809323873,33.417789010221,1.06260980359387,721795701.0,74.3129529315664
1991,ROU,100.0,100.240368691711,16.5900373597598,8.94700722637624,0.462204770160744,12404523.0,53.93
1991,SAU,100.0,5.19179230493699,29.1985031085455,56.4045819884409,5.60394244344392,8618661.0,77.223
1991,SGP,100.0,4679.22835820895,98.7715476751333,98.7715476751333,2.84548286486563,3135083.0,100.0
1991,SLV,93.618226,265.206418918919,36.6047820002712,18.2269875381182,2.80024522524819,2736219.0,49.794
1991,SWE,100.0,21.1552544473323,14.661211344322,12.1987148058428,0.806717927864079,7170001.0,83.204
1991,TEC,100.0,300.07556203712,13.8179608812047,15.9750973098799,0.73457067352436,271009989.0,62.860867813454
1991,UGA,33.6,90.8658275361594,38.0978439365313,4.36372725319443,6.63669413823449,2079577.0,11.454
1991,USA,100.0,27.6211491261017,8.48705780095193,42.2491811638028,1.86738439894312,191509147.0,75.701
1991,ZMB,35.1093902587891,10.7368272373855,25.2027817784642,9.82631410798519,1.41323221640616,3111966.0,38.989
1992,ARE,100.0,29.7765418192059,32.2350847552266,54.3915298879762,5.06204111254095,1665561.0,78.76
1992,ARG,94.6866989135742,12.3117806547325,38.6731693365609,43.108072360605,1.62913368750272,29495987.0,87.542
1992,AUS,100.0,2.27518256251383,24.8826128251182,61.2923034321616,0.981336449097776,14906654.0,85.285
1992,AUT,100.0,95.0158628211343,31.4880765682421,19.6539114001043,0.665705624472983,4893935.0,62.417
1992,BGD,67.5852737426758,890.775078743182,30.7326837128203,8.24873668623703,3.61247079611315,23897747.0,20.61
1992,BGR,100.0,77.1957335261683,20.7770035475978,13.9322265942434,-0.567024807164119,5726692.0,67.056
1992,BLR,100.0,50.3452948829141,23.9248552438834,15.9736680086175,0.808537238270087,6821128.0,66.766
1992,BOL,94.571038,6.8589827379304,26.7997118458937,32.2340604785571,3.7260381241291,4275490.0,57.541
1992,BRA,97.523788,18.458063516524,13.1350343042419,36.5716649543897,2.67169147199125,116391291.0,75.444
1992,CAN,100.0,3.16446145763971,18.2248184567816,40.2782230640129,1.53154485269073,21813814.0,76.887
1992,CHE,100.0,173.930259050029,20.4671481069152,15.1078255638538,1.02938820424635,5075050.0,73.815
1992,CHL,99.107534,18.6738122905268,41.3253324195079,34.5331010084067,1.81129660309087,11602508.0,83.564
1992,CMR,70.0741653442383,25.3989824628208,21.0428938465704,15.8186753296359,4.30175039290762,4900633.0,40.817
1992,COL,98.8057022094727,30.428635421361,21.1613281325915,33.9115621000605,2.64493967914,23772506.0,70.415
1992,DEU,100.0,230.930020336264,5.84293785205661,9.09901467043594,0.88447037688919,59146205.0,73.36
1992,DNK,100.0,129.28425,23.5971747384629,20.0335307665087,0.362491945600727,4390390.0,84.898
1992,DOM,95.3058319091797,154.160091078452,37.9473773804648,21.1621148324922,2.48741804088418,4153233.0,55.767
1992,ECS,100.0,31.4464294964121,15.1093815618771,17.5368722639547,0.573277661079729,576775750.0,67.8061314924259
1992,EGY,98.4,61.7616756240896,40.1768049058414,22.4518263141612,2.08218010703287,26567023.0,43.212
1992,EMU,100.0,120.130181776519,15.9405069979588,18.3844169799058,0.644599282443295,227090130.0,71.245533806601
1992,ESP,100.0,78.403181563351,15.2061432778041,22.1000015705729,0.598270855145433,29607126.0,75.61
1992,EUU,100.0,110.237090192566,15.7225458265613,16.1453525070257,0.517311869612442,294876595.0,69.7158907976041
1992,FIN,100.0,16.5533733871762,22.4387488561395,17.9797191268848,0.918226849077237,4040047.0,80.128
1992,FRA,100.0,107.469389991344,21.4740761291848,22.4269075669711,0.729472867856901,43782447.0,74.401
1992,GBR,100.0,238.0043896995,15.3016683287511,25.5592362832062,0.347213792691497,45011752.0,78.172
1992,GRC,100.0,80.6754150504267,41.3761814106411,29.6903056920235,0.934038998812453,7462054.0,71.757
1992,HKG,100.0,5859.09090909091,100.0,100.0,0.9867846457472,5799282.0,99.979
1992,HND,89.851267,47.1126195370453,27.6647521651991,11.4664879422684,4.04215420568214,2184903.0,41.448
1992,HUN,100.0,115.381562256593,28.8130905433661,18.897642579215,-0.231053829392222,6800940.0,65.587
1992,IDN,93.0129928588867,104.905548226124,13.3251427200184,11.6435040345238,5.1230658424966,62150006.0,32.703
1992,IRL,100.0,51.6537959065176,45.3339356688057,25.9731679420419,1.06696937204539,2038731.0,57.293
1992,ISR,100.0,236.73752310536,41.2552253459047,51.1636345891079,3.56815483425651,4639645.0,90.565
1992,ITA,100.0,193.115116793037,9.91054226930008,18.9499630500416,0.121878595507805,37907512.0,66.742
1992,JOR,99.4279098510742,46.7780258386219,28.9359343939886,21.8715151538644,6.79414871476018,3119958.0,75.586
1992,JPN,100.0,341.264399341744,34.1634684907437,58.6475451074945,0.547872243868824,96566243.0,77.61
1992,KOR,99.9805450439453,453.534750155505,31.5892679781144,52.2257791117218,2.16390257767196,33169705.0,75.82
1992,KWT,100.0,91.7486531986532,81.0184023656083,79.3996309392089,19.062105236565,1602294.0,98.002
1992,LAC,96.8971861618447,22.8178726850045,23.6406803128653,33.9000668722396,2.56863809544181,289493631.0,70.5766747712568
1992,LCN,97.212671281377,22.7766228422573,24.881566609863,34.2478928319692,2.51827361123955,327947641.0,71.7270432815315
1992,MAR,84.7,56.492198073045,22.2884588191697,20.7970913438542,3.12276724862583,12566903.0,49.844
1992,MDG,46.9,22.0120198094714,33.1105788693552,8.17202268283328,5.31253923411149,3159383.0,24.681
1992,MEX,98.584698,44.2628714730317,26.0395046064437,38.6498585870532,2.4396022451471,62132096.0,72.209
1992,MWI,19.8,107.499777259228,32.2122838979766,2.96937991307221,5.67509185425901,1238304.0,12.218
1992,NAC,100.0,15.7213736090455,9.39983979689574,42.1281477725011,1.88795554563444,217071680.0,76.1805582731051
1992,NER,26.7,6.9611060235257,35.1093632466461,5.45213210846947,3.63493055568046,1369290.0,15.529
1992,NGA,83.8470993041992,112.402439693885,16.9343855472212,12.8593697327912,4.27191716470723,31404895.0,30.677
1992,NLD,100.0,449.767950236967,9.04331957800487,12.6577910173005,2.03732042994064,10662777.0,70.223
1992,NOR,100.0,11.7357191357011,22.4993442413474,16.3491469883476,1.1291510622728,3114713.0,72.665
1992,NZL,100.0,13.412707455091,30.4438440063043,25.9086275731234,1.22170610051706,3005583.0,85.103
1992,OED,99.8395968364266,31.9399522339979,18.6814589280751,33.5382957194116,1.31464596882292,830592137.0,73.5662353537083
1992,OMN,100.0,6.26248142164782,32.5744698554583,22.6219896627762,6.98580524220946,1346048.0,69.447
1992,PAN,95.9650573730469,34.4543449018025,64.0486459276026,35.6168031058791,3.63770833314479,1424333.0,55.609
1992,PER,90.3,17.926828125,38.4706449001061,26.812886063747,2.60769081907146,15992911.0,69.697
1992,POL,100.0,125.252757190898,6.97235573032328,4.27816767359596,0.378415404554878,23539562.0,61.359
1992,PRI,100.0,404.191206313416,70.6695643800171,65.9113806407273,0.818223017932615,3343786.0,93.267
1992,PRT,100.0,108.770426229508,52.2999349648033,37.5391032639658,1.27679359711296,4889660.0,49.13
1992,PST,99.999077434933,31.309074296891,18.2485788247891,33.4927084930806,1.0423471613334,729319318.0,74.5658273746552
1992,ROU,100.0,99.3388128649874,16.6710812112237,9.04022692706645,-0.354263911265315,12360656.0,54.227
1992,RUS,100.0,9.06276083819658,8.31845447183974,19.3573791662491,0.0915287085862288,109004756.0,73.385
1992,RWA,31.1,311.441670044589,51.7734577458375,3.25551659932117,15.6085110769753,483124.0,6.288
1992,SAU,100.0,5.43644711563063,29.9381283802038,57.8569132916836,5.41461961055104,9098194.0,77.851
1992,SGP,100.0,4821.93731343284,98.7227218390577,98.7227218390577,3.00425639462047,3230698.0,100.0
1992,SLV,94.340446472168,269.575723938224,36.8147725643227,18.5233517061434,2.67494257315672,2810399.0,50.315
1992,SWE,100.0,21.2797009473911,14.8386328022124,12.3696321221329,0.775036132045136,7225787.0,83.361
1992,TEC,100.0,18.9979537564198,13.8482214544497,16.004977958971,0.549132157634233,272498192.0,62.9610022479098
1992,TLA,97.1762514821888,22.1662297755723,24.3488039849822,34.3462726862898,2.58019571970152,316083336.0,71.4876626671278
1992,TZA,23.9,30.9975028223075,29.9633452980306,6.63738927104595,4.1902952675819,5364114.0,19.536
1992,UGA,32.1088714599609,94.0144737500626,37.5770231921815,4.43033048865714,6.29772802515391,2214755.0,11.79
1992,UKR,100.0,90.3144403210494,7.37850783256734,9.9877606064758,0.350654563525643,34970526.0,66.835
1992,URY,98.379169,17.9391041023883,55.6086823801244,49.8403988658796,0.915112890353493,2814021.0,89.627
1992,USA,100.0,28.0068916121481,8.4136360234482,42.3327553271946,1.90863299657144,195199459.0,76.097
1992,VEN,99.940829,23.5598299416133,15.7785557813464,32.8778023023781,2.72765436072852,17666300.0,85.012
1992,YEM,91.2,28.3908062958123,23.9600796398965,5.28511502789887,6.4160515801947,3306383.0,22.058
1992,ZMB,39.2,10.9991794347516,25.7895183075397,9.93257654696038,1.18832926149092,3149167.0,38.514
1992,ZWE,85.4796600341797,27.6662789194778,36.1454327777328,11.023993945453,5.34953910584525,3264216.0,30.499
1993,AFW,76.3692645477522,25.1218554950485,28.0877795879141,13.4437317664897,4.10311506810046,73292906.0,32.2525611054472
1993,ARE,100.0,31.2882709096029,32.7508077276235,54.6348870186801,4.76670461931266,1746876.0,78.614
1993,ARG,94.9571228027344,12.4795709415389,38.5006025420615,42.9915458849145,1.59323841381344,29969692.0,87.752
1993,AUS,100.0,2.2955115004621,24.9410928335657,61.3998746116204,0.739338148287492,15017273.0,85.157
1993,AUT,100.0,95.8026296655356,31.3875148919869,19.5054589556586,0.386303389032001,4912877.0,62.144
1993,BFA,29.4,36.0808223684211,42.463551113823,6.19670567813307,4.30522007510222,1440579.0,14.593
1993,BGD,68.7489700317383,907.523699777214,30.9263288039135,8.4593594845646,3.5753412328971,24767631.0,20.966
1993,BGR,100.0,76.5824188737232,20.7718136570876,13.9856612946193,-0.389884232107096,5704408.0,67.33
1993,BLR,100.0,50.4655186010291,23.8390182480191,16.0090926404305,0.801717817028295,6876034.0,67.155
1993,BOL,96.038393,6.99639527370073,26.7249684853499,32.751275036465,2.91423208518185,4401921.0,58.079
1993,BRA,98.033975,18.7595059427097,12.9709881256209,36.7809168553068,2.59207132045709,119447677.0,76.181
1993,CAN,100.0,3.19942848156117,18.2912157674423,40.4317114130693,1.44299824181069,22130869.0,77.152
1993,CHE,100.0,175.521148630479,20.5079796936303,15.1270958950112,0.838886830242898,5117803.0,73.762
1993,CHL,99.3453903198242,18.9666026479022,41.3728732690431,34.7101843702392,1.95226317262642,11831245.0,83.896
1993,CMR,70.9762649536133,26.1325781134311,21.1130541155748,16.166225388527,4.26317708610336,5114073.0,41.399
1993,COL,98.9023056030273,31.0423370887787,21.2286250949916,34.1168044700063,2.6465229919714,24410050.0,70.874
1993,CZE,100.0,133.68519477158,15.5550514949597,11.6508895817027,-0.0681283648418384,7737165.0,74.901
1993,DEU,100.0,232.459793194317,5.81843910553691,9.09855706569798,0.843967294783864,59647492.0,73.497
1993,DNK,100.0,129.7157,23.557010395235,20.0057895844528,0.364949968719984,4406442.0,84.925
1993,DOM,95.5439147949219,157.204967915545,37.6781639985244,21.1137112137458,2.43886421296391,4255770.0,56.037
1993,EAR,88.2244139929251,65.9018659287672,18.8904387125386,15.286232759311,3.09383175427689,784536907.0,35.9112310753669
1993,ECS,100.0,31.4121033447174,15.1113198869752,17.5508264160395,0.492538564598121,579616593.0,67.9120234110695
1993,EGY,99.0504684448242,63.2032558139535,40.9047395670646,22.6554887008217,1.99901686371619,27103446.0,43.079
1993,EMU,100.0,118.476649355909,15.8952939132217,18.3832112987483,0.643334873250552,228551080.0,71.4103461896313
1993,ESP,100.0,78.8107920871376,15.3157723981539,22.2038637887169,0.626933309783586,29793326.0,75.692
1993,EUU,100.0,107.096840138439,15.6800782803552,16.1448722193911,0.51204131680916,296386485.0,69.8456835061612
1993,FIN,100.0,16.6336616435208,22.5458586276126,18.1288978252412,0.833929125477991,4073879.0,80.409
1993,FRA,100.0,107.937844935588,21.413314258297,22.414391706803,0.664520115160345,44074359.0,74.572
1993,GBR,100.0,238.575678915389,15.3573073877631,25.5862519498476,0.316469262069966,45154426.0,78.232
1993,GHA,74.6,72.9081436230992,20.6486062543305,12.9012601269512,4.400376634585,6410854.0,38.644
1993,GRC,100.0,81.1513964313421,41.2149141538,29.6244556262825,0.756746028999608,7518737.0,71.878
1993,HKG,100.0,5960.60606060606,100.0,100.0,1.73877112891049,5901000.0,100.0
1993,HND,92.082517,48.4694700151935,27.3058149457087,11.4528763108609,4.02648718386793,2274673.0,41.943
1993,HUN,100.0,115.262886712664,28.571321114703,18.7030721534483,-0.306338219509526,6780138.0,65.461
1993,IDN,93.3634490966797,106.705878326534,12.6926374831451,11.6281019450034,5.02464788680881,65352611.0,33.808
1993,IND,82.8,310.144453264003,5.54965157076836,11.4656971914388,2.89334846382694,241512027.0,26.191
1993,IRL,100.0,51.9126288285673,45.2932473542369,26.0490495520321,0.881361140868251,2056779.0,57.512
1993,ISR,100.0,243.1146025878,43.2466837095157,53.1197871127162,2.7695452221672,4769938.0,90.666
1993,ITA,100.0,193.233215463602,9.87953760211468,18.9063957672586,0.150993200701863,37964793.0,66.802
1993,JOR,99.5001907348633,49.2749320036265,27.8797754810798,21.3782135316765,6.63718402441154,3334062.0,76.68
1993,JPN,100.0,342.372462973121,34.1966970811633,58.8399418404377,0.499248523479854,97049554.0,77.746
1993,KEN,42.5,44.1318269670028,35.9740726834913,8.46337575687215,4.70096139378496,4431928.0,17.645
1993,KOR,99.9967727661133,458.165332780427,30.7134127258331,51.994681344529,2.09804804302675,33872973.0,76.645
1993,KWT,100.0,93.8356341189674,74.2996236674607,72.825540277164,2.26353041718626,1638976.0,98.016
1993,LAC,97.3550247412508,23.2217207282833,23.4914047626307,34.0430246530068,2.49403828853147,296713713.0,71.0788762091082
1993,LCN,97.5978575793077,23.1791334601828,24.7138399692374,34.3680890772853,2.45587587562493,336001628.0,72.2123771016206
1993,MAR,90.1316223144531,57.3932018821421,22.0973840889861,21.0373495788689,3.02638976559869,12953040.0,50.569
1993,MDG,39.9817047119141,22.6937871857482,32.9698883288091,8.32522753629613,5.33346147851181,3332462.0,25.251
1993,MEX,99.0862350463867,45.0905666298002,25.8560383623386,38.7968807789489,2.38995356196324,63634911.0,72.598
1993,MWI,19.0226917266846,109.079592702588,32.0580920317035,3.11250732203659,4.20368543874642,1291468.0,12.558
1993,NAC,100.0,15.9265592782055,9.34315723027713,42.2478807310358,1.80808938319362,220996530.0,76.5587731673707
1993,NER,31.8083744049072,7.18464435146443,35.4401171871975,5.53220165855949,3.68101896052057,1420633.0,15.61
1993,NGA,83.9070816040039,115.421093140969,16.8731545441488,12.9569805175733,4.28292971506614,32779164.0,31.182
1993,NIC,93.545318,37.0095728768489,33.8591004188893,18.2524229118411,2.71042984244969,2400873.0,53.907
1993,NLD,100.0,452.913744075829,8.92904646039922,12.6856855243772,1.93813794907786,10871452.0,71.1
1993,NOR,100.0,11.8057818882719,22.5413790826769,16.468958307195,1.13873370063833,3150384.0,73.061
1993,NZL,100.0,13.5665185522768,30.9891204662179,26.4194613963384,1.31748158276591,3045443.0,85.254
1993,OED,99.8844847198591,32.1135979882647,18.6318363924501,33.6567983819379,1.26785416462471,841122834.0,73.8342919187999
1993,OMN,100.0,6.53206785137318,34.0080861726726,24.1607083235436,6.48828496427127,1436279.0,71.044
1993,PAN,96.1465225219727,35.1775490987355,64.0605399693846,36.1660113058817,3.58895116514439,1476380.0,56.456
1993,PER,91.1994476318359,18.29201796875,38.4913158574341,26.9781777681975,2.57749591926129,16410486.0,70.089
1993,PHL,83.7,226.483620082503,27.8906915882117,14.42503097965,2.22290422811899,31557059.0,46.73
1993,POL,100.0,125.571869796598,6.96937774451903,4.27947671598502,0.327764888717411,23616843.0,61.404
1993,PRI,100.0,407.609582863585,70.501447416647,65.8652738475513,1.01037409552337,3377742.0,93.424
1993,PRT,100.0,108.903551912568,51.8288106049368,37.7263282545592,1.45474504705145,4961312.0,49.789
1993,PST,99.9998400527175,31.4333744281652,18.1871484915112,33.5870523467446,0.990344945175309,736542095.0,74.8215697366302
1993,ROU,100.0,99.2036956332258,16.6253825651051,8.99000934838916,-0.418652306560022,12309016.0,54.074
1993,RUS,100.0,9.0599991578269,8.32280931978166,19.3131848310996,-0.0589331401142587,108940535.0,73.381
1993,RWA,18.0791263580322,323.515687069315,46.5168077305281,3.40177308181346,18.9045272026117,583660.0,7.313
1993,SAS,81.4930630449291,255.527892412187,10.1187465293004,11.4544976677405,3.18735245063075,314710969.0,25.7702177834558
1993,SAU,100.0,5.68261563295173,29.7868181383201,57.5996438073711,4.85797706172953,9551094.0,78.186
1993,SEN,58.6,43.610284111567,45.8266898964835,18.0195105265565,3.11095068559201,3301504.0,39.321
1993,SGP,100.0,4945.47910447761,99.218855393634,99.218855393634,2.5298067473268,3313471.0,100.0
1993,SLV,94.5578384399414,273.163947876448,35.8936217003759,18.4554228945556,3.48884687923397,2910180.0,51.417
1993,SWE,100.0,21.4036613666677,15.0186509641768,12.5429758419996,0.766603465611578,7281393.0,83.516
1993,TEC,100.0,19.0581900014459,13.8802050776359,16.0325030510886,0.415985879275112,273631746.0,63.0372390272075
1993,TLA,97.5671224624242,22.5663138058441,24.1874442481598,34.4695276704688,2.51530343250997,324033791.0,71.9864917975359
1993,TSA,81.4930630449291,255.527892412187,10.1187465293004,11.4544976677405,3.18735245063075,314710969.0,25.7702177834558
