year,country,"Net incurrence of liabilities, total (% of GDP)",Net lending (+) / net borrowing (-) (% of GDP),Grants and other revenue (% of revenue),Taxes on goods and services (% of revenue),Taxes on international trade (% of revenue),Other taxes (% of revenue),Tax revenue (% of GDP),"Taxes on income, profits and capital gains (% of revenue)",Compensation of employees (% of expense),Goods and services expense (% of expense),Interest payments (% of revenue),Interest payments (% of expense),Other expense (% of expense),Subsidies and other transfers (% of expense),CPIA business regulatory environment rating (1=low to 6=high),CPIA debt policy rating (1=low to 6=high),CPIA economic management cluster average (1=low to 6=high),CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),CPIA quality of budgetary and financial management rating (1=low to 6=high),CPIA financial sector rating (1=low to 6=high),CPIA fiscal policy rating (1=low to 6=high),CPIA gender equality rating (1=low to 6=high),CPIA building human resources rating (1=low to 6=high),IDA resource allocation index (1=low to 6=high),CPIA macroeconomic management rating (1=low to 6=high),CPIA quality of public administration rating (1=low to 6=high),CPIA equity of public resource use rating (1=low to 6=high),CPIA property rights and rule-based governance rating (1=low to 6=high),CPIA social protection rating (1=low to 6=high),CPIA public sector management and institutions cluster average (1=low to 6=high),CPIA efficiency of revenue mobilization rating (1=low to 6=high),CPIA policies for social inclusion/equity cluster average (1=low to 6=high),CPIA structural policies cluster average (1=low to 6=high),CPIA trade rating (1=low to 6=high),"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)","Armed forces personnel, total",Armed forces personnel (% of total labor force),Military expenditure (current USD),Military expenditure (% of GDP),Military expenditure (% of general government expenditure),"Internally displaced persons, new displacement associated with disasters (number of cases)","Intentional homicides, female (per 100,000 female)","Intentional homicides, male (per 100,000 male)","Intentional homicides (per 100,000 people)"
2014,SAS,3.77674359813032,-3.05392897789014,22.7840598359147,28.2187092026589,16.7211700560909,1.10859027617454,9.8991299848198,18.6857112372959,27.8181068349907,10.6277375093461,18.4370651150336,21.2355969489067,1.0991284502116,32.6234677235721,3.42857142857143,3.42857142857143,3.21428571428571,3.21428571428571,3.35714285714286,3.14285714285714,2.85714285714286,3.35714285714286,4.07142857142857,3.30000142857143,3.35714285714286,3.14285714285714,3.64285714285714,2.78571428571429,3.21428571428571,3.12857142857143,3.42857142857143,3.5,3.35714285714286,3.5,2.92857142857143,4586100.0,0.71158010309944,64457544182.1567,2.48511553179481,10.3541007033794,4981000.0,3.0,4.9,3.9
2015,BDI,1.41484539416271,-5.9733897878905,24.6754543806166,39.8873867977778,18.0765128944366,0.21372850068869,13.1281548917256,17.1469174264804,36.4067500728394,15.2875781334573,2.35065145068857,2.20225239458925,9.28704344035226,36.8163759587619,3.0,2.5,2.83333333333333,3.0,3.0,3.0,3.0,4.0,4.0,3.06666666666667,3.0,2.5,4.0,2.0,3.0,2.5,3.0,3.6,3.33333333333333,4.0,2.0,41000.0,0.881289830001341,66164584.4355924,2.13131991459474,9.19941621334749,3100.0,1.44247346472972,7.19955937944686,4.29750739443945
2015,CMR,4.76446373426389,-2.33995926373635,20.575019426332,34.5653569377344,11.4226831987567,4.33122740633129,12.1109695914613,27.595526875908,38.5008877991037,33.3601082269384,2.36156626913071,2.95510273103915,1.34438149995772,18.2125644711254,3.0,3.5,3.5,3.0,3.0,3.0,3.0,3.0,3.0,3.14167,4.0,3.0,3.0,2.5,3.0,2.9,3.5,3.0,3.16667,3.5,2.5,23400.0,0.254189813962386,353815494.553489,1.09889864309409,5.47563537978873,11000.0,1.66251118244419,5.8357347949014,3.74142104863949
2015,HND,2.32597899502438,-0.859334595922316,12.6919693253513,47.6748167565869,3.31083254464234,0.31252539978867,17.3444720611594,23.3649272636053,45.7197771981903,17.7918521187991,7.73123881176511,8.17247817292363,26.3036247025802,2.012267807507,3.0,3.5,3.5,3.5,3.5,3.5,3.5,3.5,4.0,3.5,3.5,3.0,4.5,2.5,3.0,3.1,3.5,3.7,3.66667,4.5,3.0,18700.0,0.485279173063529,288147050.652838,1.35172235239741,5.19456454601606,2000.0,10.4061687514153,99.3727399439724,55.387562038669
2015,KEN,8.70648823452403,-7.94895858064647,23.2694025742848,29.3991794618264,7.42762648257256,0.843007533447147,14.8394826504099,37.4288925779993,32.7387708051416,23.6603769521911,12.3497372537401,11.780333751532,0.304924651086958,30.6087135368738,3.5,4.5,4.33333,3.5,3.5,4.0,4.0,3.5,4.0,3.81667,4.5,3.5,4.0,3.0,3.5,3.4,4.0,3.7,3.83333,4.0,3.0,29100.0,0.143422545935506,843667802.797011,1.20316940776845,5.04965524809335,105000.0,2.59168869538065,7.09027453890587,4.82588722874835
2015,LCN,5.6145604871328,-4.71732025931331,15.7618289525723,37.0572712527583,4.04180263822561,2.6026081397998,13.6714893673773,25.2924576839354,28.699340956575,13.1633529634827,8.59478472374309,8.47524098190437,9.32519210074356,36.1528009153923,3.38888888888889,3.38888888888889,3.50000111111111,3.33333333333333,3.11111111111111,3.27777777777778,3.44444444444444,3.5,3.94444444444444,3.47407481481481,3.66666666666667,3.11111111111111,3.55555555555556,3.16666666666667,3.16666666666667,3.3,3.66666666666667,3.5,3.59259111111111,4.11111111111111,3.44444444444444,2657600.0,0.916404904062519,59355777536.2271,1.24889660719738,3.39096088469881,1543360.0,4.1,41.7,22.6
2015,LKA,7.20936593443763,-7.16643542652278,6.15415180608626,49.5813496915409,16.719059454217,8.52861534663141,11.7202648575883,17.9753835235791,28.4193703874471,10.6666266370451,34.8902193450038,25.7857561439615,12.1515861510523,22.9766911639661,4.0,3.5,2.83333,2.5,4.0,3.5,2.5,4.0,4.5,3.375,2.5,3.0,3.5,3.5,3.5,3.4,3.5,3.6,3.66667,3.5,3.0,265200.0,3.12907210033419,2057866406.9716,2.41701116575955,12.5436498685403,66000.0,1.0074619804497,3.64379500474469,2.28245256792903
2015,MMR,5.10179700078936,-4.27958243872798,67.8561716522289,15.2765002930276,3.39185581184318,1.01211509884284,6.01128503979476,12.0225888203971,15.4346255417892,43.0691750891123,6.29137217722853,7.00082983541651,13.8077145396805,20.6876549940014,2.5,4.0,3.66667,2.5,3.5,2.5,3.5,3.0,3.5,3.075,3.5,2.5,2.5,2.5,2.5,3.0,3.5,2.8,2.83333,3.5,3.0,513250.0,2.11227925858648,2552370441.82802,4.30136026437039,17.7682033632002,1618000.0,0.871805209268607,4.19467147027305,2.52894353539197
2015,MNG,5.22556750160025,-4.76399889013465,27.9321462518205,31.4740294186796,5.90756669841398,0.110495920642944,11.8941379230625,12.6868560411855,18.6605974711654,11.1467521674449,13.4702626616314,13.1325004958833,3.6225871865483,53.4375626789581,3.5,3.0,2.83333333333333,3.5,3.5,2.5,2.5,4.0,4.0,3.275,3.0,3.5,3.5,3.0,3.5,3.4,3.5,3.7,3.16666666666667,3.5,3.5,17500.0,1.37488902681426,101733069.81011,0.875507832442284,2.80815974289609,810.0,3.42027768630957,11.0610348582067,7.21815020734474
2015,SAS,3.77782189615373,-2.75754674618575,15.0483934616087,31.2852208869152,16.6315973219489,1.22414843975181,10.4732156523542,19.147869935215,26.1141331457123,10.6666266370451,20.4265885640651,20.7148895559531,0.566955744292995,31.7695348689168,3.28571428571429,3.42857142857143,3.19047428571429,3.14285714285714,3.28571428571429,3.0,2.78571428571429,3.35714285714286,4.0,3.25952380952381,3.35714285714286,3.14285714285714,3.57142857142857,2.85714285714286,3.21428571428571,3.12857142857143,3.35714285714286,3.45714285714286,3.26190571428571,3.5,3.0,4698750.0,0.715771305478067,66198388271.5061,2.42475286221806,9.9937291433128,7950900.0,2.6,4.3,3.5
2015,TZA,5.37347492224723,-1.0631615413924,26.218803438988,37.8804024408242,6.30651698982667,2.40730997333539,10.4924954944653,27.1869671570257,21.3252739519666,16.8842206979218,9.4189206915837,9.00784681722246,1.80273193030096,50.9799266025882,3.5,4.0,4.0,3.0,3.0,3.5,3.5,3.5,4.0,3.66667,4.5,3.0,4.0,3.5,4.0,3.3,4.0,3.7,3.66667,4.0,3.0,28400.0,0.117261906408565,517075761.799188,1.09136986722986,6.36337681053736,3500.0,2.5147774092186,11.8907022886586,7.1294227269686
2016,LCN,5.78953962477881,-4.39519538783549,15.284102386929,35.3855932459009,4.29475624410581,2.35691945995416,13.7265927072508,30.9930285061284,32.2605513854894,11.4990822934733,11.0263284192798,10.6098597819917,8.10731598019968,35.934104935225,3.5,3.3125,3.458335,3.3125,3.125,3.3125,3.4375,3.3125,4.0,3.45833375,3.625,3.125,3.4375,3.25,3.125,3.3125,3.625,3.4375,3.62499875,4.0625,3.4375,2682630.0,0.912776016107079,56656425720.1516,1.23946586355052,3.3688321967329,1985880.0,4.2,43.2,23.5
2016,MMR,3.09914538348884,-2.99131707054716,57.8327576876938,23.8521175033773,3.49605906626607,0.412365355083961,7.17585983640205,13.8734619945147,21.9944189322859,39.4633708391803,7.59522767740611,8.52958213673693,8.49737407209793,21.5152540196989,2.5,4.0,3.66667,2.5,3.5,2.5,3.5,3.0,3.5,3.075,3.5,2.5,2.5,2.5,2.5,3.0,3.5,2.8,2.83333,3.5,3.0,513250.0,2.13109986593482,2455784120.1322,4.08929708316631,17.4510850783542,509000.0,0.960804683915148,4.20910363021853,2.5803418783407
2016,SAS,3.22049083019697,-2.35343098456745,15.1891807379612,32.9305784664664,15.6828246209845,1.03197592753666,10.9027011568256,21.7874649472614,25.1505664238407,12.0153340099538,18.4590815688377,20.2540176574744,2.62224293302665,34.1006145193209,3.25,3.41666666666667,3.305555,3.25,3.25,2.91666666666667,3.0,3.16666666666667,4.08333333333333,3.27639,3.5,3.08333333333333,3.58333333333333,2.75,3.16666666666667,3.1,3.41666666666667,3.45,3.25,3.58333333333333,3.0,4924600.0,0.739117218991542,72165915988.0042,2.46112011625681,10.2106538644794,3566040.0,2.6,3.8,3.2
2016,TZA,3.29061860227829,-0.715370602310635,11.3344028883962,44.0565131818249,8.92533773947855,3.18064927734907,11.3903399368077,32.5030969129512,24.6068365171159,13.20167324737,10.4299208559005,10.0223231731321,1.44067434205352,50.7286744894108,3.5,4.0,4.0,3.0,3.0,3.5,3.5,3.5,4.0,3.69166666666667,4.5,3.5,4.0,3.5,4.0,3.4,4.0,3.7,3.66666666666667,4.0,3.0,28400.0,0.112778910883733,544218297.944157,1.09369193376988,6.46747191507893,36000.0,2.31255114661759,10.4463385555392,6.32148183548664
2016,UGA,4.08771925398869,-2.23699458793723,11.8469599639344,47.22131862502,10.409935343345,0.485172487413054,11.1195629663514,30.0366135802879,21.0240578129659,34.1100081486747,13.2631569605907,14.7882598730963,2.17484958791765,27.9028245773459,4.0,4.0,4.0,3.5,3.0,3.5,4.0,3.0,3.5,3.625,4.0,3.0,4.0,3.5,3.5,3.0,3.5,3.5,4.0,4.5,2.0,46400.0,0.313803654676391,318551679.284802,1.04325843278611,6.93408669136818,2500.0,4.64391637015184,18.6658091510658,11.5669593651066
2017,KEN,10.6190927462734,-10.5125651385404,26.5734779000704,29.4335816997213,6.29303738130835,0.479159245977513,15.0524641340645,34.9781576886503,25.5652917668348,25.0007879808916,13.2438679523768,11.1448370487192,1.27495256212019,36.9862798378431,4.0,4.0,4.0,3.5,3.5,3.5,3.5,3.5,4.0,3.73333333333333,4.5,3.5,4.0,3.0,3.5,3.4,4.0,3.7,3.83333333333333,4.0,3.0,29000.0,0.138207752368309,1015384781.9759,1.23759400127025,4.91714984216787,35000.0,1.75681487998369,8.36721612680434,5.03798540892373
2017,KGZ,3.8677172206003,-2.70278148461843,26.2065837757881,35.0057123155546,10.1906597307395,0.0017918566910091,17.0462850607483,10.6746464017973,39.5004044462742,14.7652071404706,2.84889766830014,3.33658497345701,0.696768964942386,41.7010344748558,4.0,4.0,3.66666666666667,2.5,3.5,3.0,3.0,4.5,4.0,3.64166666666667,4.0,3.0,4.0,3.0,3.5,3.2,3.5,3.7,4.0,5.0,3.0,21000.0,0.776592467570793,121515805.359074,1.57601108875052,4.25717123333496,3300.0,0.991356966217433,5.58330884513664,3.26347187848511
2017,LCN,5.13382559450418,-4.81439570426436,16.5365581579563,33.458731522362,4.09661347025371,2.0397372003764,13.3941088990064,27.0508636964613,30.8763063297636,12.2977458125172,11.0172885301658,10.1179539144556,8.89536700112489,35.2550961205752,3.1875,3.375,3.47916666666667,3.25,3.125,3.3125,3.4375,3.375,4.0,3.440625,3.625,3.125,3.4375,3.25,3.1875,3.3125,3.625,3.45,3.52083333333333,4.0625,3.4375,2756000.0,0.923148614734443,66596682451.2873,1.26160405246589,3.47877040861247,2713782.0,4.5,43.9,23.9
2017,MMR,1.43071930168611,-5.80293950393008,63.0780361444609,19.6576811297521,3.2741737196742,0.504958085473355,6.07774232896579,12.9298777857314,19.3513491185611,38.662144074221,8.85396756453864,8.74538472079758,9.2651724912822,23.9759495951382,2.5,4.0,3.66666666666667,2.5,3.5,2.5,3.5,3.0,3.0,3.0,3.5,2.5,2.5,2.5,2.0,2.9,3.5,2.6,2.83333333333333,3.5,2.5,513000.0,2.15115382146186,2221961060.22858,3.64194893785999,17.5374416198373,351000.0,0.979976730319079,4.35479434176775,2.66216134109131
2017,SAS,3.46280834440169,-2.63922014787028,13.9064770815659,42.5979407270568,10.1213603822532,1.2540193214672,11.1142970797331,22.1494189940252,26.6816736607568,11.0164780571363,18.7004546302975,19.8334019122654,0.638312777459226,33.4843275330334,3.16666666666667,3.41666666666667,3.33333333333334,3.16666666666667,3.25,2.91666666666667,3.08333333333333,3.08333333333333,4.08333333333333,3.25972222222222,3.5,3.0,3.58333333333333,2.75,3.16666666666667,3.06666666666667,3.41666666666667,3.41666666666667,3.22222222222222,3.58333333333333,2.91666666666667,4940000.0,0.727490313547471,81698324590.9085,2.4614287420265,10.2499986966204,2839876.0,2.6,3.6,3.1
2017,TZA,0.326465135463479,-1.4818187557231,18.3816724676572,42.6766646193161,8.6985375867947,2.72658135718708,11.8367190192838,27.5165439690448,20.366647605861,11.8574098040489,9.92983630531227,9.14993835727759,0.551375870820233,58.0746283619924,3.0,4.0,4.0,3.5,3.0,3.5,3.5,3.0,4.0,3.65,4.5,3.5,4.0,3.5,4.0,3.4,4.0,3.7,3.5,4.0,3.0,28000.0,0.107093166733084,562697119.586873,1.05639119393543,6.37074407160519,1900.0,1.8804294879901,9.40463526052776,5.59297316410789
2017,UGA,3.10349149976054,-2.45466326460837,11.0938019281264,47.835191457529,10.2106068187999,0.652893935034287,11.6047236723344,30.2075058605104,21.8133430979477,25.8252972916084,16.6628414335803,19.3191882082509,4.32707880453307,28.6531189060046,3.5,4.5,4.16666666666667,3.5,3.0,3.5,4.0,3.0,3.5,3.625,4.0,3.0,4.0,3.5,3.5,3.0,3.5,3.5,3.83333333333333,4.5,2.0,46000.0,0.308309152847547,346762883.760461,1.10546534823207,6.73845371690143,95000.0,4.10762054481085,19.678803686126,11.8000098935669
2018,KEN,10.6000306420656,-8.16549442111485,21.189101136591,31.2362805183052,6.68296162603762,0.684038008340874,14.3612789172776,37.084260990174,28.7190078339437,16.5570315286541,18.3818927719329,14.7570676584172,16.2616915523848,23.7052014266002,3.5,4.0,4.0,3.5,3.5,3.5,3.5,3.5,4.0,3.69166666666667,4.5,3.5,4.0,3.0,3.5,3.4,4.0,3.7,3.66666666666667,4.0,3.0,29100.0,0.138845211493463,1113648361.6452,1.20738536752593,4.93775997197776,336000.0,1.7362958036174,4.56731886056772,3.14093338050272
2018,KGZ,1.16430763264824,-0.287372915648025,21.1794829290818,38.6140794373435,10.845405623013,0.000177606223322,17.998857013595,11.2123400803964,37.1962222147489,16.2651051593088,3.44929046313783,4.0151097076026,0.404708559117069,42.1188543592226,3.5,4.0,3.66666666666667,3.0,3.5,3.0,3.0,4.5,4.0,3.58333333333333,4.0,3.0,4.0,3.0,3.5,3.2,3.5,3.8,3.66666666666667,4.5,3.0,20900.0,0.747309863274476,127148346.679175,1.53725886180592,4.64995223778897,4700.0,0.910489466578757,4.96966102102487,2.91877015081634
2018,LCN,4.82015723649457,-4.38009157511371,16.7897998897219,33.3482201086208,3.752316109621,1.26624556362286,13.5169260331498,27.3315592113221,32.874326725663,11.3402142558296,11.0423974839724,11.3502844176432,8.65062454090305,33.7110910846673,3.0,3.25,3.39583333333333,3.3125,3.1875,3.25,3.375,3.375,4.0625,3.40520833333333,3.5625,3.1875,3.3125,3.1875,3.25,3.325,3.625,3.4625,3.4375,4.0625,3.4375,2804200.0,0.925775957200244,63963147863.6335,1.27123430171074,3.53826493723209,420344.0,4.3,42.5,23.1
2018,MMR,1.645299915844,-0.769422628121071,60.4945539840627,23.733044925662,3.72274128418864,0.415043444781713,2.75697125272766,10.8520645563833,26.3209004189039,39.7032525094647,10.3799013458567,11.5813170575616,1.4695499838962,20.9249800301736,2.5,4.0,3.66666666666667,2.5,3.5,3.0,3.5,3.0,3.0,3.01666666666667,3.5,2.5,2.5,2.0,2.0,2.8,3.5,2.6,3.0,3.5,2.5,513000.0,2.11598074036805,1529364477.94262,2.35979043196518,11.2202669651051,298000.0,1.00674734560749,4.51907815911427,2.75699619113001
2018,SAS,3.24527540190448,-2.51743585312659,10.9439485218625,47.756064579034,12.8796669655014,0.679021934780183,11.7328269212276,22.6356777211083,20.9925534742199,8.34394136029183,20.5417732305817,20.2682519846365,1.93230712031704,39.1716458250881,3.16666666666667,3.41666666666667,3.30555555555556,3.16666666666667,3.25,3.0,3.08333333333333,3.0,4.08333333333333,3.26388888888889,3.41666666666667,3.0,3.58333333333333,2.83333333333333,3.16666666666667,3.1,3.5,3.4,3.25,3.58333333333333,2.91666666666667,4899850.0,0.711337456908598,83711213663.0024,2.39122227561664,10.1253109912926,3314920.0,2.6,3.6,3.1
2018,TZA,1.62099388406906,-0.292292523339438,21.5513089541687,43.011122771589,6.73725135652993,2.37679947087075,11.695083058288,26.3235174468416,20.9457167905273,12.0878139597282,10.3457490104587,10.5821783757694,2.4249184791385,53.9593723948368,3.0,4.0,4.0,3.0,3.0,3.0,3.5,3.0,4.0,3.48333333333333,4.5,3.0,4.0,3.0,4.0,3.0,3.5,3.6,3.33333333333333,4.0,2.5,28000.0,0.103445274420363,599968275.122704,1.10098116249139,6.37179327402632,27000.0,1.84964111012331,7.6361611211865,4.7064540375428
2019,LCN,3.89046752083485,-3.66345050441231,17.4714665849233,30.3400806145123,3.82922484845876,1.61279024441079,13.4809296320687,27.15192637564,31.6136436352355,11.4272053612991,13.1536550634556,11.4745477492638,7.36880494523845,33.9951706791456,2.875,3.25,3.583333375,3.3125,3.125,3.25,3.4375,3.375,4.0625,3.43541675,4.0625,3.1875,3.375,3.1875,3.25,3.2875,3.5625,3.475,3.3958335,4.0625,3.375,2788000.0,0.906672377965516,60554804175.8084,1.21134642012932,3.54316140117656,597889.0,4.0,38.3,20.9
2019,LKA,6.35623368265372,-6.41956744409319,7.10437602873665,51.1806330658654,17.5574084978712,0.106476967913292,10.9039513329268,22.5246270681254,27.0761505069726,8.20206016542706,47.469362688155,35.5525839412668,8.71214604509693,20.7540275637349,4.0,3.0,3.0,3.5,4.0,3.5,2.5,4.0,4.5,3.458333,3.5,3.5,3.5,3.0,3.0,3.3,3.0,3.7,3.833333,4.0,3.0,317000.0,3.64486546537113,1560094458.93163,1.75219928060225,9.00726611290422,87000.0,2.22146795405344,4.72183348506893,3.42730492260757
2019,MMR,3.01274134104068,-3.64201534156084,58.4276612508871,24.4063354128771,2.79117825249436,0.36288544897725,6.01765247726484,13.2282031224192,22.0176472308502,45.7379858505372,9.55530955337015,10.2335200734128,1.20315312155627,20.8076937236436,2.5,4.0,3.666667,2.5,3.5,3.0,3.5,3.0,3.0,3.016667,3.5,2.5,2.5,2.0,2.0,2.8,3.5,2.6,3.0,3.5,2.5,513000.0,2.15842139874963,1532077146.00976,2.18974002099593,10.8103389406007,270000.0,1.0219071149926,4.71931763738243,2.86386487293829
2019,TZA,1.53048669231946,-2.15719312471917,19.7487209174972,43.2243831458389,8.57311240801298,2.56650968243289,11.0191174811563,25.887273846218,21.0167801732614,11.0972598420544,12.8223758428269,11.4509085939777,3.30640070761042,53.1286506830959,3.0,4.0,4.0,3.0,3.0,3.0,3.5,3.0,4.0,3.48333333333333,4.5,3.0,4.0,3.0,4.0,3.0,3.0,3.6,3.33333333333333,4.0,3.0,28000.0,0.1001347993211,618943445.56818,1.06236727349414,6.13933690947074,11000.0,1.60677601530799,7.54986602793176,4.54131097309171
2020,CMR,3.39424099509304,-3.26897209970451,16.5502624812344,42.2879978664828,11.1881250728984,3.76777787145528,10.8705828088042,24.4340079037022,37.1678236743041,33.5297986807997,6.3241036705055,6.97893746526796,0.603540568316403,21.7198996113118,3.0,3.5,3.66666666666667,3.5,3.5,3.0,3.5,3.0,3.5,3.325,4.0,3.0,3.0,2.5,3.0,3.1,3.5,3.2,3.33333333333333,4.0,3.0,34000.0,0.342516295968331,393299390.063774,0.96440732254506,5.81216247101392,116000.0,2.26648767186951,6.82026726061278,4.53737524129107
2020,GHA,11.4552718803467,-10.8983881246895,19.3884447104981,32.2681597599577,9.99997209357586,-4.69127071424288,11.3404319629261,43.0346941502112,32.9587841182815,8.65760030718744,44.6138112414083,28.6803045981279,15.5227047042251,14.180606272178,3.5,3.5,3.33333333333333,4.0,3.5,3.0,3.0,4.0,4.0,3.575,3.5,3.5,3.0,4.0,3.5,3.6,3.5,3.7,3.66666666666667,4.5,3.5,16000.0,0.123915295840799,239887164.283223,0.350949233772808,1.11373963596321,2000.0,0.468212248288209,2.98717981361652,1.72465219242215
2020,LCN,7.13187337555521,-8.79111128141216,16.3450986528448,34.5546261808911,3.27375249766316,1.44739203862652,13.1333579246823,27.9687646072409,30.9142661624431,11.3732713673887,11.8624200372273,9.42093574897303,8.34852707119436,36.9580754391611,2.875,3.3125,3.60416666666667,3.375,3.125,3.1875,3.4375,3.375,4.0625,3.42708333333333,4.0625,3.1875,3.375,3.125,3.25,3.2625,3.5625,3.4875,3.35416666666667,4.0,3.3125,2740000.0,0.941595976864176,54477931294.9814,1.29340603467048,3.5960820198112,2950810.0,3.7,36.9,20.1
2020,TZA,2.49209445373539,-0.731055562215646,16.7740105826388,36.0063657926594,14.6183984309233,1.78453118341564,11.6267688543522,30.8166940103624,21.8459503807939,9.14849581474203,10.4151680981447,10.1801352536807,0.530439267564801,58.2949792832184,3.0,4.0,4.0,3.0,3.0,3.0,3.5,3.0,4.0,3.48333333333333,4.5,3.0,4.0,3.0,4.0,3.0,3.0,3.6,3.33333333333333,4.0,3.0,28000.0,0.10087478977964,676410078.539629,1.07679696200969,6.17580665007146,56000.0,1.70033914561128,5.75873291338006,3.70475302959177
