iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,tests_per_case,positive_rate,tests_units,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
MMR,Asia,Myanmar,2020-05-08,176.0,14.0,3.571,6.0,0.0,0.0,3.235,0.257,0.066,0.11,0.0,0.0,566.0,10832.0,0.199,0.01,370.0,0.007,103.6,0.01,samples tested,84.26,54409794.0,81.721,29.1,5.732,3.12,5591.597,6.4,202.104,4.61,6.3,35.2,79.287,0.9,67.13,0.578
MMR,Asia,Myanmar,2020-05-09,177.0,1.0,3.714,6.0,0.0,0.0,3.253,0.018,0.068,0.11,0.0,0.0,390.0,11222.0,0.206,0.007,377.0,0.007,101.5,0.01,samples tested,84.26,54409794.0,81.721,29.1,5.732,3.12,5591.597,6.4,202.104,4.61,6.3,35.2,79.287,0.9,67.13,0.578
MMR,Asia,Myanmar,2020-05-10,178.0,1.0,3.857,6.0,0.0,0.0,3.271,0.018,0.071,0.11,0.0,0.0,260.0,11482.0,0.211,0.005,384.0,0.007,99.556,0.01,samples tested,84.26,54409794.0,81.721,29.1,5.732,3.12,5591.597,6.4,202.104,4.61,6.3,35.2,79.287,0.9,67.13,0.578
MMR,Asia,Myanmar,2020-05-11,180.0,2.0,3.571,6.0,0.0,0.0,3.308,0.037,0.066,0.11,0.0,0.0,340.0,11822.0,0.217,0.006,398.0,0.007,111.44,0.009,samples tested,84.26,54409794.0,81.721,29.1,5.732,3.12,5591.597,6.4,202.104,4.61,6.3,35.2,79.287,0.9,67.13,0.578
MMR,Asia,Myanmar,2020-05-12,180.0,0.0,2.714,6.0,0.0,0.0,3.308,0.0,0.05,0.11,0.0,0.0,240.0,12062.0,0.222,0.004,395.0,0.007,145.526,0.0069999999999999,samples tested,84.26,54409794.0,81.721,29.1,5.732,3.12,5591.597,6.4,202.104,4.61,6.3,35.2,79.287,0.9,67.13,0.578
MMR,Asia,Myanmar,2020-05-13,180.0,0.0,2.714,6.0,0.0,0.0,3.308,0.0,0.05,0.11,0.0,0.0,420.0,12482.0,0.229,0.008,349.0,0.006,128.579,0.008,samples tested,84.26,54409794.0,81.721,29.1,5.732,3.12,5591.597,6.4,202.104,4.61,6.3,35.2,79.287,0.9,67.13,0.578
MMR,Asia,Myanmar,2020-05-14,181.0,1.0,2.714,6.0,0.0,0.0,3.327,0.018,0.05,0.11,0.0,0.0,513.0,12995.0,0.239,0.009,390.0,0.007,143.684,0.0069999999999999,samples tested,80.56,54409794.0,81.721,29.1,5.732,3.12,5591.597,6.4,202.104,4.61,6.3,35.2,79.287,0.9,67.13,0.578
MMR,Asia,Myanmar,2020-05-15,181.0,0.0,0.714,6.0,0.0,0.0,3.327,0.0,0.013,0.11,0.0,0.0,639.0,13634.0,0.251,0.012,400.0,0.007,560.0,0.002,samples tested,80.56,54409794.0,81.721,29.1,5.732,3.12,5591.597,6.4,202.104,4.61,6.3,35.2,79.287,0.9,67.13,0.578
MMR,Asia,Myanmar,2020-05-16,182.0,1.0,0.714,6.0,0.0,0.0,3.345,0.018,0.013,0.11,0.0,0.0,365.0,13999.0,0.257,0.007,397.0,0.007,555.8,0.002,samples tested,80.56,54409794.0,81.721,29.1,5.732,3.12,5591.597,6.4,202.104,4.61,6.3,35.2,79.287,0.9,67.13,0.578
MMR,Asia,Myanmar,2020-05-17,182.0,0.0,0.571,6.0,0.0,0.0,3.345,0.0,0.011,0.11,0.0,0.0,562.0,14561.0,0.268,0.01,440.0,0.008,770.0,0.001,samples tested,80.56,54409794.0,81.721,29.1,5.732,3.12,5591.597,6.4,202.104,4.61,6.3,35.2,79.287,0.9,67.13,0.578
MMR,Asia,Myanmar,2020-05-18,187.0,5.0,1.0,6.0,0.0,0.0,3.437,0.092,0.018,0.11,0.0,0.0,576.0,15137.0,0.278,0.011,474.0,0.009,474.0,0.002,samples tested,80.56,54409794.0,81.721,29.1,5.732,3.12,5591.597,6.4,202.104,4.61,6.3,35.2,79.287,0.9,67.13,0.578
MMR,Asia,Myanmar,2020-05-19,191.0,4.0,1.571,6.0,0.0,0.0,3.51,0.074,0.029,0.11,0.0,0.0,701.0,15838.0,0.291,0.013,539.0,0.01,343.0,0.003,samples tested,80.56,54409794.0,81.721,29.1,5.732,3.12,5591.597,6.4,202.104,4.61,6.3,35.2,79.287,0.9,67.13,0.578
MMR,Asia,Myanmar,2020-05-20,193.0,2.0,1.857,6.0,0.0,0.0,3.547,0.037,0.034,0.11,0.0,0.0,712.0,16550.0,0.304,0.013,581.0,0.011,312.846,0.003,samples tested,80.56,54409794.0,81.721,29.1,5.732,3.12,5591.597,6.4,202.104,4.61,6.3,35.2,79.287,0.9,67.13,0.578
MMR,Asia,Myanmar,2020-05-21,199.0,6.0,2.571,6.0,0.0,0.0,3.657,0.11,0.047,0.11,0.0,0.0,1124.0,17674.0,0.325,0.021,668.0,0.012,259.778,0.004,samples tested,80.56,54409794.0,81.721,29.1,5.732,3.12,5591.597,6.4,202.104,4.61,6.3,35.2,79.287,0.9,67.13,0.578
MMR,Asia,Myanmar,2020-05-22,199.0,0.0,2.571,6.0,0.0,0.0,3.657,0.0,0.047,0.11,0.0,0.0,201.0,17875.0,0.329,0.004,606.0,0.011,235.667,0.004,samples tested,80.56,54409794.0,81.721,29.1,5.732,3.12,5591.597,6.4,202.104,4.61,6.3,35.2,79.287,0.9,67.13,0.578
MMR,Asia,Myanmar,2020-05-23,201.0,2.0,2.714,6.0,0.0,0.0,3.694,0.037,0.05,0.11,0.0,0.0,769.0,18644.0,0.343,0.014,664.0,0.012,244.632,0.004,samples tested,80.56,54409794.0,81.721,29.1,5.732,3.12,5591.597,6.4,202.104,4.61,6.3,35.2,79.287,0.9,67.13,0.578
MMR,Asia,Myanmar,2020-05-24,201.0,0.0,2.714,6.0,0.0,0.0,3.694,0.0,0.05,0.11,0.0,0.0,905.0,19549.0,0.359,0.017,713.0,0.013,262.684,0.004,samples tested,80.56,54409794.0,81.721,29.1,5.732,3.12,5591.597,6.4,202.104,4.61,6.3,35.2,79.287,0.9,67.13,0.578
MMR,Asia,Myanmar,2020-05-25,201.0,0.0,2.0,6.0,0.0,0.0,3.694,0.0,0.037,0.11,0.0,0.0,763.0,20312.0,0.373,0.014,739.0,0.014,369.5,0.003,samples tested,80.56,54409794.0,81.721,29.1,5.732,3.12,5591.597,6.4,202.104,4.61,6.3,35.2,79.287,0.9,67.13,0.578
MMR,Asia,Myanmar,2020-05-26,203.0,2.0,1.714,6.0,0.0,0.0,3.731,0.037,0.032,0.11,0.0,0.0,1130.0,21442.0,0.394,0.021,801.0,0.015,467.25,0.002,samples tested,80.56,54409794.0,81.721,29.1,5.732,3.12,5591.597,6.4,202.104,4.61,6.3,35.2,79.287,0.9,67.13,0.578
MMR,Asia,Myanmar,2020-05-27,206.0,3.0,1.857,6.0,0.0,0.0,3.786,0.055,0.034,0.11,0.0,0.0,1022.0,22464.0,0.413,0.019,845.0,0.016,455.0,0.002,samples tested,80.56,54409794.0,81.721,29.1,5.732,3.12,5591.597,6.4,202.104,4.61,6.3,35.2,79.287,0.9,67.13,0.578
MMR,Asia,Myanmar,2020-05-28,206.0,0.0,1.0,6.0,0.0,0.0,3.786,0.0,0.018,0.11,0.0,0.0,1026.0,23490.0,0.432,0.019,831.0,0.015,831.0,0.001,samples tested,80.56,54409794.0,81.721,29.1,5.732,3.12,5591.597,6.4,202.104,4.61,6.3,35.2,79.287,0.9,67.13,0.578
MMR,Asia,Myanmar,2020-05-29,206.0,0.0,1.0,6.0,0.0,0.0,3.786,0.0,0.018,0.11,0.0,0.0,923.0,24413.0,0.449,0.017,934.0,0.017,934.0,0.001,samples tested,80.56,54409794.0,81.721,29.1,5.732,3.12,5591.597,6.4,202.104,4.61,6.3,35.2,79.287,0.9,67.13,0.578
MMR,Asia,Myanmar,2020-05-30,224.0,18.0,3.286,6.0,0.0,0.0,4.117,0.331,0.06,0.11,0.0,0.0,1227.0,25640.0,0.471,0.023,999.0,0.018,304.043,0.003,samples tested,80.56,54409794.0,81.721,29.1,5.732,3.12,5591.597,6.4,202.104,4.61,6.3,35.2,79.287,0.9,67.13,0.578
MMR,Asia,Myanmar,2020-05-31,224.0,0.0,3.286,6.0,0.0,0.0,4.117,0.0,0.06,0.11,0.0,0.0,1437.0,27077.0,0.498,0.026,1075.0,0.02,327.17400000000004,0.003,samples tested,80.56,54409794.0,81.721,29.1,5.732,3.12,5591.597,6.4,202.104,4.61,6.3,35.2,79.287,0.9,67.13,0.578
MMR,Asia,Myanmar,2020-06-01,228.0,4.0,3.857,6.0,0.0,0.0,4.19,0.074,0.071,0.11,0.0,0.0,1174.0,28251.0,0.519,0.022,1134.0,0.021,294.0,0.003,samples tested,80.56,54409794.0,81.721,29.1,5.732,3.12,5591.597,6.4,202.104,4.61,6.3,35.2,79.287,0.9,67.13,0.578
MMR,Asia,Myanmar,2020-06-02,228.0,0.0,3.571,6.0,0.0,0.0,4.19,0.0,0.066,0.11,0.0,0.0,1672.0,29923.0,0.55,0.031,1212.0,0.022,339.36,0.003,samples tested,80.56,54409794.0,81.721,29.1,5.732,3.12,5591.597,6.4,202.104,4.61,6.3,35.2,79.287,0.9,67.13,0.578
MMR,Asia,Myanmar,2020-06-03,233.0,5.0,3.857,6.0,0.0,0.0,4.282,0.092,0.071,0.11,0.0,0.0,1778.0,31701.0,0.583,0.033,1320.0,0.024,342.222,0.003,samples tested,80.56,54409794.0,81.721,29.1,5.732,3.12,5591.597,6.4,202.104,4.61,6.3,35.2,79.287,0.9,67.13,0.578
MMR,Asia,Myanmar,2020-06-04,234.0,1.0,4.0,6.0,0.0,0.0,4.301,0.018,0.074,0.11,0.0,0.0,1886.0,33587.0,0.617,0.035,1442.0,0.027,360.5,0.003,samples tested,80.56,54409794.0,81.721,29.1,5.732,3.12,5591.597,6.4,202.104,4.61,6.3,35.2,79.287,0.9,67.13,0.578
MMR,Asia,Myanmar,2020-06-05,236.0,2.0,4.286,6.0,0.0,0.0,4.337,0.037,0.079,0.11,0.0,0.0,1845.0,35432.0,0.651,0.034,1574.0,0.029,367.267,0.003,samples tested,80.56,54409794.0,81.721,29.1,5.732,3.12,5591.597,6.4,202.104,4.61,6.3,35.2,79.287,0.9,67.13,0.578
MMR,Asia,Myanmar,2020-06-06,236.0,0.0,1.714,6.0,0.0,0.0,4.337,0.0,0.032,0.11,0.0,0.0,1887.0,37319.0,0.686,0.035,1668.0,0.031,973.0,0.001,samples tested,80.56,54409794.0,81.721,29.1,5.732,3.12,5591.597,6.4,202.104,4.61,6.3,35.2,79.287,0.9,67.13,0.578
MMR,Asia,Myanmar,2020-06-07,240.0,4.0,2.286,6.0,0.0,0.0,4.411,0.074,0.042,0.11,0.0,0.0,1892.0,39211.0,0.721,0.035,1733.0,0.032,758.188,0.001,samples tested,80.56,54409794.0,81.721,29.1,5.732,3.12,5591.597,6.4,202.104,4.61,6.3,35.2,79.287,0.9,67.13,0.578
MMR,Asia,Myanmar,2020-06-08,243.0,3.0,2.143,6.0,0.0,0.0,4.466,0.055,0.039,0.11,0.0,0.0,1389.0,40600.0,0.746,0.026,1764.0,0.032,823.2,0.001,samples tested,80.56,54409794.0,81.721,29.1,5.732,3.12,5591.597,6.4,202.104,4.61,6.3,35.2,79.287,0.9,67.13,0.578
MMR,Asia,Myanmar,2020-06-09,244.0,1.0,2.286,6.0,0.0,0.0,4.484,0.018,0.042,0.11,0.0,0.0,1816.0,42416.0,0.78,0.033,1785.0,0.033,780.938,0.001,samples tested,80.56,54409794.0,81.721,29.1,5.732,3.12,5591.597,6.4,202.104,4.61,6.3,35.2,79.287,0.9,67.13,0.578
MMR,Asia,Myanmar,2020-06-10,246.0,2.0,1.857,6.0,0.0,0.0,4.521,0.037,0.034,0.11,0.0,0.0,1520.0,43936.0,0.808,0.028,1748.0,0.032,941.231,0.001,samples tested,80.56,54409794.0,81.721,29.1,5.732,3.12,5591.597,6.4,202.104,4.61,6.3,35.2,79.287,0.9,67.13,0.578
MMR,Asia,Myanmar,2020-06-11,249.0,3.0,2.143,6.0,0.0,0.0,4.576,0.055,0.039,0.11,0.0,0.0,1990.0,45926.0,0.844,0.037,1763.0,0.032,822.7330000000001,0.001,samples tested,80.56,54409794.0,81.721,29.1,5.732,3.12,5591.597,6.4,202.104,4.61,6.3,35.2,79.287,0.9,67.13,0.578
MMR,Asia,Myanmar,2020-06-12,261.0,12.0,3.571,6.0,0.0,0.0,4.797,0.221,0.066,0.11,0.0,0.0,1784.0,47710.0,0.877,0.033,1754.0,0.032,491.12,0.002,samples tested,80.56,54409794.0,81.721,29.1,5.732,3.12,5591.597,6.4,202.104,4.61,6.3,35.2,79.287,0.9,67.13,0.578
MMR,Asia,Myanmar,2020-06-13,261.0,0.0,3.571,6.0,0.0,0.0,4.797,0.0,0.066,0.11,0.0,0.0,2019.0,49729.0,0.914,0.037,1773.0,0.033,496.44,0.002,samples tested,80.56,54409794.0,81.721,29.1,5.732,3.12,5591.597,6.4,202.104,4.61,6.3,35.2,79.287,0.9,67.13,0.578
MMR,Asia,Myanmar,2020-06-14,261.0,0.0,3.0,6.0,0.0,0.0,4.797,0.0,0.055,0.11,0.0,0.0,1722.0,51451.0,0.946,0.032,1749.0,0.032,583.0,0.002,samples tested,80.56,54409794.0,81.721,29.1,5.732,3.12,5591.597,6.4,202.104,4.61,6.3,35.2,79.287,0.9,67.13,0.578
MMR,Asia,Myanmar,2020-06-15,262.0,1.0,2.714,6.0,0.0,0.0,4.815,0.018,0.05,0.11,0.0,0.0,1900.0,53351.0,0.981,0.035,1822.0,0.033,671.263,0.001,samples tested,80.56,54409794.0,81.721,29.1,5.732,3.12,5591.597,6.4,202.104,4.61,6.3,35.2,79.287,0.9,67.13,0.578
MMR,Asia,Myanmar,2020-06-16,262.0,0.0,2.571,6.0,0.0,0.0,4.815,0.0,0.047,0.11,0.0,0.0,2061.0,55412.0,1.018,0.038,1857.0,0.034,722.1669999999999,0.001,samples tested,80.56,54409794.0,81.721,29.1,5.732,3.12,5591.597,6.4,202.104,4.61,6.3,35.2,79.287,0.9,67.13,0.578
MMR,Asia,Myanmar,2020-06-17,262.0,0.0,2.286,6.0,0.0,0.0,4.815,0.0,0.042,0.11,0.0,0.0,1314.0,56726.0,1.043,0.024,1827.0,0.034,799.312,0.001,samples tested,80.56,54409794.0,81.721,29.1,5.732,3.12,5591.597,6.4,202.104,4.61,6.3,35.2,79.287,0.9,67.13,0.578
MMR,Asia,Myanmar,2020-06-18,263.0,1.0,2.0,6.0,0.0,0.0,4.834,0.018,0.037,0.11,0.0,0.0,1904.0,58630.0,1.078,0.035,1815.0,0.033,907.5,0.001,samples tested,80.56,54409794.0,81.721,29.1,5.732,3.12,5591.597,6.4,202.104,4.61,6.3,35.2,79.287,0.9,67.13,0.578
MMR,Asia,Myanmar,2020-06-19,286.0,23.0,3.571,6.0,0.0,0.0,5.256,0.423,0.066,0.11,0.0,0.0,1498.0,60128.0,1.105,0.028,1774.0,0.033,496.72,0.002,samples tested,80.56,54409794.0,81.721,29.1,5.732,3.12,5591.597,6.4,202.104,4.61,6.3,35.2,79.287,0.9,67.13,0.578
MMR,Asia,Myanmar,2020-06-20,286.0,0.0,3.571,6.0,0.0,0.0,5.256,0.0,0.066,0.11,0.0,0.0,1942.0,62070.0,1.141,0.036,1763.0,0.032,493.64,0.002,samples tested,80.56,54409794.0,81.721,29.1,5.732,3.12,5591.597,6.4,202.104,4.61,6.3,35.2,79.287,0.9,67.13,0.578
MMR,Asia,Myanmar,2020-06-21,287.0,1.0,3.714,6.0,0.0,0.0,5.275,0.018,0.068,0.11,0.0,0.0,1348.0,63418.0,1.166,0.025,1710.0,0.031,460.385,0.002,samples tested,80.56,54409794.0,81.721,29.1,5.732,3.12,5591.597,6.4,202.104,4.61,6.3,35.2,79.287,0.9,67.13,0.578
MMR,Asia,Myanmar,2020-06-22,290.0,3.0,4.0,6.0,0.0,0.0,5.33,0.055,0.074,0.11,0.0,0.0,1114.0,64532.0,1.186,0.02,1597.0,0.029,399.25,0.003,samples tested,80.56,54409794.0,81.721,29.1,5.732,3.12,5591.597,6.4,202.104,4.61,6.3,35.2,79.287,0.9,67.13,0.578
MMR,Asia,Myanmar,2020-06-23,291.0,1.0,4.143,6.0,0.0,0.0,5.348,0.018,0.076,0.11,0.0,0.0,1821.0,66353.0,1.22,0.033,1563.0,0.029,377.276,0.003,samples tested,80.56,54409794.0,81.721,29.1,5.732,3.12,5591.597,6.4,202.104,4.61,6.3,35.2,79.287,0.9,67.13,0.578
MMR,Asia,Myanmar,2020-06-24,292.0,1.0,4.286,6.0,0.0,0.0,5.367,0.018,0.079,0.11,0.0,0.0,2051.0,68404.0,1.257,0.038,1668.0,0.031,389.2,0.003,samples tested,80.56,54409794.0,81.721,29.1,5.732,3.12,5591.597,6.4,202.104,4.61,6.3,35.2,79.287,0.9,67.13,0.578
MMR,Asia,Myanmar,2020-06-25,293.0,1.0,4.286,6.0,0.0,0.0,5.385,0.018,0.079,0.11,0.0,0.0,1862.0,70266.0,1.291,0.034,1662.0,0.031,387.8,0.003,samples tested,80.56,54409794.0,81.721,29.1,5.732,3.12,5591.597,6.4,202.104,4.61,6.3,35.2,79.287,0.9,67.13,0.578
MMR,Asia,Myanmar,2020-06-26,293.0,0.0,1.0,6.0,0.0,0.0,5.385,0.0,0.018,0.11,0.0,0.0,1426.0,71692.0,1.318,0.026,1652.0,0.03,1652.0,0.001,samples tested,80.56,54409794.0,81.721,29.1,5.732,3.12,5591.597,6.4,202.104,4.61,6.3,35.2,79.287,0.9,67.13,0.578
MMR,Asia,Myanmar,2020-06-27,293.0,0.0,1.0,6.0,0.0,0.0,5.385,0.0,0.018,0.11,0.0,0.0,1586.0,73278.0,1.347,0.029,1601.0,0.029,1601.0,0.001,samples tested,80.56,54409794.0,81.721,29.1,5.732,3.12,5591.597,6.4,202.104,4.61,6.3,35.2,79.287,0.9,67.13,0.578
MMR,Asia,Myanmar,2020-06-28,296.0,3.0,1.286,6.0,0.0,0.0,5.44,0.055,0.024,0.11,0.0,0.0,1700.0,74978.0,1.378,0.031,1651.0,0.03,1284.111,0.001,samples tested,80.56,54409794.0,81.721,29.1,5.732,3.12,5591.597,6.4,202.104,4.61,6.3,35.2,79.287,0.9,67.13,0.578
MMR,Asia,Myanmar,2020-06-29,299.0,3.0,1.286,6.0,0.0,0.0,5.495,0.055,0.024,0.11,0.0,0.0,1337.0,76315.0,1.403,0.025,1683.0,0.031,1309.0,0.001,samples tested,80.56,54409794.0,81.721,29.1,5.732,3.12,5591.597,6.4,202.104,4.61,6.3,35.2,79.287,0.9,67.13,0.578
MMR,Asia,Myanmar,2020-06-30,299.0,0.0,1.143,6.0,0.0,0.0,5.495,0.0,0.021,0.11,0.0,0.0,1451.0,77766.0,1.429,0.027,1630.0,0.03,1426.25,0.001,samples tested,80.56,54409794.0,81.721,29.1,5.732,3.12,5591.597,6.4,202.104,4.61,6.3,35.2,79.287,0.9,67.13,0.578
MMR,Asia,Myanmar,2020-07-01,299.0,0.0,1.0,6.0,0.0,0.0,5.495,0.0,0.018,0.11,0.0,0.0,1306.0,79072.0,1.453,0.024,1524.0,0.028,1524.0,0.001,samples tested,80.56,54409794.0,81.721,29.1,5.732,3.12,5591.597,6.4,202.104,4.61,6.3,35.2,79.287,0.9,67.13,0.578
MMR,Asia,Myanmar,2020-07-02,304.0,5.0,1.571,6.0,0.0,0.0,5.587,0.092,0.029,0.11,0.0,0.0,1535.0,80607.0,1.481,0.028,1477.0,0.027,939.909,0.001,samples tested,80.56,54409794.0,81.721,29.1,5.732,3.12,5591.597,6.4,202.104,4.61,6.3,35.2,79.287,0.9,67.13,0.578
MMR,Asia,Myanmar,2020-07-03,304.0,0.0,1.571,6.0,0.0,0.0,5.587,0.0,0.029,0.11,0.0,0.0,1370.0,81977.0,1.507,0.025,1469.0,0.027,934.818,0.001,samples tested,80.56,54409794.0,81.721,29.1,5.732,3.12,5591.597,6.4,202.104,4.61,6.3,35.2,79.287,0.9,67.13,0.578
MMR,Asia,Myanmar,2020-07-04,306.0,2.0,1.857,6.0,0.0,0.0,5.624,0.037,0.034,0.11,0.0,0.0,1562.0,83539.0,1.535,0.029,1466.0,0.027,789.385,0.001,samples tested,80.56,54409794.0,81.721,29.1,5.732,3.12,5591.597,6.4,202.104,4.61,6.3,35.2,79.287,0.9,67.13,0.578
MMR,Asia,Myanmar,2020-07-05,313.0,7.0,2.429,6.0,0.0,0.0,5.753,0.129,0.045,0.11,0.0,0.0,934.0,84473.0,1.553,0.017,1356.0,0.025,558.3530000000001,0.002,samples tested,80.56,54409794.0,81.721,29.1,5.732,3.12,5591.597,6.4,202.104,4.61,6.3,35.2,79.287,0.9,67.13,0.578
MMR,Asia,Myanmar,2020-07-08,316.0,0.0,2.429,6.0,0.0,0.0,5.808,0.0,0.045,0.11,0.0,0.0,1413.0,88234.0,1.622,0.026,1309.0,0.024,539.0,0.002,samples tested,80.56,54409794.0,81.721,29.1,5.732,3.12,5591.597,6.4,202.104,4.61,6.3,35.2,79.287,0.9,67.13,0.578
MMR,Asia,Myanmar,2020-07-09,318.0,2.0,2.0,6.0,0.0,0.0,5.845,0.037,0.037,0.11,0.0,0.0,1679.0,89913.0,1.653,0.031,1329.0,0.024,664.5,0.002,samples tested,80.56,54409794.0,81.721,29.1,5.732,3.12,5591.597,6.4,202.104,4.61,6.3,35.2,79.287,0.9,67.13,0.578
MMR,Asia,Myanmar,2020-07-10,321.0,3.0,2.429,6.0,0.0,0.0,5.9,0.055,0.045,0.11,0.0,0.0,1566.0,91479.0,1.681,0.029,1357.0,0.025,558.765,0.002,samples tested,80.56,54409794.0,81.721,29.1,5.732,3.12,5591.597,6.4,202.104,4.61,6.3,35.2,79.287,0.9,67.13,0.578
MMR,Asia,Myanmar,2020-07-11,326.0,5.0,2.857,6.0,0.0,0.0,5.992,0.092,0.053,0.11,0.0,0.0,1697.0,93176.0,1.712,0.031,1377.0,0.025,481.95,0.002,samples tested,80.56,54409794.0,81.721,29.1,5.732,3.12,5591.597,6.4,202.104,4.61,6.3,35.2,79.287,0.9,67.13,0.578
MMR,Asia,Myanmar,2020-07-12,330.0,4.0,2.429,6.0,0.0,0.0,6.065,0.074,0.045,0.11,0.0,0.0,992.0,94168.0,1.731,0.018,1385.0,0.025,570.294,0.002,samples tested,80.56,54409794.0,81.721,29.1,5.732,3.12,5591.597,6.4,202.104,4.61,6.3,35.2,79.287,0.9,67.13,0.578
MMR,Asia,Myanmar,2020-07-13,331.0,1.0,2.571,6.0,0.0,0.0,6.083,0.018,0.047,0.11,0.0,0.0,704.0,94872.0,1.744,0.013,1318.0,0.024,512.556,0.002,samples tested,80.56,54409794.0,81.721,29.1,5.732,3.12,5591.597,6.4,202.104,4.61,6.3,35.2,79.287,0.9,67.13,0.578
MMR,Asia,Myanmar,2020-07-14,336.0,5.0,2.857,6.0,0.0,0.0,6.175,0.092,0.053,0.11,0.0,0.0,1452.0,96324.0,1.77,0.027,1358.0,0.025,475.3,0.002,samples tested,80.56,54409794.0,81.721,29.1,5.732,3.12,5591.597,6.4,202.104,4.61,6.3,35.2,79.287,0.9,67.13,0.578
MMR,Asia,Myanmar,2020-07-15,337.0,1.0,3.0,6.0,0.0,0.0,6.194,0.018,0.055,0.11,0.0,0.0,1327.0,97651.0,1.795,0.024,1345.0,0.025,448.333,0.002,samples tested,80.56,54409794.0,81.721,29.1,5.732,3.12,5591.597,6.4,202.104,4.61,6.3,35.2,79.287,0.9,67.13,0.578
MMR,Asia,Myanmar,2020-07-16,337.0,0.0,2.714,6.0,0.0,0.0,6.194,0.0,0.05,0.11,0.0,0.0,1651.0,99302.0,1.825,0.03,1341.0,0.025,494.05300000000005,0.002,samples tested,80.56,54409794.0,81.721,29.1,5.732,3.12,5591.597,6.4,202.104,4.61,6.3,35.2,79.287,0.9,67.13,0.578
MMR,Asia,Myanmar,2020-07-17,339.0,2.0,2.571,6.0,0.0,0.0,6.23,0.037,0.047,0.11,0.0,0.0,1649.0,100951.0,1.855,0.03,1353.0,0.025,526.1669999999999,0.002,samples tested,80.56,54409794.0,81.721,29.1,5.732,3.12,5591.597,6.4,202.104,4.61,6.3,35.2,79.287,0.9,67.13,0.578
MMR,Asia,Myanmar,2020-07-18,339.0,0.0,1.857,6.0,0.0,0.0,6.23,0.0,0.034,0.11,0.0,0.0,1548.0,102499.0,1.884,0.028,1332.0,0.024,717.2310000000001,0.001,samples tested,80.56,54409794.0,81.721,29.1,5.732,3.12,5591.597,6.4,202.104,4.61,6.3,35.2,79.287,0.9,67.13,0.578
MMR,Asia,Myanmar,2020-07-19,341.0,2.0,1.571,6.0,0.0,0.0,6.267,0.037,0.029,0.11,0.0,0.0,1389.0,103888.0,1.909,0.026,1389.0,0.026,883.909,0.001,samples tested,80.56,54409794.0,81.721,29.1,5.732,3.12,5591.597,6.4,202.104,4.61,6.3,35.2,79.287,0.9,67.13,0.578
MMR,Asia,Myanmar,2020-07-20,341.0,0.0,1.429,6.0,0.0,0.0,6.267,0.0,0.026,0.11,0.0,0.0,986.0,104874.0,1.927,0.018,1429.0,0.026,1000.3,0.001,samples tested,80.56,54409794.0,81.721,29.1,5.732,3.12,5591.597,6.4,202.104,4.61,6.3,35.2,79.287,0.9,67.13,0.578
MMR,Asia,Myanmar,2020-07-21,341.0,0.0,0.714,6.0,0.0,0.0,6.267,0.0,0.013,0.11,0.0,0.0,761.0,105635.0,1.941,0.014,1330.0,0.024,1862.0,0.001,samples tested,76.85,54409794.0,81.721,29.1,5.732,3.12,5591.597,6.4,202.104,4.61,6.3,35.2,79.287,0.9,67.13,0.578
MMR,Asia,Myanmar,2020-07-22,341.0,0.0,0.571,6.0,0.0,0.0,6.267,0.0,0.011,0.11,0.0,0.0,1038.0,106673.0,1.961,0.019,1289.0,0.024,2255.75,0.0,samples tested,76.85,54409794.0,81.721,29.1,5.732,3.12,5591.597,6.4,202.104,4.61,6.3,35.2,79.287,0.9,67.13,0.578
MMR,Asia,Myanmar,2020-07-23,343.0,2.0,0.857,6.0,0.0,0.0,6.304,0.037,0.016,0.11,0.0,0.0,1255.0,107928.0,1.984,0.023,1232.0,0.023,1437.333,0.001,samples tested,76.85,54409794.0,81.721,29.1,5.732,3.12,5591.597,6.4,202.104,4.61,6.3,35.2,79.287,0.9,67.13,0.578
MMR,Asia,Myanmar,2020-07-24,343.0,0.0,0.571,6.0,0.0,0.0,6.304,0.0,0.011,0.11,0.0,0.0,1406.0,109334.0,2.009,0.026,1198.0,0.022,2096.5,0.0,samples tested,76.85,54409794.0,81.721,29.1,5.732,3.12,5591.597,6.4,202.104,4.61,6.3,35.2,79.287,0.9,67.13,0.578
MMR,Asia,Myanmar,2020-07-25,346.0,3.0,1.0,6.0,0.0,0.0,6.359,0.055,0.018,0.11,0.0,0.0,1192.0,110526.0,2.031,0.022,1147.0,0.021,1147.0,0.001,samples tested,76.85,54409794.0,81.721,29.1,5.732,3.12,5591.597,6.4,202.104,4.61,6.3,35.2,79.287,0.9,67.13,0.578
