iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,tests_per_case,positive_rate,tests_units,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
SLV,North America,El Salvador,2020-08-16,22619.0,305.0,377.286,612.0,17.0,10.857,3487.249,47.023,58.167,94.354,2.621,1.674,2498.0,280943.0,43.314,0.385,2479.0,0.382,6.571000000000001,0.152,tests performed,89.81,6486201.0,307.811,27.6,8.273,5.417,7292.458,2.2,167.295,8.87,2.5,18.8,90.65,1.3,73.32,0.674
SLV,North America,El Salvador,2020-08-17,22912.0,293.0,355.571,618.0,6.0,7.857,3532.422,45.173,54.82,95.279,0.925,1.211,2452.0,283395.0,43.692,0.378,2474.0,0.381,6.957999999999999,0.144,tests performed,89.81,6486201.0,307.811,27.6,8.273,5.417,7292.458,2.2,167.295,8.87,2.5,18.8,90.65,1.3,73.32,0.674
SLV,North America,El Salvador,2020-08-18,23193.0,281.0,331.571,618.0,0.0,6.857,3575.745,43.323,51.12,95.279,0.0,1.057,2498.0,285893.0,44.077,0.385,2479.0,0.382,7.477,0.134,tests performed,89.81,6486201.0,307.811,27.6,8.273,5.417,7292.458,2.2,167.295,8.87,2.5,18.8,90.65,1.3,73.32,0.674
SLV,North America,El Salvador,2020-08-19,23462.0,269.0,313.286,633.0,15.0,8.0,3617.218,41.473,48.3,97.592,2.313,1.233,2414.0,288307.0,44.449,0.372,2464.0,0.38,7.865,0.127,tests performed,89.81,6486201.0,307.811,27.6,8.273,5.417,7292.458,2.2,167.295,8.87,2.5,18.8,90.65,1.3,73.32,0.674
SLV,North America,El Salvador,2020-08-20,23717.0,255.0,296.143,640.0,7.0,9.0,3656.532,39.314,45.657,98.671,1.079,1.388,2434.0,290741.0,44.825,0.375,2462.0,0.38,8.314,0.12,tests performed,89.81,6486201.0,307.811,27.6,8.273,5.417,7292.458,2.2,167.295,8.87,2.5,18.8,90.65,1.3,73.32,0.674
SLV,North America,El Salvador,2020-08-21,23964.0,247.0,281.571,640.0,0.0,8.0,3694.613,38.081,43.411,98.671,0.0,1.233,2477.0,293218.0,45.206,0.382,2461.0,0.379,8.74,0.114,tests performed,89.81,6486201.0,307.811,27.6,8.273,5.417,7292.458,2.2,167.295,8.87,2.5,18.8,90.65,1.3,73.32,0.674
SLV,North America,El Salvador,2020-08-22,24420.0,456.0,300.857,654.0,14.0,8.429,3764.916,70.303,46.384,100.829,2.158,1.299,2447.0,295665.0,45.584,0.377,2460.0,0.379,8.177,0.122,tests performed,89.81,6486201.0,307.811,27.6,8.273,5.417,7292.458,2.2,167.295,8.87,2.5,18.8,90.65,1.3,73.32,0.674
SLV,North America,El Salvador,2020-08-23,24420.0,0.0,257.286,654.0,0.0,6.0,3764.916,0.0,39.667,100.829,0.0,0.925,2447.0,298112.0,45.961,0.377,2453.0,0.378,9.534,0.105,tests performed,89.81,6486201.0,307.811,27.6,8.273,5.417,7292.458,2.2,167.295,8.87,2.5,18.8,90.65,1.3,73.32,0.674
SLV,North America,El Salvador,2020-08-24,24622.0,202.0,244.286,669.0,15.0,7.286,3796.059,31.143,37.662,103.142,2.313,1.123,2422.0,300534.0,46.334,0.373,2448.0,0.377,10.021,0.1,tests performed,80.56,6486201.0,307.811,27.6,8.273,5.417,7292.458,2.2,167.295,8.87,2.5,18.8,90.65,1.3,73.32,0.674
SLV,North America,El Salvador,2020-08-25,24811.0,189.0,231.143,678.0,9.0,8.571,3825.198,29.139,35.636,104.53,1.388,1.321,2497.0,303031.0,46.719,0.385,2448.0,0.377,10.591,0.094,tests performed,80.56,6486201.0,307.811,27.6,8.273,5.417,7292.458,2.2,167.295,8.87,2.5,18.8,90.65,1.3,73.32,0.674
SLV,North America,El Salvador,2020-08-26,24986.0,175.0,217.714,687.0,9.0,7.714,3852.178,26.98,33.566,105.917,1.388,1.189,2461.0,305492.0,47.099,0.379,2455.0,0.378,11.276,0.089,tests performed,80.56,6486201.0,307.811,27.6,8.273,5.417,7292.458,2.2,167.295,8.87,2.5,18.8,90.65,1.3,73.32,0.674
SLV,North America,El Salvador,2020-08-27,25140.0,154.0,203.286,687.0,0.0,6.714,3875.921,23.743,31.341,105.917,0.0,1.035,2485.0,307977.0,47.482,0.383,2462.0,0.38,12.111,0.083,tests performed,80.56,6486201.0,307.811,27.6,8.273,5.417,7292.458,2.2,167.295,8.87,2.5,18.8,90.65,1.3,73.32,0.674
SLV,North America,El Salvador,2020-08-28,25284.0,144.0,188.571,694.0,7.0,7.714,3898.122,22.201,29.073,106.996,1.079,1.189,2467.0,310444.0,47.862,0.38,2461.0,0.379,13.050999999999998,0.077,tests performed,80.56,6486201.0,307.811,27.6,8.273,5.417,7292.458,2.2,167.295,8.87,2.5,18.8,90.65,1.3,73.32,0.674
SLV,North America,El Salvador,2020-08-29,25415.0,131.0,142.143,702.0,8.0,6.857,3918.318,20.197,21.915,108.23,1.233,1.057,2405.0,312849.0,48.233,0.371,2455.0,0.378,17.271,0.0579999999999999,tests performed,80.56,6486201.0,307.811,27.6,8.273,5.417,7292.458,2.2,167.295,8.87,2.5,18.8,90.65,1.3,73.32,0.674
SLV,North America,El Salvador,2020-08-30,25635.0,220.0,173.571,713.0,11.0,8.429,3952.236,33.918,26.76,109.926,1.696,1.299,2471.0,315320.0,48.614,0.381,2458.0,0.379,14.161,0.071,tests performed,80.56,6486201.0,307.811,27.6,8.273,5.417,7292.458,2.2,167.295,8.87,2.5,18.8,90.65,1.3,73.32,0.674
SLV,North America,El Salvador,2020-08-31,25729.0,94.0,158.143,717.0,4.0,6.857,3966.729,14.492,24.381,110.542,0.617,1.057,2489.0,317809.0,48.998,0.384,2468.0,0.381,15.606,0.064,tests performed,80.56,6486201.0,307.811,27.6,8.273,5.417,7292.458,2.2,167.295,8.87,2.5,18.8,90.65,1.3,73.32,0.674
SLV,North America,El Salvador,2020-09-01,25820.0,91.0,144.143,724.0,7.0,6.571,3980.759,14.03,22.223,111.622,1.079,1.013,2458.0,320267.0,49.377,0.379,2462.0,0.38,17.08,0.059,tests performed,80.56,6486201.0,307.811,27.6,8.273,5.417,7292.458,2.2,167.295,8.87,2.5,18.8,90.65,1.3,73.32,0.674
SLV,North America,El Salvador,2020-09-02,25904.0,84.0,131.143,731.0,7.0,6.286,3993.709,12.951,20.219,112.701,1.079,0.969,2499.0,322766.0,49.762,0.385,2468.0,0.381,18.819000000000003,0.053,tests performed,80.56,6486201.0,307.811,27.6,8.273,5.417,7292.458,2.2,167.295,8.87,2.5,18.8,90.65,1.3,73.32,0.674
SLV,North America,El Salvador,2020-09-03,25904.0,0.0,109.143,739.0,8.0,7.429,3993.709,0.0,16.827,113.934,1.233,1.145,2473.0,325239.0,50.143,0.381,2466.0,0.38,22.594,0.044,tests performed,80.56,6486201.0,307.811,27.6,8.273,5.417,7292.458,2.2,167.295,8.87,2.5,18.8,90.65,1.3,73.32,0.674
SLV,North America,El Salvador,2020-09-04,26000.0,96.0,102.286,744.0,5.0,7.143,4008.51,14.801,15.77,114.705,0.771,1.101,2480.0,327719.0,50.526,0.382,2468.0,0.381,24.128,0.0409999999999999,tests performed,80.56,6486201.0,307.811,27.6,8.273,5.417,7292.458,2.2,167.295,8.87,2.5,18.8,90.65,1.3,73.32,0.674
SLV,North America,El Salvador,2020-09-05,26099.0,99.0,97.714,752.0,8.0,7.143,4023.773,15.263,15.065,115.938,1.233,1.101,2491.0,330210.0,50.91,0.384,2480.0,0.382,25.38,0.039,tests performed,80.56,6486201.0,307.811,27.6,8.273,5.417,7292.458,2.2,167.295,8.87,2.5,18.8,90.65,1.3,73.32,0.674
SLV,North America,El Salvador,2020-09-06,26308.0,209.0,96.143,759.0,7.0,6.571,4055.995,32.222,14.823,117.018,1.079,1.013,2454.0,332664.0,51.288,0.378,2478.0,0.382,25.774,0.039,tests performed,80.56,6486201.0,307.811,27.6,8.273,5.417,7292.458,2.2,167.295,8.87,2.5,18.8,90.65,1.3,73.32,0.674
SLV,North America,El Salvador,2020-09-07,26308.0,0.0,82.714,764.0,5.0,6.714,4055.995,0.0,12.752,117.789,0.771,1.035,2435.0,335099.0,51.663,0.375,2470.0,0.381,29.862,0.033,tests performed,80.56,6486201.0,307.811,27.6,8.273,5.417,7292.458,2.2,167.295,8.87,2.5,18.8,90.65,1.3,73.32,0.674
SLV,North America,El Salvador,2020-09-08,26413.0,105.0,84.714,764.0,0.0,5.714,4072.183,16.188,13.061,117.789,0.0,0.881,2432.0,337531.0,52.038,0.375,2466.0,0.38,29.11,0.034,tests performed,80.56,6486201.0,307.811,27.6,8.273,5.417,7292.458,2.2,167.295,8.87,2.5,18.8,90.65,1.3,73.32,0.674
SLV,North America,El Salvador,2020-09-09,26511.0,98.0,86.714,765.0,1.0,4.857,4087.292,15.109,13.369,117.943,0.154,0.749,2465.0,339996.0,52.418,0.38,2461.0,0.379,28.381,0.035,tests performed,80.56,6486201.0,307.811,27.6,8.273,5.417,7292.458,2.2,167.295,8.87,2.5,18.8,90.65,1.3,73.32,0.674
SLV,North America,El Salvador,2020-09-10,26602.0,91.0,99.714,770.0,5.0,4.429,4101.322,14.03,15.373,118.714,0.771,0.683,2422.0,342418.0,52.792,0.373,2454.0,0.378,24.61,0.0409999999999999,tests performed,80.56,6486201.0,307.811,27.6,8.273,5.417,7292.458,2.2,167.295,8.87,2.5,18.8,90.65,1.3,73.32,0.674
SLV,North America,El Salvador,2020-09-11,26688.0,86.0,98.286,777.0,7.0,4.714,4114.581,13.259,15.153,119.793,1.079,0.727,2500.0,344918.0,53.177,0.385,2457.0,0.379,24.999,0.04,tests performed,80.56,6486201.0,307.811,27.6,8.273,5.417,7292.458,2.2,167.295,8.87,2.5,18.8,90.65,1.3,73.32,0.674
SLV,North America,El Salvador,2020-09-12,26851.0,163.0,107.429,782.0,5.0,4.286,4139.711,25.13,16.563,120.564,0.771,0.661,2494.0,347412.0,53.562,0.385,2457.0,0.379,22.871,0.044,tests performed,80.56,6486201.0,307.811,27.6,8.273,5.417,7292.458,2.2,167.295,8.87,2.5,18.8,90.65,1.3,73.32,0.674
SLV,North America,El Salvador,2020-09-13,26928.0,77.0,88.571,785.0,3.0,3.714,4151.583,11.871,13.655,121.026,0.463,0.573,2486.0,349898.0,53.945,0.383,2462.0,0.38,27.797,0.036,tests performed,80.56,6486201.0,307.811,27.6,8.273,5.417,7292.458,2.2,167.295,8.87,2.5,18.8,90.65,1.3,73.32,0.674
SLV,North America,El Salvador,2020-09-14,27009.0,81.0,100.143,788.0,3.0,3.429,4164.071,12.488,15.439,121.489,0.463,0.529,2481.0,352379.0,54.327,0.383,2469.0,0.381,24.655,0.0409999999999999,tests performed,80.56,6486201.0,307.811,27.6,8.273,5.417,7292.458,2.2,167.295,8.87,2.5,18.8,90.65,1.3,73.32,0.674
SLV,North America,El Salvador,2020-09-15,27088.0,79.0,96.429,792.0,4.0,4.0,4176.25,12.18,14.867,122.105,0.617,0.617,2500.0,354879.0,54.713,0.385,2478.0,0.382,25.698,0.039,tests performed,80.56,6486201.0,307.811,27.6,8.273,5.417,7292.458,2.2,167.295,8.87,2.5,18.8,90.65,1.3,73.32,0.674
SLV,North America,El Salvador,2020-09-16,27163.0,75.0,93.143,796.0,4.0,4.429,4187.813,11.563,14.36,122.722,0.617,0.683,2430.0,357309.0,55.088,0.375,2473.0,0.381,26.551,0.038,tests performed,80.56,6486201.0,307.811,27.6,8.273,5.417,7292.458,2.2,167.295,8.87,2.5,18.8,90.65,1.3,73.32,0.674
ETH,Africa,Ethiopia,2020-04-01,25.0,2.0,2.0,0.0,0.0,0.0,0.217,0.017,0.017,0.0,0.0,0.0,70.0,1083.0,0.009,0.001,72.0,0.001,36.0,0.0279999999999999,tests performed,68.52,114963583.0,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.463
ETH,Africa,Ethiopia,2020-04-06,43.0,5.0,3.857,2.0,2.0,0.286,0.374,0.043,0.034,0.017,0.017,0.002,164.0,2007.0,0.017,0.001,153.0,0.001,39.667,0.025,tests performed,68.52,114963583.0,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.463
ETH,Africa,Ethiopia,2020-04-07,44.0,1.0,3.0,2.0,0.0,0.286,0.383,0.009,0.026,0.017,0.0,0.002,264.0,2271.0,0.02,0.002,180.0,0.002,60.0,0.017,tests performed,68.52,114963583.0,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.463
ETH,Africa,Ethiopia,2020-04-08,52.0,8.0,3.857,2.0,0.0,0.286,0.452,0.07,0.034,0.017,0.0,0.002,225.0,2496.0,0.022,0.002,202.0,0.002,52.37,0.019,tests performed,80.56,114963583.0,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.463
ETH,Africa,Ethiopia,2020-04-09,55.0,3.0,3.714,2.0,0.0,0.286,0.478,0.026,0.032,0.017,0.0,0.002,294.0,2790.0,0.024,0.003,234.0,0.002,63.0,0.016,tests performed,80.56,114963583.0,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.463
ETH,Africa,Ethiopia,2020-04-13,71.0,2.0,4.0,3.0,0.0,0.143,0.618,0.017,0.035,0.026,0.0,0.001,247.0,4110.0,0.036,0.002,300.0,0.003,75.0,0.013,tests performed,80.56,114963583.0,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.463
ETH,Africa,Ethiopia,2020-04-14,74.0,3.0,4.286,3.0,0.0,0.143,0.644,0.026,0.037,0.026,0.0,0.001,447.0,4557.0,0.04,0.004,327.0,0.003,76.3,0.013,tests performed,80.56,114963583.0,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.463
ETH,Africa,Ethiopia,2020-04-15,82.0,8.0,4.286,3.0,0.0,0.143,0.713,0.07,0.037,0.026,0.0,0.001,431.0,4988.0,0.043,0.004,356.0,0.003,83.06700000000001,0.012,tests performed,80.56,114963583.0,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.463
ETH,Africa,Ethiopia,2020-04-16,85.0,3.0,4.286,3.0,0.0,0.143,0.739,0.026,0.037,0.026,0.0,0.001,401.0,5389.0,0.047,0.003,371.0,0.003,86.56700000000001,0.012,tests performed,80.56,114963583.0,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.463
ETH,Africa,Ethiopia,2020-04-24,116.0,0.0,3.429,3.0,0.0,0.0,1.009,0.0,0.03,0.026,0.0,0.0,933.0,11669.0,0.102,0.008,803.0,0.007,234.208,0.004,tests performed,80.56,114963583.0,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.463
ETH,Africa,Ethiopia,2020-04-25,117.0,1.0,3.0,3.0,0.0,0.0,1.018,0.009,0.026,0.026,0.0,0.0,1019.0,12688.0,0.11,0.009,854.0,0.007,284.66700000000003,0.004,tests performed,80.56,114963583.0,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.463
ETH,Africa,Ethiopia,2020-04-28,124.0,1.0,1.857,3.0,0.0,0.0,1.079,0.009,0.016,0.026,0.0,0.0,1080.0,15668.0,0.136,0.009,996.0,0.009,536.308,0.002,tests performed,80.56,114963583.0,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.463
ETH,Africa,Ethiopia,2020-04-29,126.0,2.0,1.714,3.0,0.0,0.0,1.096,0.017,0.015,0.026,0.0,0.0,766.0,16434.0,0.143,0.007,960.0,0.008,560.0,0.002,tests performed,80.56,114963583.0,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.463
ETH,Africa,Ethiopia,2020-04-30,130.0,4.0,2.0,3.0,0.0,0.0,1.131,0.035,0.017,0.026,0.0,0.0,1408.0,17842.0,0.155,0.012,1015.0,0.009,507.5,0.002,tests performed,80.56,114963583.0,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.463
ETH,Africa,Ethiopia,2020-05-07,162.0,17.0,4.571,4.0,0.0,0.143,1.409,0.148,0.04,0.035,0.0,0.001,1843.0,28360.0,0.247,0.016,1503.0,0.013,328.781,0.003,tests performed,80.56,114963583.0,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.463
ETH,Africa,Ethiopia,2020-05-08,191.0,29.0,8.571,4.0,0.0,0.143,1.661,0.252,0.075,0.035,0.0,0.001,1946.0,30306.0,0.264,0.017,1558.0,0.014,181.767,0.006,tests performed,80.56,114963583.0,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.463
ETH,Africa,Ethiopia,2020-05-12,250.0,11.0,15.714,5.0,0.0,0.286,2.175,0.096,0.137,0.043,0.0,0.002,2424.0,39048.0,0.34,0.021,1964.0,0.017,124.982,0.008,tests performed,80.56,114963583.0,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.463
ETH,Africa,Ethiopia,2020-05-13,261.0,11.0,16.571,5.0,0.0,0.143,2.27,0.096,0.144,0.043,0.0,0.001,2641.0,41689.0,0.363,0.023,2167.0,0.019,130.767,0.008,tests performed,80.56,114963583.0,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.463
ETH,Africa,Ethiopia,2020-05-14,263.0,2.0,14.429,5.0,0.0,0.143,2.288,0.017,0.126,0.043,0.0,0.001,3589.0,45278.0,0.394,0.031,2417.0,0.021,167.515,0.006,tests performed,80.56,114963583.0,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.463
ETH,Africa,Ethiopia,2020-05-19,352.0,35.0,14.571,5.0,0.0,0.0,3.062,0.304,0.127,0.043,0.0,0.0,3271.0,62300.0,0.542,0.028,3322.0,0.029,227.98,0.004,tests performed,80.56,114963583.0,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.463
ETH,Africa,Ethiopia,2020-05-20,365.0,13.0,14.857,5.0,0.0,0.0,3.175,0.113,0.129,0.043,0.0,0.0,3460.0,65760.0,0.572,0.03,3439.0,0.03,231.471,0.004,tests performed,80.56,114963583.0,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.463
ETH,Africa,Ethiopia,2020-05-23,433.0,34.0,20.857,5.0,0.0,0.0,3.766,0.296,0.181,0.043,0.0,0.0,3798.0,76962.0,0.669,0.033,3544.0,0.031,169.918,0.006,tests performed,80.56,114963583.0,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.463
ETH,Africa,Ethiopia,2020-05-26,655.0,73.0,43.286,5.0,0.0,0.0,5.697,0.635,0.377,0.043,0.0,0.0,3410.0,87264.0,0.759,0.03,3566.0,0.031,82.383,0.012,tests performed,80.56,114963583.0,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.463
ETH,Africa,Ethiopia,2020-05-27,701.0,46.0,48.0,6.0,1.0,0.143,6.098,0.4,0.418,0.052,0.009,0.001,4352.0,91616.0,0.797,0.038,3694.0,0.032,76.958,0.013,tests performed,80.56,114963583.0,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.463
ETH,Africa,Ethiopia,2020-05-28,731.0,30.0,48.857,6.0,0.0,0.143,6.359,0.261,0.425,0.052,0.0,0.001,4950.0,96566.0,0.84,0.043,3872.0,0.034,79.251,0.013,tests performed,80.56,114963583.0,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.463
ETH,Africa,Ethiopia,2020-05-29,831.0,100.0,61.714,7.0,1.0,0.286,7.228,0.87,0.537,0.061,0.009,0.002,5015.0,101581.0,0.884,0.044,4060.0,0.035,65.78699999999999,0.015,tests performed,80.56,114963583.0,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.463
ETH,Africa,Ethiopia,2020-05-30,968.0,137.0,76.429,8.0,1.0,0.429,8.42,1.192,0.665,0.07,0.009,0.004,5034.0,106615.0,0.927,0.044,4236.0,0.037,55.424,0.018,tests performed,80.56,114963583.0,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.463
ETH,Africa,Ethiopia,2020-05-31,1063.0,95.0,81.286,8.0,0.0,0.429,9.246,0.826,0.707,0.07,0.0,0.004,2836.0,109451.0,0.952,0.025,4149.0,0.036,51.042,0.02,tests performed,80.56,114963583.0,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.463
ETH,Africa,Ethiopia,2020-06-01,1172.0,109.0,84.286,11.0,3.0,0.857,10.195,0.948,0.733,0.096,0.026,0.007,2926.0,112377.0,0.978,0.025,4075.0,0.035,48.347,0.021,tests performed,80.56,114963583.0,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.463
ETH,Africa,Ethiopia,2020-06-02,1257.0,85.0,86.0,12.0,1.0,1.0,10.934,0.739,0.748,0.104,0.009,0.009,3932.0,116309.0,1.012,0.034,4149.0,0.036,48.244,0.021,tests performed,80.56,114963583.0,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.463
ETH,Africa,Ethiopia,2020-06-03,1344.0,87.0,91.857,14.0,2.0,1.143,11.691,0.757,0.799,0.122,0.017,0.01,4120.0,120429.0,1.048,0.036,4116.0,0.036,44.809,0.022,tests performed,80.56,114963583.0,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.463
ETH,Africa,Ethiopia,2020-06-08,2020.0,86.0,121.143,27.0,7.0,2.286,17.571,0.748,1.054,0.235,0.061,0.02,4775.0,147735.0,1.285,0.042,5051.0,0.044,41.695,0.024,tests performed,80.56,114963583.0,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.463
ETH,Africa,Ethiopia,2020-06-09,2156.0,136.0,128.429,27.0,0.0,2.143,18.754,1.183,1.117,0.235,0.0,0.019,4599.0,152334.0,1.325,0.04,5146.0,0.045,40.069,0.025,tests performed,80.56,114963583.0,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.463
ETH,Africa,Ethiopia,2020-06-10,2336.0,180.0,141.714,32.0,5.0,2.571,20.319,1.566,1.233,0.278,0.043,0.022,6187.0,158521.0,1.379,0.054,5442.0,0.047,38.401,0.026,tests performed,80.56,114963583.0,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.463
ETH,Africa,Ethiopia,2020-06-11,2506.0,170.0,145.714,35.0,3.0,2.571,21.798,1.479,1.267,0.304,0.026,0.022,6630.0,165151.0,1.437,0.058,5608.0,0.049,38.486,0.026,tests performed,80.56,114963583.0,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.463
ETH,Africa,Ethiopia,2020-06-14,3166.0,251.0,176.0,55.0,8.0,5.0,27.539,2.183,1.531,0.478,0.07,0.043,4845.0,181349.0,1.577,0.042,5484.0,0.048,31.159,0.032,tests performed,80.56,114963583.0,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.463
ETH,Africa,Ethiopia,2020-06-15,3345.0,179.0,189.286,57.0,2.0,4.286,29.096,1.557,1.646,0.496,0.017,0.037,5636.0,186985.0,1.626,0.049,5607.0,0.049,29.622,0.034,tests performed,80.56,114963583.0,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.463
ETH,Africa,Ethiopia,2020-06-16,3521.0,176.0,195.0,60.0,3.0,4.714,30.627,1.531,1.696,0.522,0.026,0.041,5102.0,192087.0,1.671,0.044,5679.0,0.049,29.123,0.034,tests performed,80.56,114963583.0,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.463
ETH,Africa,Ethiopia,2020-06-17,3630.0,109.0,184.857,61.0,1.0,4.143,31.575,0.948,1.608,0.531,0.009,0.036,5274.0,197361.0,1.717,0.046,5549.0,0.048,30.018,0.033,tests performed,80.56,114963583.0,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.463
ETH,Africa,Ethiopia,2020-06-18,3759.0,129.0,179.0,63.0,2.0,4.0,32.697,1.122,1.557,0.548,0.017,0.035,4853.0,202214.0,1.759,0.042,5295.0,0.046,29.581,0.034,tests performed,80.56,114963583.0,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.463
ETH,Africa,Ethiopia,2020-06-19,3954.0,195.0,183.429,65.0,2.0,3.571,34.394,1.696,1.596,0.565,0.017,0.031,4809.0,207023.0,1.801,0.042,5171.0,0.045,28.191,0.035,tests performed,80.56,114963583.0,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.463
ETH,Africa,Ethiopia,2020-06-22,4532.0,63.0,169.571,74.0,2.0,2.429,39.421,0.548,1.475,0.644,0.017,0.021,3238.0,219566.0,1.91,0.028,4654.0,0.04,27.446,0.036,tests performed,80.56,114963583.0,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.463
ETH,Africa,Ethiopia,2020-06-23,4663.0,131.0,163.143,75.0,1.0,2.143,40.561,1.139,1.419,0.652,0.009,0.019,3775.0,223341.0,1.943,0.033,4465.0,0.039,27.369,0.037,tests performed,80.56,114963583.0,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.463
ETH,Africa,Ethiopia,2020-06-24,4848.0,185.0,174.0,75.0,0.0,2.0,42.17,1.609,1.514,0.652,0.0,0.017,4034.0,227375.0,1.978,0.035,4288.0,0.037,24.644,0.0409999999999999,tests performed,80.56,114963583.0,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.463
ETH,Africa,Ethiopia,2020-06-25,5034.0,186.0,182.143,78.0,3.0,2.143,43.788,1.618,1.584,0.678,0.026,0.019,4675.0,232050.0,2.018,0.041,4262.0,0.037,23.399,0.043,tests performed,80.56,114963583.0,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.463
