year,country,"Foreign direct investment, net outflows (BoP, current US$)","Personal remittances, paid (current US$)","Foreign direct investment, net inflows (BoP, current US$)","Portfolio equity, net inflows (BoP, current US$)","Personal transfers, receipts (BoP, current US$)","Personal remittances, received (current US$)",Market capitalization of listed domestic companies (current US$),Market capitalization of listed domestic companies (% of GDP),"Listed domestic companies, total","Stocks traded, total value (current US$)","Stocks traded, total value (% of GDP)","Automated teller machines (ATMs) (per 100,000 adults)","Commercial bank branches (per 100,000 adults)","Borrowers from commercial banks (per 1,000 adults)",Domestic credit to private sector by banks (% of GDP),Bank liquid reserves to bank assets ratio (%),Total reserves in months of imports,Monetary Sector credit to private sector (% GDP),Broad money (% of GDP),"Inflation, consumer prices (annual %)","Claims on central government, etc. (% GDP)","Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)","Account ownership at a financial institution or with a mobile-money-service provider, richest 60% (% of population ages 15+)","Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)","Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)","Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+)","Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)","Account ownership at a financial institution or with a mobile-money-service provider, secondary education or more (% of population ages 15+)","Account ownership at a financial institution or with a mobile-money-service provider, young adults (% of population ages 15-24)",Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),Net migration
2017,LCN,91252755619.6858,10682413103.439,202978254105.581,20125277556.4271,79181319441.3651,82623104477.6773,2026636880000.0,41.8548137655714,1197.0,816859853973.541,17.1169817380775,40.84,13.8216946785149,224.869764087976,44.4123986856447,20.2676571628452,10.1311669991515,44.4979825679893,62.5240710057084,2.19201010962985,24.1838441765378,42.89,63.39,52.13,58.68,60.22,44.4,61.04,40.24,55.24,-773087.0
2017,LMY,227157211343.287,75204052399.5743,514773276082.454,79617406308.7844,348640865144.234,429816855176.893,16868786269937.6,66.300612054784,16265.0,20707686575117.1,82.1728538503751,22.86,7.56160568283542,87.5514855376497,95.1437767180412,20.8574465907323,13.1631486748288,95.1860119902031,126.482574751244,3.66699702675908,21.5060331968532,54.69,68.72,58.64,67.41,66.07,54.71,72.08,52.96,62.98,-3448526.0
2017,MIC,226600406560.953,72521308529.0387,502160945322.633,79657620711.8622,341375142032.254,418110380248.864,16868786269937.6,66.300612054784,16265.0,20707686575117.1,82.1728538503751,28.365,9.8775476399847,143.024676317766,95.9134222242616,20.743754863794,13.1900175845341,95.9434956431856,127.432812247355,3.39697584895255,21.654303249769,56.59,70.6,60.59,69.23,67.68,57.15,72.97,55.3,64.86,-2937093.0
2017,MUS,89229040.0,581452822.992229,479995890.0,3306421211.88143,248880990.145926,250243134.926374,9742920000.0,71.0461635938172,74.0,449585432.590497,3.27841347288303,43.49,18.6219558679044,279.42535747851,98.9536503956755,9.72019695871356,4.07917562657529,98.983708615019,110.40937792651,3.66699702675908,14.7355013322374,86.32,92.19,87.11,92.71,92.42,88.35,90.75,79.44,89.84,-5322.0
2017,NGA,310830719.000951,275345845.078169,2412974916.23264,1360441234.49109,21801687628.3,22037016831.8378,37217620000.0,9.90500142094976,166.0,2206106213.07957,0.587127419091259,16.33,4.38158695646469,21.51230760241,12.7772705336796,40.3768272732483,7.99776517285899,12.8520298076198,24.7814178638797,16.5022662139641,3.23146365861462,24.53,49.72,27.28,51.41,44.01,16.05,59.3,32.6,39.67,78685.0
2017,PER,1421518467.27073,122627493.45756,7413409959.49823,-172395427.610001,3051238954.45586,3051238954.45586,99217960000.0,47.0209506205012,218.0,6338486327.46256,3.00390829051856,107.5,7.71918178076611,150.73364682568,42.4125023309146,33.3117044871821,12.6751056655113,42.4146143080756,47.578142358665,2.99490045809443,-8.38466700514223,27.02,52.98,34.44,50.97,47.05,31.09,44.89,29.37,42.6,114382.0
2017,POL,3934000000.0,6345000000.0,12565000000.0,1468000000.0,3493000000.0,7305000000.0,201392890000.0,38.1168439604765,861.0,68001894912.4385,12.8704524643057,71.87,29.3826073818785,462.244233318308,52.273246275608,11.6837627620806,4.60236894876815,52.27429793934,66.3233735769988,2.0759355367385,13.4622973544147,84.22,88.41,87.96,85.38,90.52,65.5,89.99,62.63,86.73,-21535.0
2017,PSE,-7245083.236035,27462197.6891231,183950642.861711,43000000.0,247815402.732675,2378923436.81488,3891490000.0,24.1287822420635,48.0,469060000.0,2.90835813492063,23.88,13.1993746796245,127.992311364249,41.7224015438988,12.393142335256,0.615717802392961,41.7423779001116,68.1528171690848,0.212570934228881,5.65865327672371,11.98,33.69,15.91,34.44,33.08,18.13,27.93,12.17,25.02,-25452.0
2017,ROU,386332440.218176,389122476.250846,5952909608.10492,-61144311.8438115,3198595007.37032,6555658958.93935,23621180000.0,11.2402920949258,86.0,2351360000.0,1.11890994524087,66.83,26.8112179009383,211.354183711873,26.6684604630278,21.8347728103723,5.16027223807168,26.6684604630278,41.0945970396912,1.3390212110439,4.27174591866378,37.83,71.0,53.59,62.4,58.88,31.86,69.52,51.06,57.75,-33081.0
2017,SAS,11351944691.536,8775459507.23376,46334263754.3824,6152976524.15358,112211541467.949,117313440762.234,2661127068537.81,87.5490853443915,6483.0,1233711888474.54,40.588196141192,10.0,11.11235701521,25.0050875656892,44.5117945688591,12.6463136996552,7.88794543260701,44.5350120601981,69.6683869858566,4.52022867508868,22.3676937360714,65.54,72.07,64.05,74.74,73.21,62.6,77.57,59.95,69.46,-3316163.0
2017,THA,14182025151.4159,4396768857.84787,8285169819.69135,598390518.35961,4659525717.58992,6720117053.70659,548795410000.0,120.255772176784,688.0,339528729671.634,74.3998379338938,117.79,11.5058382885975,318.097148724713,112.084069145579,19.5655012940614,8.78162959167524,112.103623614782,124.04474007571,0.665631893135106,18.3485763959666,77.55,84.29,79.78,83.69,83.17,77.0,86.63,73.34,81.59,66805.0
2017,TUR,2703000000.0,631000000.0,11190000000.0,2971000000.0,752000000.0,1056000000.0,227511820000.0,26.4860148759569,374.0,377303523945.135,43.9241651179345,81.94,17.2906971044204,798.331966319048,65.9372830900335,14.9108166988662,4.78793090461525,65.9372830900335,53.8543290565447,11.1443110840765,8.53716723935502,56.38,76.67,54.29,82.99,71.94,57.44,74.02,55.93,68.59,659846.0
2021,BGD,83184395.3201463,100464837.018003,1723856464.12346,-269202296.707578,22112032448.6232,22205503377.12,108740760000.0,26.1225477511371,660.0,41332840000.0,9.92929501863064,11.45,8.83053292077507,86.077994070304,38.9590765899848,8.48964467051522,6.29023985723133,39.0820163295701,56.6372785923275,5.54565430773473,16.1662839860395,48.65,55.57,43.46,62.86,54.55,46.57,56.63,47.8,52.81,-994722.0
2021,BGR,990510000.0,157230000.0,2335300000.0,-107080000.0,1368890000.0,2010320000.0,17024450000.0,20.1668599459409,206.0,288950000.0,0.342285018392936,89.18,61.1811357206881,415.959874371579,48.0806480905864,27.8752350361345,8.27392646406124,48.1309267521347,90.0968830195414,3.29774435299515,3.43825189874699,73.87,90.69,84.32,83.59,83.54,70.95,88.85,88.62,83.97,11756.0
2021,BRA,16239330119.85,1755081763.44,46440503520.19,7487762025.21,3845137881.02,4102018147.7,815876700000.0,48.8359602673449,381.0,1409724270000.0,84.3819151075546,94.47,17.1964909481549,701.067143084117,68.8052245667195,20.7801530955049,11.1402301211994,68.805224677681,103.465634475882,8.30165975585673,46.52178785101,81.98,85.4,80.87,87.05,85.62,81.28,85.56,79.92,84.04,-208581.0
2021,COL,3180813773.68581,385718084.432186,9561335276.67571,-1189269691.02213,8597245700.56993,8608268970.88542,90541480000.0,28.4252677989683,64.0,7167570000.0,2.25024040603104,40.02,12.6686456195329,253.999065832839,47.8931314522491,5.71504213019645,8.13634445223537,47.9124060650503,54.6261375585987,3.49505757399448,6.18604447427702,47.67,67.74,56.2,63.51,62.58,48.08,64.66,50.0,59.72,199070.0
2021,CRI,446621974.952295,541463307.521034,3592802258.09677,87665086.8952961,558814443.897123,594130696.449927,2041060000.0,3.14199075969613,10.0,32310000.0,0.0497377448217014,64.83,16.28856201058,231.391355779802,55.5581371785144,22.2267003424392,3.13832500450207,55.5581371785144,54.0070701461646,1.72647755109241,30.408044837543,57.23,75.93,61.08,76.34,65.97,51.75,79.97,77.04,68.49,1018.0
2021,ECA,10437704777.7325,8214249404.43498,39317591390.3298,-1298261956.73095,31740459675.0584,55073930946.732,213819080000.0,17.3456511736696,529.0,539214170000.0,46.6708427084994,55.04,16.3984709487917,293.661798669599,47.1280324175724,24.3577014491273,5.90024556194463,47.1686800017504,56.1968494277041,6.91756771076075,12.6135632890365,71.64,81.88,74.86,81.05,78.81,57.83,82.42,72.95,77.79,-142173.0
2021,EGY,367000000.0,442100000.0,5122300000.0,-1486100000.0,31487000000.0,31487000000.0,48731450000.0,11.4750859284717,241.0,20987020000.0,4.94193909441551,27.56,6.39508131575558,112.695987608689,28.2307543894277,46.9269118720521,4.38225643427728,28.2307543894277,87.3864940734796,5.21404940513043,50.5757832718254,20.0,32.39,24.2,30.57,33.79,25.0,30.27,9.74,27.44,6161.0
2021,GHA,119701590.698157,793758532.482941,2533586462.03873,-40424552.4614336,1762011452.35765,1923627452.54426,10487020000.0,13.1871691167953,30.0,27080000.0,0.0340524324052798,11.37,11.1692929390992,51.5402435546602,12.024769747436,35.3671493675933,3.89961475745393,13.0544311231372,31.7346169321872,9.9710886750444,20.8012110597332,54.72,77.2,62.58,74.18,69.67,51.59,80.97,65.22,68.23,-11259.0
2021,HUN,29525196617.725,1000529508.71945,33487981473.6292,-824952768.51107,562659931.992817,3787307882.46851,31571340000.0,17.3364121083684,50.0,8651720000.0,4.75082094602931,59.22,22.4424793949835,429.43105783627,38.3280105342676,29.2961993507106,3.03832220501206,38.6599407513565,72.0480504864625,5.11096534382855,20.3491230514332,81.25,92.85,86.88,89.73,87.66,71.58,92.89,92.49,88.22,20372.0
2021,IDN,3926726201.84403,4343383214.32525,21213080329.8583,3131025823.32857,9164043408.43366,9402427088.85485,578631400000.0,48.7675241386113,766.0,202772060000.0,17.0897938319385,48.09,15.9173180592044,254.914620840176,32.0107062631733,27.5147582134001,6.7851758539302,32.0683276077391,46.3601820363569,1.56012990525673,14.9131035633429,46.93,54.97,52.3,51.18,50.95,40.49,61.89,54.64,51.76,-11248.0
2021,KEN,803333250.593111,8973960.1604371,419719612.932137,-97453935.8455007,3770089638.54769,3770089638.54769,22915780000.0,20.8888019130207,59.0,526690000.0,0.480102491801233,6.94,4.58748945688963,398.628548896237,31.0956151229703,7.22463883898807,4.80083555877845,31.1231240199267,38.9887824596899,6.10793603659176,14.6856278208001,67.45,87.02,75.36,83.24,79.5,61.02,88.21,78.91,79.2,-52552.0
2021,LAC,24978850491.6758,8047682224.89258,121006078779.43,3188835803.28004,126934083375.789,130597973693.017,1500098730000.0,36.6031456629414,957.0,1511963540000.0,37.0250738814561,39.69,12.2265389848338,201.888048201692,44.9040694045233,23.3347418417195,8.44569914112256,44.9103126078997,67.1257661783284,4.26105127422813,27.8714375221454,67.14,76.8,69.32,76.56,75.1,64.17,77.32,66.2,72.95,-273258.0
2021,LCN,85648205559.5574,10874834906.5971,184811049701.158,5993236828.46599,128623695471.63,132599377524.333,1775083250000.0,39.6118757632883,1395.0,1554528280000.0,34.7628642568397,43.26,11.1068942610046,231.391355779802,47.3829419062318,22.2267003424392,8.18395560503903,46.9708431760806,68.8122696020423,3.49505757399448,27.0076945279502,67.93,77.28,70.14,76.97,75.62,64.34,78.09,66.97,73.55,-536658.0
2021,LMY,275436744643.546,84114528190.8831,728976003638.557,69216301239.9187,462611194836.566,555444299691.661,25114755900000.0,77.80018204245,21934.0,46753916330865.8,145.247647247487,28.06,8.45937989806989,147.500763240824,116.359574303394,22.6628544738015,10.3517426339448,116.406026499151,141.86154673138,4.22278962033194,28.5623505068731,66.55,74.59,68.47,74.2,74.22,64.76,78.99,61.87,71.38,-2708744.0
2021,MIC,274779527417.3,81540659138.4203,711445868588.584,69158920823.3421,454314683996.783,539134791892.829,25111183350000.0,77.8157982972721,21929.0,46753910750865.8,145.297595262698,33.72,9.47718168678521,163.407882377594,117.221474683128,24.0468453311745,10.3675959607473,117.250611099472,142.480572411166,4.08852737513983,28.7343535553881,67.68,75.49,69.57,75.07,75.09,66.22,79.29,63.05,72.37,-2031927.0
2021,MUS,85573930.0,1357599987.53641,253189250.0,9606937070.49171,271511378.287203,272474595.808307,8933780000.0,77.790914492215,91.0,306480000.0,2.66867546252248,42.52,15.061881598454,248.274751455271,86.4076578712847,18.0194419501786,6.90142502576087,86.4359988784567,159.949073381039,4.02852888157383,22.2145497584766,90.55,90.51,89.4,91.74,92.32,85.18,93.74,83.62,90.53,-4324.0
2021,NAM,17846672.874748,93747499.2763977,840286915.80155,2745193.06680017,56707651.5938586,72291500.1467872,2388250000.0,19.2562197984981,14.0,28250000.0,0.227776911674896,72.95,9.47905469662378,340.260271299219,58.1907291880646,4.71837501642667,4.53443042152423,58.2529887708226,72.6054018222941,3.61690530108814,30.4471170851289,56.38,81.31,69.31,73.67,79.17,61.29,78.08,55.61,71.35,31327.0
2021,NGA,1817909994.50162,82545294.2181415,3313210000.0,71602136.4597128,19241173752.3119,19483402058.9106,148300380000.0,33.6408948709272,174.0,1793850000.0,0.406922216006545,16.15,4.2411550331707,35.1673138139344,12.1974489708126,64.5406819698937,6.23022689363278,13.4494491647875,25.2414301100672,16.9528457221608,7.84743849164245,32.69,53.68,34.96,55.45,50.87,25.8,65.2,34.88,45.32,-86115.0
2021,PAK,242000000.0,231000000.0,2147000000.0,-359000000.0,31074000000.0,31312000000.0,43096600000.0,12.3657220726544,455.0,20860240000.0,5.98543574687723,11.11,10.4692959746931,25.3700502423412,15.2943429989133,14.5092857047944,3.35726367831547,15.3401397751102,51.2623868410964,9.49621056124947,33.4119797918376,17.61,23.21,13.48,28.18,22.54,15.31,35.3,18.1,20.98,-565673.0
2021,PER,1968918024.00321,173395525.600227,7142277305.62547,-154293349.871041,3607625053.86272,3607625053.86272,78025830000.0,34.47066721804,189.0,2117500000.0,0.935480440697648,117.24,5.40700212008432,147.500763240824,47.1261106650855,30.657733510057,12.1241757114585,47.1261157121471,60.5471801322951,4.27166381536798,-7.28001635577649,45.54,65.4,53.03,62.32,60.85,40.93,61.62,46.62,57.5,41868.0
2021,POL,10220000000.0,9418000000.0,37512000000.0,606000000.0,3110000000.0,7929000000.0,197389020000.0,28.6415476491829,787.0,78487800000.0,11.3887391688734,66.82,23.2613779081144,458.651922544589,45.7269873808856,18.9324176086231,4.78077058564325,45.7278891219221,74.5745848797566,5.05502704719272,14.580588972158,93.92,96.92,95.69,95.75,95.52,71.31,96.35,98.05,95.72,2251.0
2021,PSE,57954361.3452696,32247853.7504225,353477054.949858,169086114.180595,254035623.041487,3760462368.10567,4407120000.0,24.3366281959247,47.0,418670000.0,2.31194433706997,23.24,13.0836361427438,155.510943406111,47.3178079179414,13.1405299038337,1.02275812512689,47.3295160416368,85.4532888530013,1.23748102831369,11.8443367827047,17.44,44.4,25.93,41.44,42.39,30.5,34.56,18.29,33.64,-12369.0
2021,ROU,1339047342.96061,642167674.33919,11768726824.985,-146186541.441153,4580634164.28632,9115773922.13879,32288880000.0,11.2670399943839,80.0,2169860000.0,0.757161580154339,62.72,21.7905654511612,235.538761922223,26.3497446247742,17.1986190200411,4.27804925461278,26.3497446247742,47.3396121463597,5.05232876096582,9.13531733357668,57.12,77.1,65.74,72.68,68.7,37.49,76.13,71.92,69.12,-17731.0
2021,THA,19409795798.3457,7583522641.96769,15389597696.2421,-1962658622.16602,7930847507.96529,9064843602.60467,598908320000.0,118.301360426251,776.0,597944480000.0,118.110974720417,108.14,9.37170450853131,385.142388287499,126.759860307097,19.6316110989166,8.97590278081582,126.780296254268,148.632994137471,1.23039541318384,33.2869048151979,97.68,94.15,92.7,98.61,95.18,93.47,97.31,97.0,95.58,-2093.0
2021,TUN,16001723.3730628,31505959.3398352,547411353.644915,-33958120.8009309,2644320099.59242,2967211621.11079,8079990000.0,17.2604031446833,80.0,572880000.0,1.22378118704678,33.22,21.8851082862125,245.956685515013,64.9651421270866,6.50149757381166,5.30936676331016,65.0280087666917,77.4035270174536,5.706350208307,12.0531331006056,32.02,40.07,28.75,45.14,39.97,29.26,43.5,24.34,36.85,-9190.0
2021,TUR,6451000000.0,631000000.0,12895000000.0,-1434000000.0,538000000.0,726000000.0,138395240000.0,16.8802427463409,379.0,538193500000.0,65.6441429958345,80.37,15.1516339839844,880.970947021386,66.0703005114697,21.8581338474172,4.45898866581648,66.0703005114697,71.6054681968061,19.5964926913324,20.6373256925092,61.37,82.53,62.55,85.34,74.46,61.54,81.75,72.74,74.09,20283.0
2021,ZMB,-280081939.653223,122331951.706984,394217415.177069,283259.0,239709361.210131,239709361.210131,4034770000.0,18.259838291498,22.0,68570000.0,0.310321805616681,8.81,2.77863485036237,32.4744576027839,8.49521203441011,34.4014657986426,3.51108126321394,8.51664401392603,24.3311828486537,22.0207676245777,22.3164870476341,32.91,58.91,44.98,52.48,51.11,33.02,67.18,44.51,48.52,8143.0
